Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Marcus Rashford,"€ 266,843","€ 13,875,855","€ 2,775,171","Jun 30, 2025",1,"€ 13,875,855",
Boubacar Kamara,"€ 177,896","€ 9,250,570",,"Jun 30, 2027",3,"€ 27,751,710",
Youri Tielemans,"€ 177,896","€ 9,250,570",,"Jun 30, 2027",3,"€ 27,751,710",
Emiliano Martínez,"€ 177,896","€ 9,250,570",,"Jun 30, 2029",5,"€ 46,252,850",
Donyell Malen,"€ 166,036","€ 8,633,865",,"Jun 30, 2028",4,"€ 34,535,461",
Amadou Onana,"€ 166,036","€ 8,633,865",,"Jun 30, 2029",5,"€ 43,169,326",
Ollie Watkins,"€ 154,176","€ 8,017,161",,"Jun 30, 2028",4,"€ 32,068,642",
Lucas Digne,"€ 142,316","€ 7,400,456",,"Jun 30, 2026",2,"€ 14,800,912",
Leon Bailey,"€ 142,316","€ 7,400,456",,"Jun 30, 2027",3,"€ 22,201,368",
John McGinn,"€ 142,316","€ 7,400,456",,"Jun 30, 2027",3,"€ 22,201,368",
Marco Asensio,"€ 138,166","€ 7,184,609",,"Jun 30, 2025",1,"€ 7,184,609",
Pau Torres,"€ 118,597","€ 6,167,047",,"Jun 30, 2028",4,"€ 24,668,186",
Ian Maatsen,"€ 118,597","€ 6,167,047",,"Jun 30, 2030",6,"€ 37,002,280",
Tyrone Mings,"€ 118,597","€ 6,167,047",,"Jun 30, 2026",2,"€ 12,334,093",
Matty Cash,"€ 94,878","€ 4,933,637",,"Jun 30, 2027",3,"€ 14,800,912",
Ezri Konsa,"€ 88,948","€ 4,625,285",,"Jun 30, 2028",4,"€ 18,501,140",
Morgan Rogers,"€ 88,948","€ 4,625,285",,"Jun 30, 2030",6,"€ 27,751,710",
Jacob Ramsey,"€ 83,018","€ 4,316,933",,"Jun 30, 2027",3,"€ 12,950,798",
Ross Barkley,"€ 71,158","€ 3,700,228",,"Jun 30, 2026",2,"€ 7,400,456",
Robin Olsen,"€ 59,299","€ 3,083,523","€ 1,850,114","Jun 30, 2025",1,"€ 3,083,523",
Axel Disasi,"€ 47,439","€ 2,466,819",,"Jun 30, 2025",1,"€ 2,466,819",
Emiliano Buendía,"€ 44,474","€ 2,312,642",,"Jun 30, 2027",3,"€ 6,937,927",
Leander Dendoncker,"€ 41,509","€ 2,158,466",,"Jun 30, 2026",2,"€ 4,316,933",
Samuel Iling-Junior,"€ 35,579","€ 1,850,114",,"Jun 30, 2025",1,"€ 1,850,114",
Enzo Barrenechea,"€ 17,790","€ 925,057",,"Jun 30, 2025",1,"€ 925,057",
Andrés García,"€ 17,790","€ 925,057",,"Jun 30, 2025",1,"€ 925,057",
Kortney Hause,"€ 11,860","€ 616,705",,"Jun 30, 2025",1,"€ 616,705",
Kosta Nedeljkovic,"€ 11,860","€ 616,705",,"Jun 30, 2029",5,"€ 3,083,523",
Lamare Bogarde,"€ 9,488","€ 493,364",,"Jun 30, 2025",1,"€ 493,364",
Tommi O'Reilly,"€ 8,895","€ 462,528",,"Jun 30, 2028",4,"€ 1,850,114",
Lewis Dobbin,"€ 8,895","€ 462,528",,"Jun 30, 2025",1,"€ 462,528",
Joe Gauci,"€ 7,116","€ 370,023",,"Jun 30, 2028",4,"€ 1,480,091",
Lino Sousa,"€ 7,116","€ 370,023",,"Jun 30, 2025",1,"€ 370,023",
Filip Marschall,"€ 4,507","€ 234,348",,"Jun 30, 2025",1,"€ 234,348",
Josh Feeney,"€ 3,558","€ 185,011",,"Jun 30, 2027",3,"€ 555,034",
Kaine Kesler,"€ 3,558","€ 185,011",,"Jun 30, 2025",1,"€ 185,011",
Louie Barry,"€ 3,558","€ 185,011",,"Jun 30, 2028",4,"€ 740,046",
Travis Patterson,"€ 1,779","€ 92,506",,"Jun 30, 2025",1,"€ 92,506",
Rico Richards,€ 889,"€ 46,253",,"Jun 30, 2025",1,"€ 46,253",
Kobei Moore,€ 712,"€ 37,002",,"Jun 30, 2025",1,"€ 37,002",
Álex Moreno,,,,"Jun 30, 2026",2,,
Sil Swinkels,,,,"Jun 30, 2025",1,,
Kadan Young,,,,"Jun 30, 2025",1,,
