Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Nabil Alioui,"€ 17,308","€ 900,000",,"Jun 30, 2026",2,"€ 1,800,000",
Andreaw Gravillon,"€ 12,885","€ 670,000",,"Jun 30, 2026",2,"€ 1,340,000",
Abat Aymbetov,"€ 11,923","€ 620,000",,"Jun 30, 2025",1,"€ 620,000",
Ali Yavuz Kol,"€ 9,615","€ 500,000",,"Jun 30, 2026",2,"€ 1,000,000",
Aksel Aktaş,"€ 4,808","€ 250,000",,"Jun 30, 2026",2,"€ 500,000",
Tayfun Aydoğan,"€ 4,808","€ 250,000",,"Jun 30, 2026",2,"€ 500,000",
Bünyamin Balat,"€ 4,808","€ 250,000",,"Jun 30, 2026",2,"€ 500,000",
Tolga Kalender,"€ 4,808","€ 250,000",,"Jun 30, 2025",1,"€ 250,000",
Maestro,"€ 4,808","€ 250,000",,"Jun 30, 2026",2,"€ 500,000",
Yusuf Barası,"€ 4,231","€ 220,000",,"Jun 30, 2026",2,"€ 440,000",
Abdulsamet Burak,"€ 2,500","€ 130,000",,"Jun 30, 2025",1,"€ 130,000",
Breyton Fougeu,"€ 1,731","€ 90,000",,"Jun 30, 2026",2,"€ 180,000",
Vedat Karakuş,"€ 1,538","€ 80,000",,"Jun 30, 2025",1,"€ 80,000",
Salih Kavrazlı,"€ 1,538","€ 80,000",,"Jun 30, 2025",1,"€ 80,000",
Kadir Karayiğit,"€ 1,538","€ 80,000",,"Jun 30, 2029",5,"€ 400,000",
Murat Eser,"€ 1,538","€ 80,000",,"Jun 30, 2028",4,"€ 320,000",
Arda Kurtulan,"€ 1,346","€ 70,000",,"Jun 30, 2025",1,"€ 70,000",
Ozan Demirbağ,€ 962,"€ 50,000",,"Jun 30, 2026",2,"€ 100,000",
Deniz Dönmezer,€ 962,"€ 50,000",,"Jun 30, 2026",2,"€ 100,000",
Burhan Ersoy,€ 962,"€ 50,000",,"Jun 30, 2025",1,"€ 50,000",
Osman Kaynak,€ 962,"€ 50,000",,"Jun 30, 2025",1,"€ 50,000",
İzzet Çelik,€ 962,"€ 50,000",,"Jun 30, 2025",1,"€ 50,000",
