Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls..1,Ast,G+A.1,G-TP.1,G+A-TP,Partidos,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,PD,PD,PD,PD,PC,% Salvadas_penales,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,link
Deniz Ertaş,trTUR,PO,20-041,9,9,810,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,7.0,0.78,31.0,26.0,83.9,6.0,1.0,2.0,4.0,44.4,2.0,2.0,2.0,2.0,0.0,0.0,90,27.3,90,9,0,,22,2.11,12,7,+5,+0.56,+0.93,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,/es/jugadores/a038e138/Deniz-Ertas
Louka Prip,dkDEN,CC,27-305,20,6,680,7.6,1,2,3,1,0,0,1,0,0.13,0.26,0.40,0.13,0.40,Partidos,20.0,8.0,40.0,2.4,0.96,0.05,0.13,,,,,,,,,,,,,,,,,,36,25.2,64,0,14,21,7,1.38,14,12,+2,+0.24,+0.48,0.0,4.0,12.0,0.0,30.0,2.0,4.0,,,/es/jugadores/6447d49f/Louka-Prip
Muhammet Tunahan Taşçı,trTUR,"CC,DL",23-001,13,5,535,5.9,1,1,2,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,Partidos,11.0,2.0,18.2,1.85,0.34,0.09,0.5,,,,,,,,,,,,,,,,,,41,18.0,68,0,8,24,3,1.15,10,7,+3,+0.50,+0.76,0.0,6.0,7.0,1.0,25.0,3.0,6.0,,,/es/jugadores/db71e6f3/Muhammet-Tunahan-Tasci
Emmanuel Boateng,ghGHA,CC,27-317,8,3,353,3.9,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Partidos,3.0,0.0,0.0,0.76,0.0,0.0,,,,,,,,,,,,,,,,,,,44,11.9,76,0,5,25,3,0.38,4,8,-4,-1.02,-1.02,0.0,11.0,7.0,0.0,0.0,5.0,4.0,,,/es/jugadores/efad6707/Emmanuel-Boateng
Ufuk Akyol,deGER,CC,27-246,6,3,247,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,2.0,0.0,0.0,0.73,0.0,0.0,,,,,,,,,,,,,,,,,,,41,8.3,71,1,3,12,12,2.00,3,4,-1,-0.36,-0.27,0.0,2.0,2.0,0.0,0.0,2.0,3.0,,,/es/jugadores/5adbafc0/Ufuk-Akyol
,,Tiempo Jugado,Rendimiento,Por 90 Minutos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls.,Ast,G+A,G-TP,G+A-TP,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,,,,,,,,,,
Hamidou Keyta,frFRA,CC,30-134,16,2,413,4.6,1,0,1,1,0,0,3,0,0.22,0.00,0.22,0.22,0.22,Partidos,10.0,3.0,30.0,2.16,0.65,0.1,0.33,,,,,,,,,,,,,,,,,,24,14.0,69,0,15,19,4,1.35,2,6,-4,-0.87,-0.87,0.0,10.0,5.0,2.0,9.0,1.0,7.0,,,/es/jugadores/4a396ae9/Hamidou-Keyta
Karahan Yasir Subaşı,trTUR,"CC,DF",29-119,3,2,236,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,1.0,0.0,0.0,0.38,0.0,0.0,,,,,,,,,,,,,,,,,,,79,7.9,88,1,1,61,27,2.00,4,3,+1,+0.38,+0.55,0.0,6.0,1.0,0.0,9.0,3.0,0.0,,,/es/jugadores/d05b527e/Karahan-Yasir-Subasi
Filip Damjanovic,rsSRB,DF,26-302,5,2,159,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,32,5.4,68,1,3,8,8,1.20,5,6,-1,-0.57,-0.47,0.0,5.0,1.0,0.0,0.0,3.0,3.0,,,/es/jugadores/e4387547/Filip-Damjanovic
Josip Čalušić,hrCRO,DF,31-201,3,1,110,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,2.0,0.0,0.0,1.64,0.0,0.0,,,,,,,,,,,,,,,,,,,37,3.7,90,1,2,10,8,3.00,3,1,+2,+1.64,+1.83,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,/es/jugadores/89333def/Josip-Calusic
Melih Bostan,,DL,21-022,7,1,49,0.5,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Partidos,2.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,8,2.0,26,0,7,5,10,1.25,2,0,+2,+3.00,+3.19,0.0,6.0,0.0,1.0,0.0,0.0,0.0,,,/es/jugadores/38ca59bf/Melih-Bostan
Morten Bjørlo,noNOR,CC,29-208,5,0,52,0.6,0,1,1,0,0,0,0,0,0.00,1.73,1.73,0.00,1.73,Partidos,3.0,1.0,33.3,3.7,1.23,0.0,0.0,,,,,,,,,,,,,,,,,,12,2.5,,0,6,12,3,1.67,2,1,+1,+1.23,+1.39,0.0,4.0,1.0,0.0,7.0,2.0,2.0,,,/es/jugadores/5131b5b3/Morten-Bjorlo
Emrehan Gedikli,deGER,DL,22-005,2,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,1.0,0.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,8,0.5,,0,2,8,1,0.00,0,1,-1,-6.00,-5.91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,/es/jugadores/62f94e47/Emrehan-Gedikli
Sokol Cikalleshi,alALB,"DL,CC",34-277,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,13,0.4,,0,1,13,1,0.00,0,0,0,0.00,+0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,/es/jugadores/29306e58/Sokol-Cikalleshi
Adam Eren Kabak,,DF,24-139,2,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,0.1,,0,2,1,7,2.00,0,0,0,0.00,+0.12,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,/es/jugadores/24ef4606/Adam-Eren-Kabak
Kaan Akyazi,,DL,19-246,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,/es/jugadores/bb2b3e41/Kaan-Akyazi
Yavuz Aygün,trTUR,PO,28-307,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,/es/jugadores/5a55c7a5/Yavuz-Aygun
Ahmet Daş,trTUR,PO,25-025,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,6,,,,,,,,,,,,,,,,/es/jugadores/72ff0dfa/Ahmet-Das
Muzaffer Eriş,,DF,18-285,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,/es/jugadores/616e4cda/Muzaffer-Eris
Metehan Mert,,DL,25-364,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,/es/jugadores/106bf555/Metehan-Mert
Abdurrahman Üresin,,DF,21-115,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,6,,,,,,,,,,,,,,,,/es/jugadores/ef0b278a/Abdurrahman-Uresin
