Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Lorenzo Insigne,"€ 127,309","€ 6,620,063",,"Jun 30, 2026",2,"€ 13,240,127",
Federico Bernardeschi,"€ 53,045","€ 2,758,360",,"Dec 31, 2026",2,"€ 5,516,719",
Richie Laryea,"€ 16,805","€ 873,848",,"Dec 31, 2026",2,"€ 1,747,697",
Jonathan Osorio,"€ 13,377","€ 695,580",,"Dec 31, 2026",2,"€ 1,391,160",
Sigurd Rosted,"€ 12,731","€ 662,006",,"Dec 31, 2025",1,"€ 662,006",
Derrick Etienne,"€ 12,053","€ 626,754",,"Dec 31, 2025",1,"€ 626,754",
Raoul Petretta,"€ 11,458","€ 595,806",,"Dec 31, 2025",1,"€ 595,806",
Henry Wingo,"€ 7,639","€ 397,204",,"Dec 31, 2026",2,"€ 794,408",
Sean Johnson,"€ 7,232","€ 376,054",,"Dec 31, 2025",1,"€ 376,054",
Deybi Flores,"€ 6,790","€ 353,070",,"Dec 31, 2025",1,"€ 353,070",
Kevin Long,"€ 4,244","€ 220,669",,"Dec 31, 2025",1,"€ 220,669",
Matthew Longstaff,"€ 3,344","€ 173,887",,"Dec 31, 2025",1,"€ 173,887",
Deandre Kerr,"€ 1,697","€ 88,268",,"Dec 31, 2025",1,"€ 88,268",
Kosi Thompson,"€ 1,613","€ 83,854",,"Dec 31, 2025",1,"€ 83,854",
Alonso Coello,"€ 1,523","€ 79,190",,"Dec 31, 2027",3,"€ 237,570",
Kobe Franklin,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Tyrese Spicer,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Luka Gavran,"€ 1,212","€ 63,024",,"Dec 31, 2027",3,"€ 189,072",
Charlie Sharp,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Nathaniel Edwards,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Nicksoen Gomis,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Zane Monlouis,,,,"Dec 31, 2026",2,,
Lazar Stefanović,,,,"Dec 31, 2028",4,,
Markus Cimermancic,,,,"Dec 31, 2026",2,,
Maxime Dominguez,,,,"Dec 31, 2025",1,,
Ola Brynhildsen,,,,"Dec 31, 2025",1,,
Theo Corbeanu,,,,"Dec 31, 2025",1,,
Adisa De Rosario,,,,"Dec 31, 2026",2,,
