Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Valentin Rosier,"€ 34,231","€ 1,780,000",,"Jun 30, 2025",1,"€ 1,780,000",
Renato Tapia,"€ 28,077","€ 1,460,000",,"Jun 30, 2026",2,"€ 2,920,000",
Munir El Haddadi,"€ 28,077","€ 1,460,000",,"Jun 30, 2026",2,"€ 2,920,000",
Borna Barisic,"€ 24,038","€ 1,250,000",,"Jun 30, 2025",1,"€ 1,250,000",
Óscar Rodríguez,"€ 20,000","€ 1,040,000",,"Jun 30, 2026",2,"€ 2,080,000",
Roberto López,"€ 16,154","€ 840,000",,"Jun 30, 2027",3,"€ 2,520,000",
Javi Hernández,"€ 16,154","€ 840,000",,"Jun 30, 2027",3,"€ 2,520,000",
Matija Nastasić,"€ 11,923","€ 620,000",,"Jun 30, 2026",2,"€ 1,240,000",
Juan Soriano,"€ 11,923","€ 620,000",,"Jun 30, 2027",3,"€ 1,860,000",
Marko Dmitrovic,"€ 10,000","€ 520,000",,"Jun 30, 2025",1,"€ 520,000",
Darko Brasanac,"€ 10,000","€ 520,000",,"Jun 30, 2025",1,"€ 520,000",
Juan Cruz,"€ 10,000","€ 520,000",,"Jun 30, 2028",4,"€ 2,080,000",
Enric Franquesa,"€ 9,231","€ 480,000",,"Jun 30, 2026",2,"€ 960,000",
Daniel Raba,"€ 8,462","€ 440,000",,"Jun 30, 2025",1,"€ 440,000",
Miguel de la Fuente,"€ 8,269","€ 430,000",,"Jun 30, 2028",4,"€ 1,720,000",
Diego García,"€ 8,077","€ 420,000",,"Jun 30, 2027",3,"€ 1,260,000",
Jorge Sáenz,"€ 6,923","€ 360,000",,"Jun 30, 2025",1,"€ 360,000",
Seydouba Cissé,"€ 6,154","€ 320,000",,"Jun 30, 2026",2,"€ 640,000",
Duk,"€ 6,154","€ 320,000",,"Jun 30, 2025",1,"€ 320,000",
Yvan Neyou,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Julián Chicco,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Sergio González,"€ 4,038","€ 210,000",,"Jun 30, 2025",1,"€ 210,000",
Alvin Abajas,"€ 3,462","€ 180,000",,"Jun 30, 2025",1,"€ 180,000",
Adrià Altimira,"€ 2,885","€ 150,000",,"Jun 30, 2025",1,"€ 150,000",
