Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Ben Gibson,"€ 41,509","€ 2,158,466",,"Jun 30, 2027",3,"€ 6,475,399",
Sam Gallagher,"€ 29,649","€ 1,541,762",,"Jun 30, 2027",3,"€ 4,625,285",
Ben Wilmot,"€ 23,719","€ 1,233,409",,"Jun 30, 2026",2,"€ 2,466,819",
Lewis Baker,"€ 23,719","€ 1,233,409",,"Jun 30, 2026",2,"€ 2,466,819",
Andrew Moran,"€ 17,790","€ 925,057",,"May 31, 2025",1,"€ 925,057",
Ashley Phillips,"€ 17,790","€ 925,057",,"May 31, 2025",1,"€ 925,057",
Viktor Johansson,"€ 17,790","€ 925,057",,"Jun 30, 2027",3,"€ 2,775,171",
Enda Stevens,"€ 17,790","€ 925,057",,"Jun 30, 2025",1,"€ 925,057",
Eric-Junior Bocat,"€ 17,790","€ 925,057",,"Jun 30, 2028",4,"€ 3,700,228",
Million Manhoef,"€ 14,825","€ 770,881",,"Jun 30, 2027",3,"€ 2,312,642",
Tatsuki Seko,"€ 14,825","€ 770,881",,"Jun 30, 2027",3,"€ 2,312,642",
Michael Rose,"€ 11,860","€ 616,705",,"Jun 30, 2025",1,"€ 616,705",
Jordan Thompson,"€ 11,860","€ 616,705",,"Jun 30, 2025",1,"€ 616,705",
Lynden Gooch,"€ 10,674","€ 555,034",,"Jun 30, 2025",1,"€ 555,034",
Ben Pearson,"€ 9,488","€ 493,364",,"Jun 30, 2027",3,"€ 1,480,091",
Wouter Burger,"€ 8,302","€ 431,693",,"Jun 30, 2027",3,"€ 1,295,080",
André Vidigal,"€ 8,302","€ 431,693",,"Jun 30, 2026",2,"€ 863,387",
Josh Wilson-Esbrand,"€ 8,302","€ 431,693",,"May 31, 2025",1,"€ 431,693",
Ryan Mmaee,"€ 8,302","€ 431,693",,"Jun 30, 2026",2,"€ 863,387",
Ali Al-Hamadi,"€ 8,302","€ 431,693",,"May 31, 2025",1,"€ 431,693",
Jun-ho Bae,"€ 5,930","€ 308,352",,"Jun 30, 2027",3,"€ 925,057",
Jack Bonham,"€ 5,930","€ 308,352",,"Jun 30, 2026",2,"€ 616,705",
Junior Tchamadeu,"€ 5,930","€ 308,352",,"Jun 30, 2027",3,"€ 925,057",
Lewis Koumas,"€ 5,930","€ 308,352",,"May 31, 2025",1,"€ 308,352",
Frank Fielding,"€ 5,337","€ 277,517",,"Jun 30, 2026",2,"€ 555,034",
Bosun Lawal,"€ 2,965","€ 154,176",,"May 31, 2028",4,"€ 616,705",
Souleymane Sidibé,"€ 1,779","€ 92,506",,"Jun 30, 2027",3,"€ 277,517",
Emre Tezgel,"€ 1,779","€ 92,506",,"Jun 30, 2025",1,"€ 92,506",
Jaden Dixon,€ 889,"€ 46,253",,"Jun 30, 2027",3,"€ 138,759",
