Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
George Pușcaș,"€ 32,115","€ 1,670,000",,"Jun 30, 2027",3,"€ 5,010,000",
Enis Bardhi,"€ 32,115","€ 1,670,000",,"Jun 30, 2025",1,"€ 1,670,000",
Taylan Antalyalı,"€ 14,808","€ 770,000",,"Jun 30, 2025",1,"€ 770,000",
Jonathan Okita,"€ 14,423","€ 750,000",,"Jun 30, 2027",3,"€ 2,250,000",
Gökhan Akkan,"€ 9,615","€ 500,000",,"Jun 30, 2025",1,"€ 500,000",
Ondrej Celustka,"€ 8,077","€ 420,000",,"Jun 30, 2025",1,"€ 420,000",
Christophe Hérelle,"€ 8,077","€ 420,000",,"Jun 30, 2026",2,"€ 840,000",
Ali Aytemur,"€ 8,077","€ 420,000",,"Jun 30, 2025",1,"€ 420,000",
Taulant Seferi,"€ 6,346","€ 330,000",,"Jun 30, 2027",3,"€ 990,000",
Arlind Ajeti,"€ 6,346","€ 330,000",,"Jun 30, 2027",3,"€ 990,000",
Zdravko Dimitrov,"€ 4,808","€ 250,000",,"Jun 30, 2027",3,"€ 750,000",
Diogo Sousa,"€ 4,808","€ 250,000",,"Jun 30, 2025",1,"€ 250,000",
Fredy,"€ 4,808","€ 250,000",,"Jun 30, 2026",2,"€ 500,000",
Gökdeniz Bayrakdar,"€ 4,808","€ 250,000",,"Jun 30, 2027",3,"€ 750,000",
Ahmet Aslan,"€ 4,808","€ 250,000",,"Jun 30, 2028",4,"€ 1,000,000",
Musah Mohammed,"€ 2,885","€ 150,000",,"Jun 30, 2028",4,"€ 600,000",
Pedro Brazão,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Cenk Şen,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Mustafa Erdilman,"€ 1,923","€ 100,000",,"Jun 30, 2028",4,"€ 400,000",
Üzeyir Ergün,"€ 1,923","€ 100,000",,"Jun 30, 2025",1,"€ 100,000",
Haqi Osman,"€ 1,923","€ 100,000",,"Jun 30, 2027",3,"€ 300,000",
Ege Bilsel,"€ 1,923","€ 100,000",,"Jun 30, 2028",4,"€ 400,000",
Süleyman Özdamar,"€ 1,923","€ 100,000",,"Jun 30, 2025",1,"€ 100,000",
Celal Dumanlı,"€ 1,731","€ 90,000",,"Jun 30, 2025",1,"€ 90,000",
Bilal Güven,"€ 1,154","€ 60,000",,"Jun 30, 2028",4,"€ 240,000",
Tunahan Akpınar,"€ 1,154","€ 60,000",,"Jun 30, 2028",4,"€ 240,000",
Erkan Değişmez,"€ 1,154","€ 60,000",,"Jun 30, 2025",1,"€ 60,000",
Oğulcan Başol,€ 962,"€ 50,000",,"Jun 30, 2028",4,"€ 200,000",
Rüzgar Adıyaman,€ 962,"€ 50,000",,"Jun 30, 2026",2,"€ 100,000",
Enes Öğrüce,€ 962,"€ 50,000",,"Jun 30, 2027",3,"€ 150,000",
Kerem Ersunar,€ 962,"€ 50,000",,"Jun 30, 2028",4,"€ 200,000",
