Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
33,Alexander Nübel,Goalkeeper,"Sep 30, 1996 (28)",Germany,"1,93m",right,"Jul 25, 2023",,"Jun 30, 2026",€12.00m,https://www.transfermarkt.com/alexander-nubel/profil/spieler/195778
41,Dennis Seimen,Goalkeeper,"Dec 1, 2005 (19)","Germany, Romania","1,92m",left,"Jul 1, 2023",,"Jun 30, 2029",€1.50m,https://www.transfermarkt.com/dennis-seimen/profil/spieler/800946
1,Fabian Bredlow,Goalkeeper,"Mar 2, 1995 (30)",Germany,"1,90m",both,"Jul 1, 2019",,"Jun 30, 2026",€1.00m,https://www.transfermarkt.com/fabian-bredlow/profil/spieler/187624
21,Stefan Drljaca,Goalkeeper,"Apr 20, 1999 (26)","Germany, Serbia","1,92m",right,"Jul 1, 2024",,"Jun 30, 2027",€325k,https://www.transfermarkt.com/stefan-drljaca/profil/spieler/388067
24,Jeff Chabot,Centre-Back,"Feb 12, 1998 (27)","Germany, France","1,95m",left,"Jul 1, 2024",,"Jun 30, 2028",€12.00m,https://www.transfermarkt.com/jeff-chabot/profil/spieler/303219
29,Finn Jeltsch,Centre-Back,"Jul 17, 2006 (18)",Germany,"1,88m",right,"Feb 3, 2025",,"Jun 30, 2030",€12.00m,https://www.transfermarkt.com/finn-jeltsch/profil/spieler/924117
2,Ameen Al-Dakhil,Centre-Back,"Mar 6, 2002 (23)","Belgium, Iraq","1,87m",right,"Aug 27, 2024",,"Jun 30, 2028",€7.50m,https://www.transfermarkt.com/ameen-al-dakhil/profil/spieler/620598
14,Luca Jaquez,Centre-Back,"Jun 2, 2003 (21)","Switzerland, Dominican Republic","1,87m",right,"Feb 3, 2025",,"Jun 30, 2029",€6.00m,https://www.transfermarkt.com/luca-jaquez/profil/spieler/539798
23,Dan-Axel Zagadou,Centre-Back,"Jun 3, 1999 (25)","France, Cote d'Ivoire","1,96m",left,"Sep 19, 2022",,"Jun 30, 2026",€6.00m,https://www.transfermarkt.com/dan-axel-zagadou/profil/spieler/344598
45,Anrie Chase,Centre-Back,"Mar 24, 2004 (21)","Japan, United States","1,88m",right,"Jul 1, 2024",,-,€4.00m,https://www.transfermarkt.com/anrie-chase/profil/spieler/948537
7,Maximilian Mittelstädt,Left-Back,"Mar 18, 1997 (28)",Germany,"1,80m",left,"Jul 1, 2023",,"Jun 30, 2028",€20.00m,https://www.transfermarkt.com/maximilian-mittelstadt/profil/spieler/282660
3,Ramon Hendriks,Left-Back,"Jul 18, 2001 (23)",Netherlands,"1,89m",left,"Jul 1, 2024",,"Jun 30, 2028",€5.00m,https://www.transfermarkt.com/ramon-hendriks/profil/spieler/436064
4,Josha Vagnoman,Right-Back,"Dec 11, 2000 (24)","Germany, Cote d'Ivoire","1,90m",right,"Jul 9, 2022",,"Jun 30, 2026",€12.00m,https://www.transfermarkt.com/josha-vagnoman/profil/spieler/448258
20,Leonidas Stergiou,Right-Back,"Mar 3, 2002 (23)","Switzerland, Greece","1,81m",right,"Jul 1, 2024",,"Jun 30, 2028",€5.00m,https://www.transfermarkt.com/leonidas-stergiou/profil/spieler/507345
15,Pascal Stenzel,Right-Back,"Mar 20, 1996 (29)",Germany,"1,83m",right,"Jul 1, 2020",,"Jun 30, 2026",€2.50m,https://www.transfermarkt.com/pascal-stenzel/profil/spieler/195246
6,Angelo Stiller,Defensive Midfield,"Apr 4, 2001 (24)",Germany,"1,83m",left,"Aug 25, 2023",,"Jun 30, 2028",€38.00m,https://www.transfermarkt.com/angelo-stiller/profil/spieler/443710
16,Atakan Karazor,Defensive Midfield,"Oct 13, 1996 (28)","Türkiye, Germany","1,91m",right,"Jul 1, 2019",,"Jun 30, 2028",€12.00m,https://www.transfermarkt.com/atakan-karazor/profil/spieler/232320
5,Yannik Keitel,Defensive Midfield,"Feb 15, 2000 (25)",Germany,"1,86m",both,"Jul 1, 2024",,"Jun 30, 2028",€3.50m,https://www.transfermarkt.com/yannik-keitel/profil/spieler/342039
28,Nikolas Nartey,Central Midfield,"Feb 22, 2000 (25)","Denmark, Ghana","1,86m",left,"Aug 29, 2019",,"Jun 30, 2025",€400k,https://www.transfermarkt.com/nikolas-nartey/profil/spieler/400546
8,Enzo Millot,Attacking Midfield,"Jul 17, 2002 (22)","France, Martinique","1,75m",left,"Aug 14, 2021",,"Jun 30, 2028",€35.00m,https://www.transfermarkt.com/enzo-millot/profil/spieler/569366
27,Chris Führich,Left Winger,"Jan 9, 1998 (27)",Germany,"1,81m",right,"Jul 19, 2021",,"Jun 30, 2028",€18.00m,https://www.transfermarkt.com/chris-fuhrich/profil/spieler/272278
25,Jacob Bruun Larsen,Left Winger,"Sep 19, 1998 (26)",Denmark,"1,83m",right,"Jan 8, 2025",,"Jun 30, 2027",€6.00m,https://www.transfermarkt.com/jacob-bruun-larsen/profil/spieler/293281
17,Justin Diehl,Left Winger,"Nov 27, 2004 (20)","Germany, Ghana","1,74m",right,"Jul 1, 2024",,"Jun 30, 2029",€3.50m,https://www.transfermarkt.com/justin-diehl/profil/spieler/720162
18,Jamie Leweling,Right Winger,"Feb 26, 2001 (24)","Germany, Ghana","1,85m",both,"Jul 1, 2024",,"Jun 30, 2029",€20.00m,https://www.transfermarkt.com/jamie-leweling/profil/spieler/518505
32,Fabian Rieder,Right Winger,"Feb 16, 2002 (23)",Switzerland,"1,79m",left,"Jul 1, 2024",,"Jun 30, 2025",€7.00m,https://www.transfermarkt.com/fabian-rieder/profil/spieler/507341
40,Luca Raimund,Right Winger,"Apr 9, 2005 (20)",Germany,"1,88m",left,"Jul 1, 2024",,"Jun 30, 2026",€500k,https://www.transfermarkt.com/luca-raimund/profil/spieler/907489
11,Nick Woltemade,Second Striker,"Feb 14, 2002 (23)",Germany,"1,98m",right,"Jul 1, 2024",,"Jun 30, 2028",€17.00m,https://www.transfermarkt.com/nick-woltemade/profil/spieler/455661
9,Ermedin Demirovic,Centre-Forward,"Mar 25, 1998 (27)",Bosnia-Herzegovina,"1,85m",right,"Jul 16, 2024",,"Jun 30, 2028",€22.00m,https://www.transfermarkt.com/ermedin-demirovic/profil/spieler/335457
26,Deniz Undav,Centre-Forward,"Jul 19, 1996 (28)","Germany, Türkiye","1,79m",both,"Aug 9, 2024",,"Jun 30, 2027",€22.00m,https://www.transfermarkt.com/deniz-undav/profil/spieler/339314
10,El Bilal Touré,Centre-Forward,"Oct 3, 2001 (23)","Mali, Cote d'Ivoire","1,85m",both,"Aug 23, 2024",,"Jun 30, 2025",€17.00m,https://www.transfermarkt.com/el-bilal-toure/profil/spieler/649016
19,Wahid Faghir,Centre-Forward,"Jul 29, 2003 (21)","Denmark, Afghanistan","1,86m",right,"Aug 31, 2021",,"Jun 30, 2026",€1.00m,https://www.transfermarkt.com/wahid-faghir/profil/spieler/610431
22,Thomas Kastanaras,Centre-Forward,"Jan 9, 2003 (22)","Germany, Greece","1,86m",,"Jul 1, 2022",,"Jun 30, 2026",€500k,https://www.transfermarkt.com/thomas-kastanaras/profil/spieler/675565
