Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Frederik Rönnow,Goalkeeper,"Aug 4, 1992 (32)",Denmark,"1,88m",right,"Jul 20, 2021",,-,€4.00m,https://www.transfermarkt.com/frederik-ronnow/profil/spieler/107775
37,Alexander Schwolow,Goalkeeper,"Jun 2, 1992 (32)",Germany,"1,90m",right,"Jul 26, 2023",,-,€700k,https://www.transfermarkt.com/alexander-schwolow/profil/spieler/93763
25,Carl Klaus,Goalkeeper,"Jan 16, 1994 (31)",Germany,"1,89m",right,"Jul 28, 2024",,-,€350k,https://www.transfermarkt.com/carl-klaus/profil/spieler/161057
4,Diogo Leite,Centre-Back,"Jan 23, 1999 (26)",Portugal,"1,90m",left,"Jul 1, 2023",,-,€17.00m,https://www.transfermarkt.com/diogo-leite/profil/spieler/357156
5,Danilho Doekhi,Centre-Back,"Jun 30, 1998 (26)","Netherlands, Suriname","1,90m",right,"Jul 1, 2022",,"Jun 30, 2026",€13.00m,https://www.transfermarkt.com/danilho-doekhi/profil/spieler/387047
14,Leopold Querfeld,Centre-Back,"Dec 20, 2003 (21)",Austria,"1,90m",right,"Jul 1, 2024",,-,€7.00m,https://www.transfermarkt.com/leopold-querfeld/profil/spieler/597432
2,Kevin Vogt,Centre-Back,"Sep 23, 1991 (33)",Germany,"1,94m",right,"Jan 11, 2024",,-,€2.00m,https://www.transfermarkt.com/kevin-vogt/profil/spieler/84435
41,Oluwaseun Ogbemudia,Centre-Back,"Jul 18, 2006 (18)","Germany, Nigeria","1,88m",right,,,-,-,https://www.transfermarkt.com/oluwaseun-ogbemudia/profil/spieler/995520
15,Tom Rothe,Left-Back,"Oct 29, 2004 (20)",Germany,"1,93m",left,"Aug 7, 2024",,-,€10.00m,https://www.transfermarkt.com/tom-rothe/profil/spieler/798043
26,Jérôme Roussillon,Left-Back,"Jan 6, 1993 (32)","Guadeloupe, France","1,75m",left,"Jan 12, 2023",,-,€1.20m,https://www.transfermarkt.com/jerome-roussillon/profil/spieler/127076
18,Josip Juranovic,Right-Back,"Aug 16, 1995 (29)",Croatia,"1,73m",right,"Jan 22, 2023",,"Jun 30, 2027",€4.00m,https://www.transfermarkt.com/josip-juranovic/profil/spieler/362977
28,Christopher Trimmel,Right-Back,"Feb 24, 1987 (38)",Austria,"1,89m",right,"Jul 1, 2014",,"Jun 30, 2026",€600k,https://www.transfermarkt.com/christopher-trimmel/profil/spieler/75921
36,Aljoscha Kemlein,Defensive Midfield,"Aug 2, 2004 (20)",Germany,"1,87m",right,"Jul 1, 2023",,-,€7.00m,https://www.transfermarkt.com/aljoscha-kemlein/profil/spieler/692737
29,Lucas Tousart,Defensive Midfield,"Apr 29, 1997 (28)",France,"1,84m",right,"Jul 19, 2023",,-,€4.00m,https://www.transfermarkt.com/lucas-tousart/profil/spieler/353948
8,Rani Khedira,Defensive Midfield,"Jan 27, 1994 (31)","Germany, Tunisia","1,89m",right,"Jul 1, 2021",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/rani-khedira/profil/spieler/124410
13,András Schäfer,Central Midfield,"Apr 13, 1999 (26)",Hungary,"1,78m",right,"Jan 21, 2022",,-,€5.00m,https://www.transfermarkt.com/andras-schafer/profil/spieler/454863
20,László Bénes,Central Midfield,"Sep 9, 1997 (27)",Slovakia,"1,81m",left,"Jul 1, 2024",,-,€4.00m,https://www.transfermarkt.com/laszlo-benes/profil/spieler/243188
19,Janik Haberer,Central Midfield,"Apr 2, 1994 (31)",Germany,"1,87m",right,"Jul 1, 2022",,"Jun 30, 2027",€2.50m,https://www.transfermarkt.com/janik-haberer/profil/spieler/177779
24,Robert Skov,Left Midfield,"May 20, 1996 (28)",Denmark,"1,85m",left,"Sep 4, 2024",,-,€4.00m,https://www.transfermarkt.com/robert-skov/profil/spieler/270393
11,Woo-yeong Jeong,Attacking Midfield,"Sep 20, 1999 (25)","Korea, South","1,79m",right,"Aug 27, 2024",,"Jun 30, 2025",€4.00m,https://www.transfermarkt.com/woo-yeong-jeong/profil/spieler/297583
45,David Preu,Left Winger,"Oct 26, 2004 (20)",Germany,"1,72m",right,"Jul 1, 2023",,"Jun 30, 2025",€25k,https://www.transfermarkt.com/david-preu/profil/spieler/745075
21,Tim Skarke,Right Winger,"Sep 7, 1996 (28)",Germany,"1,81m",right,"Jul 1, 2022",,-,€2.50m,https://www.transfermarkt.com/tim-skarke/profil/spieler/287920
16,Benedict Hollerbach,Centre-Forward,"May 17, 2001 (23)",Germany,"1,81m",right,"Jul 27, 2023",,-,€7.50m,https://www.transfermarkt.com/benedict-hollerbach/profil/spieler/453870
27,Marin Ljubicic,Centre-Forward,"Feb 28, 2002 (23)",Croatia,"1,83m",right,"Feb 2, 2025",,-,€4.00m,https://www.transfermarkt.com/marin-ljubicic/profil/spieler/838236
23,Andrej Ilic,Centre-Forward,"Apr 3, 2000 (25)",Serbia,"1,89m",right,"Aug 30, 2024",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/andrej-ilic/profil/spieler/583699
10,Kevin Volland,Centre-Forward,"Jul 30, 1992 (32)",Germany,"1,79m",left,"Aug 17, 2023",,"Jun 30, 2026",€1.80m,https://www.transfermarkt.com/kevin-volland/profil/spieler/82009
9,Ivan Prtajin,Centre-Forward,"May 14, 1996 (28)",Croatia,"1,89m",right,"Jul 1, 2024",,"Jun 30, 2027",€1.50m,https://www.transfermarkt.com/ivan-prtajin/profil/spieler/340700
