Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Timon Weiner,Goalkeeper,"Jan 18, 1999 (26)",Germany,"1,91m",both,"Jul 1, 2018",,"Jun 30, 2027",€1.50m,https://www.transfermarkt.com/timon-weiner/profil/spieler/296428
21,Thomas Dähne,Goalkeeper,"Jan 4, 1994 (31)",Germany,"1,93m",both,"Jul 1, 2020",,"Jun 30, 2026",€400k,https://www.transfermarkt.com/thomas-dahne/profil/spieler/115979
31,Marcel Engelhardt,Goalkeeper,"Apr 5, 1993 (32)",Germany,"1,91m",right,"Jul 1, 2023",,-,€175k,https://www.transfermarkt.com/marcel-engelhardt/profil/spieler/124080
6,Marko Ivezic,Centre-Back,"Dec 2, 2001 (23)",Serbia,"1,91m",right,"Jul 1, 2023",,"Jun 30, 2027",€2.50m,https://www.transfermarkt.com/marko-ivezic/profil/spieler/706024
26,David Zec,Centre-Back,"Jan 5, 2000 (25)",Slovenia,"1,90m",right,"Jan 1, 2025",,"Jun 30, 2029",€2.50m,https://www.transfermarkt.com/david-zec/profil/spieler/469709
34,Colin Kleine-Bekel,Centre-Back,"Jan 24, 2003 (22)",Germany,"1,92m",right,"Jul 1, 2023",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/colin-kleine-bekel/profil/spieler/622722
17,Timo Becker,Centre-Back,"Mar 25, 1997 (28)",Germany,"1,90m",right,"Jul 1, 2022",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/timo-becker/profil/spieler/282349
14,Max Geschwill,Centre-Back,"Jul 7, 2001 (23)",Germany,"1,85m",left,"Jul 1, 2024",,-,€1.50m,https://www.transfermarkt.com/max-geschwill/profil/spieler/471890
3,Marco Komenda,Centre-Back,"Nov 26, 1996 (28)","Germany, Croatia","1,84m",left,"Jul 15, 2020",,"Jun 30, 2026",€800k,https://www.transfermarkt.com/marco-komenda/profil/spieler/335631
13,Ivan Nekic,Centre-Back,"Dec 24, 2000 (24)",Croatia,"1,85m",right,"Jan 22, 2025",,-,€800k,https://www.transfermarkt.com/ivan-nekic/profil/spieler/464333
5,Carl Johansson,Centre-Back,"May 23, 1994 (30)",Sweden,"1,94m",right,"Jul 1, 2023",,"Jun 30, 2026",€700k,https://www.transfermarkt.com/carl-johansson/profil/spieler/225043
47,John Tolkin,Left-Back,"Jul 31, 2002 (22)",United States,"1,70m",left,"Jan 16, 2025",,-,€3.00m,https://www.transfermarkt.com/john-tolkin/profil/spieler/683812
33,Dominik Javorcek,Left-Back,"Nov 2, 2002 (22)",Slovakia,"1,83m",left,"Aug 30, 2024",,"Jun 30, 2025",€550k,https://www.transfermarkt.com/dominik-javorcek/profil/spieler/610608
23,Lasse Rosenboom,Right-Back,"Jan 19, 2002 (23)",Germany,"1,90m",right,"Jul 1, 2023",,-,€1.00m,https://www.transfermarkt.com/lasse-rosenboom/profil/spieler/512352
4,Patrick Erras,Defensive Midfield,"Jan 21, 1995 (30)",Germany,"1,96m",right,"Jul 2, 2021",,"Jun 30, 2026",€1.00m,https://www.transfermarkt.com/patrick-erras/profil/spieler/193859
15,Marvin Schulz,Defensive Midfield,"Jan 15, 1995 (30)",Germany,"1,86m",right,"Jul 1, 2022",,"Jun 30, 2025",€700k,https://www.transfermarkt.com/marvin-schulz/profil/spieler/168678
37,Armin Gigovic,Central Midfield,"Apr 6, 2002 (23)","Bosnia-Herzegovina, Sweden","1,87m",right,"Jul 23, 2024",,-,€3.00m,https://www.transfermarkt.com/armin-gigovic/profil/spieler/651269
