Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Kevin Müller,Goalkeeper,"Mar 15, 1991 (34)",Germany,"1,90m",right,"Jul 1, 2015",,"Jun 30, 2027",€1.00m,https://www.transfermarkt.com/kevin-muller/profil/spieler/43824
40,Frank Feller,Goalkeeper,"Jan 7, 2004 (21)",Germany,"1,83m",right,"Jul 1, 2023",,"Jun 30, 2029",€500k,https://www.transfermarkt.com/frank-feller/profil/spieler/806948
22,Vitus Eicher,Goalkeeper,"Nov 5, 1990 (34)",Germany,"1,91m",left,"Jan 17, 2017",,"Jun 30, 2025",€250k,https://www.transfermarkt.com/vitus-eicher/profil/spieler/57796
34,Paul Tschernuth,Goalkeeper,"Jan 20, 2002 (23)",Austria,"1,86m",left,"Jul 1, 2021",,"Jun 30, 2027",€100k,https://www.transfermarkt.com/paul-tschernuth/profil/spieler/519035
5,Benedikt Gimber,Centre-Back,"Feb 19, 1997 (28)",Germany,"1,87m",left,"Jul 1, 2023",,"Jun 30, 2028",€3.00m,https://www.transfermarkt.com/benedikt-gimber/profil/spieler/227084
6,Patrick Mainka,Centre-Back,"Nov 6, 1994 (30)",Germany,"1,94m",right,"Jul 1, 2018",,"Jun 30, 2027",€3.00m,https://www.transfermarkt.com/patrick-mainka/profil/spieler/133731
4,Tim Siersleben,Centre-Back,"Mar 9, 2000 (25)",Germany,"1,87m",left,"Jul 1, 2023",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/tim-siersleben/profil/spieler/337092
27,Thomas Keller,Centre-Back,"Aug 5, 1999 (25)",Germany,"1,86m",right,"Jul 1, 2022",,"Jun 30, 2028",€300k,https://www.transfermarkt.com/thomas-keller/profil/spieler/485747
19,Jonas Föhrenbach,Left-Back,"Jan 26, 1996 (29)",Germany,"1,84m",left,"Jul 1, 2019",,"Jun 30, 2027",€2.00m,https://www.transfermarkt.com/jonas-fohrenbach/profil/spieler/192169
23,Omar Traoré,Right-Back,"Feb 4, 1998 (27)","Germany, Togo","1,87m",right,"Jul 1, 2023",,"Jun 30, 2026",€4.00m,https://www.transfermarkt.com/omar-traore/profil/spieler/388294
2,Marnon Busch,Right-Back,"Dec 8, 1994 (30)",Germany,"1,82m",right,"Jul 1, 2017",,"Jun 30, 2027",€1.20m,https://www.transfermarkt.com/marnon-busch/profil/spieler/117478
39,Niklas Dorsch,Defensive Midfield,"Jan 15, 1998 (27)",Germany,"1,78m",right,"Aug 30, 2024",,"Jun 30, 2028",€3.50m,https://www.transfermarkt.com/niklas-dorsch/profil/spieler/251302
16,Julian Niehues,Defensive Midfield,"Apr 17, 2001 (24)",Germany,"1,95m",right,"Jul 1, 2024",,"Jun 30, 2027",€1.50m,https://www.transfermarkt.com/julian-niehues/profil/spieler/530173
