Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Noah Atubolu,Goalkeeper,"May 25, 2002 (22)","Germany, Nigeria","1,90m",right,"Jul 1, 2021",,-,€15.00m,https://www.transfermarkt.com/noah-atubolu/profil/spieler/526845
21,Florian Müller,Goalkeeper,"Nov 13, 1997 (27)",Germany,"1,90m",left,"Jul 1, 2023",,-,€1.20m,https://www.transfermarkt.com/florian-muller/profil/spieler/284769
24,Jannik Huth,Goalkeeper,"Apr 15, 1994 (31)",Germany,"1,85m",right,"Jul 1, 2024",,-,€400k,https://www.transfermarkt.com/jannik-huth/profil/spieler/160954
3,Philipp Lienhart,Centre-Back,"Jul 11, 1996 (28)",Austria,"1,89m",right,"Jul 1, 2018",,-,€15.00m,https://www.transfermarkt.com/philipp-lienhart/profil/spieler/225657
28,Matthias Ginter,Centre-Back,"Jan 19, 1994 (31)",Germany,"1,89m",right,"Jul 1, 2022",,"Jun 30, 2027",€8.00m,https://www.transfermarkt.com/matthias-ginter/profil/spieler/124502
37,Max Rosenfelder,Centre-Back,"Feb 10, 2003 (22)",Germany,"1,86m",right,"Jul 1, 2023",,-,€4.00m,https://www.transfermarkt.com/max-rosenfelder/profil/spieler/599419
43,Bruno Ogbus,Centre-Back,"Dec 17, 2005 (19)","Switzerland, Nigeria","1,85m",right,"Jul 1, 2024",,-,€1.00m,https://www.transfermarkt.com/bruno-ogbus/profil/spieler/863759
5,Manuel Gulde,Centre-Back,"Feb 12, 1991 (34)",Germany,"1,84m",right,"Jul 1, 2016",,-,€800k,https://www.transfermarkt.com/manuel-gulde/profil/spieler/45683
30,Christian Günter,Left-Back,"Feb 28, 1993 (32)",Germany,"1,84m",left,"Jul 1, 2012",,-,€4.00m,https://www.transfermarkt.com/christian-gunter/profil/spieler/93707
33,Jordy Makengo,Left-Back,"Aug 3, 2001 (23)","France, DR Congo","1,91m",left,"Jul 1, 2023",,-,€3.00m,https://www.transfermarkt.com/jordy-makengo/profil/spieler/815078
25,Kiliann Sildillia,Right-Back,"May 16, 2002 (22)","France, Guadeloupe","1,86m",right,"Jul 1, 2021",,"Jun 30, 2026",€10.00m,https://www.transfermarkt.com/kiliann-sildillia/profil/spieler/548348
17,Lukas Kübler,Right-Back,"Aug 30, 1992 (32)",Germany,"1,82m",right,"Jul 1, 2015",,-,€2.00m,https://www.transfermarkt.com/lukas-kubler/profil/spieler/93604
27,Nicolas Höfler,Defensive Midfield,"Mar 9, 1990 (35)",Germany,"1,81m",right,"Jul 1, 2010",,-,€700k,https://www.transfermarkt.com/nicolas-hofler/profil/spieler/55099
8,Maximilian Eggestein,Central Midfield,"Dec 8, 1996 (28)",Germany,"1,81m",right,"Aug 18, 2021",,-,€10.00m,https://www.transfermarkt.com/maximilian-eggestein/profil/spieler/190284
6,Patrick Osterhage,Central Midfield,"Feb 1, 2000 (25)",Germany,"1,86m",left,"Jul 1, 2024",,-,€8.50m,https://www.transfermarkt.com/patrick-osterhage/profil/spieler/443331
44,Johan Manzambi,Central Midfield,"Oct 14, 2005 (19)",Switzerland,"1,82m",right,"Jul 1, 2024",,"Jun 30, 2028",€750k,https://www.transfermarkt.com/johan-manzambi/profil/spieler/927353
34,Merlin Röhl,Attacking Midfield,"Jul 5, 2002 (22)",Germany,"1,92m",right,"Aug 17, 2022",,-,€12.00m,https://www.transfermarkt.com/merlin-rohl/profil/spieler/608832
11,Daniel-Kofi Kyereh,Attacking Midfield,"Mar 8, 1996 (29)","Ghana, Germany","1,79m",right,"Jul 1, 2022",,-,€1.50m,https://www.transfermarkt.com/daniel-kofi-kyereh/profil/spieler/272587
19,Niklas Beste,Left Winger,"Jan 4, 1999 (26)",Germany,"1,75m",left,"Jan 31, 2025",,"Jun 30, 2030",€10.00m,https://www.transfermarkt.com/niklas-beste/profil/spieler/342967
32,Vincenzo Grifo,Left Winger,"Apr 7, 1993 (32)",Italy,"1,80m",right,"Sep 2, 2019",,-,€7.50m,https://www.transfermarkt.com/vincenzo-grifo/profil/spieler/185077
23,Florent Muslija,Left Winger,"Jul 6, 1998 (26)","Kosovo, Germany","1,72m",right,"Jan 24, 2024",,"Jun 30, 2028",€2.00m,https://www.transfermarkt.com/florent-muslija/profil/spieler/337036
42,Ritsu Doan,Right Winger,"Jun 16, 1998 (26)",Japan,"1,72m",left,"Jul 5, 2022",,"Jun 30, 2027",€22.00m,https://www.transfermarkt.com/ritsu-doan/profil/spieler/358504
18,Eren Dinkçi,Right Winger,"Dec 13, 2001 (23)","Türkiye, Germany","1,88m",right,"Jul 1, 2024",,-,€12.00m,https://www.transfermarkt.com/eren-dinkci/profil/spieler/645774
26,Maximilian Philipp,Second Striker,"Mar 1, 1994 (31)",Germany,"1,83m",right,"Jul 1, 2024",,-,€1.00m,https://www.transfermarkt.com/maximilian-philipp/profil/spieler/143891
20,Junior Adamu,Centre-Forward,"Jun 6, 2001 (23)",Austria,"1,83m",right,"Jul 1, 2023",,-,€6.00m,https://www.transfermarkt.com/junior-adamu/profil/spieler/452477
38,Michael Gregoritsch,Centre-Forward,"Apr 18, 1994 (31)",Austria,"1,93m",left,"Jul 8, 2022",,-,€4.00m,https://www.transfermarkt.com/michael-gregoritsch/profil/spieler/120205
9,Lucas Höler,Centre-Forward,"Jul 10, 1994 (30)",Germany,"1,84m",right,"Jan 1, 2018",,-,€3.50m,https://www.transfermarkt.com/lucas-holer/profil/spieler/248999
