Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Rey Manaj,"€ 28,846","€ 1,500,000",,"Jun 30, 2026",2,"€ 3,000,000",
Queensy Menig,"€ 28,846","€ 1,500,000",,"Jun 30, 2026",2,"€ 3,000,000",
Samuel Moutoussamy,"€ 16,154","€ 840,000",,"Jun 30, 2026",2,"€ 1,680,000",
Efkan Bekiroğlu,"€ 15,962","€ 830,000",,"Jun 30, 2025",1,"€ 830,000",
Garry Rodrigues,"€ 14,423","€ 750,000",,"Jun 30, 2025",1,"€ 750,000",
Noah Sonko Sundberg,"€ 14,423","€ 750,000",,"Jun 30, 2025",1,"€ 750,000",
Alex Pritchard,"€ 14,423","€ 750,000",,"Jun 30, 2026",2,"€ 1,500,000",
Veljko Simic,"€ 14,423","€ 750,000",,"Jun 30, 2027",3,"€ 2,250,000",
Charilaos Charisis,"€ 14,423","€ 750,000",,"Jun 30, 2028",4,"€ 3,000,000",
Emrah Başsan,"€ 11,538","€ 600,000",,"Jun 30, 2025",1,"€ 600,000",
Achilleas Poungouras,"€ 9,615","€ 500,000",,"Jun 30, 2025",1,"€ 500,000",
Uros Radakovic,"€ 9,615","€ 500,000",,"Jun 30, 2026",2,"€ 1,000,000",
Azizbek Turgunboev,"€ 9,231","€ 480,000",,"Jun 30, 2025",1,"€ 480,000",
Tolga Ciğerci,"€ 8,077","€ 420,000",,"Jun 30, 2025",1,"€ 420,000",
Bengali-Fodé Koita,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Djordje Nikolic,"€ 4,808","€ 250,000",,"Jun 30, 2026",2,"€ 500,000",
Samba Camara,"€ 4,808","€ 250,000",,"Jun 30, 2025",1,"€ 250,000",
Murat Paluli,"€ 4,423","€ 230,000",,"Jun 30, 2026",2,"€ 460,000",
Bekir Turaç Böke,"€ 3,846","€ 200,000",,"Jun 30, 2027",3,"€ 600,000",
Jan Bieganski,"€ 3,846","€ 200,000",,"Jun 30, 2027",3,"€ 600,000",
Uğur Çiftçi,"€ 3,846","€ 200,000",,"Jun 30, 2027",3,"€ 600,000",
Alaaddin Okumuş,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Ali Şaşal Vural,"€ 2,308","€ 120,000",,"Jun 30, 2026",2,"€ 240,000",
Emirhan Başyiğit,"€ 2,308","€ 120,000",,"Jun 30, 2026",2,"€ 240,000",
Ziya Erdal,"€ 1,923","€ 100,000",,"Jun 30, 2025",1,"€ 100,000",
Emre Gökay,"€ 1,538","€ 80,000",,"Jun 30, 2025",1,"€ 80,000",
Sinan Kaya,"€ 1,346","€ 70,000",,"Jun 30, 2026",2,"€ 140,000",
Talha Şeker,"€ 1,154","€ 60,000",,"Jun 30, 2026",2,"€ 120,000",
Kaan Sarman,"€ 1,154","€ 60,000",,"Jun 30, 2026",2,"€ 120,000",
Oğuzhan Aksoy,€ 962,"€ 50,000",,"Jun 30, 2027",3,"€ 150,000",
Mehmet Albayrak,€ 962,"€ 50,000",,"Jun 30, 2027",3,"€ 150,000",
