Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Djordje Petrovic,"€ 29,808","€ 1,550,000",,"Jun 30, 2025",1,"€ 1,550,000",
Sékou Mara,"€ 29,808","€ 1,550,000",,"Jun 30, 2029",5,"€ 7,750,000",
Andrew Omobamidele,"€ 28,846","€ 1,500,000",,"Jun 30, 2025",1,"€ 1,500,000",
Habib Diarra,"€ 24,615","€ 1,280,000",,"Jun 30, 2028",4,"€ 5,120,000",
Sebastian Nanasi,"€ 20,962","€ 1,090,000",,"Jun 30, 2029",5,"€ 5,450,000",
Valentín Barco,"€ 17,308","€ 900,000",,"Jun 30, 2025",1,"€ 900,000",
Abakar Sylla,"€ 17,308","€ 900,000",,"Jun 30, 2028",4,"€ 3,600,000",
Andrey Santos,"€ 17,308","€ 900,000",,"Jun 30, 2025",1,"€ 900,000",
Félix Lemaréchal,"€ 17,308","€ 900,000",,"Jun 30, 2029",5,"€ 4,500,000",
Guéla Doué,"€ 17,308","€ 900,000",,"Jun 30, 2029",5,"€ 4,500,000",
Mamadou Sarr,"€ 15,769","€ 820,000",,"Jun 30, 2029",5,"€ 4,100,000",
Emanuel Emegha,"€ 14,423","€ 750,000",,"Jun 30, 2028",4,"€ 3,000,000",
Diego Moreira,"€ 13,846","€ 720,000",,"Jun 30, 2029",5,"€ 3,600,000",
Eduard Sobol,"€ 13,846","€ 720,000",,"Jun 30, 2026",2,"€ 1,440,000",
Óscar Perea,"€ 13,846","€ 720,000",,"Jun 30, 2029",5,"€ 3,600,000",
Dilane Bakwa,"€ 13,462","€ 700,000",,"Jun 30, 2027",3,"€ 2,100,000",
Alaa Bellaarouch,"€ 12,308","€ 640,000",,"Jun 30, 2027",3,"€ 1,920,000",
Karl-Johan Johnsson,"€ 11,538","€ 600,000",,"Jun 30, 2026",2,"€ 1,200,000",
Thomas Delaine,"€ 10,000","€ 520,000",,"Jun 30, 2025",1,"€ 520,000",
Ismaël Doukouré,"€ 7,692","€ 400,000",,"Jun 30, 2026",2,"€ 800,000",
Pape Diong,"€ 6,154","€ 320,000",,"Jun 30, 2029",5,"€ 1,600,000",
Moïse Sahi Dion,"€ 5,192","€ 270,000",,"Jun 30, 2026",2,"€ 540,000",
Samuel Amo-Ameyaw,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Tidiane Diallo,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
Abdoul Ouattara,"€ 2,308","€ 120,000",,"Jun 30, 2029",5,"€ 600,000",
Yoni Gomis,"€ 2,308","€ 120,000",,"Jun 30, 2029",5,"€ 600,000",
