Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Reece James,"€ 296,493","€ 15,417,616",,"Jun 30, 2028",4,"€ 61,670,466",
Raheem Sterling,"€ 254,984","€ 13,259,150",,"Jun 30, 2027",3,"€ 39,777,451",
Wesley Fofana,"€ 237,194","€ 12,334,093",,"Jun 30, 2029",5,"€ 61,670,466",
Christopher Nkunku,"€ 231,264","€ 12,025,741",,"Jun 30, 2029",5,"€ 60,128,704",
Enzo Fernández,"€ 213,475","€ 11,100,684",,"Jun 30, 2032",8,"€ 88,805,471",
Marc Cucurella,"€ 207,545","€ 10,792,332",,"Jun 30, 2028",4,"€ 43,169,326",
Pedro Neto,"€ 189,755","€ 9,867,275",,"Jun 30, 2031",7,"€ 69,070,922",
Moisés Caicedo,"€ 177,896","€ 9,250,570","€ 1,541,762","Jun 30, 2031",7,"€ 64,753,989",
Cole Palmer,"€ 154,176","€ 8,017,161",,"Jun 30, 2033",9,"€ 72,154,445",
Levi Colwill,"€ 118,597","€ 6,167,047",,"Jun 30, 2029",5,"€ 30,835,233",
Ben Chilwell,"€ 118,597","€ 6,167,047",,"Jun 30, 2027",3,"€ 18,501,140",
Nicolas Jackson,"€ 118,597","€ 6,167,047",,"Jun 30, 2033",9,"€ 55,503,419",
Mykhailo Mudryk,"€ 118,597","€ 6,167,047","€ 1,850,114","Jun 30, 2031",7,"€ 43,169,326",
Jadon Sancho,"€ 118,597","€ 6,167,047",,"Jun 30, 2025",1,"€ 6,167,047",
Benoît Badiashile,"€ 106,737","€ 5,550,342",,"Jun 30, 2030",6,"€ 33,302,052",
Kiernan Dewsbury-Hall,"€ 94,878","€ 4,933,637",,"Jun 30, 2029",5,"€ 24,668,186",
Kepa Arrizabalaga,"€ 88,948","€ 4,625,285",,"Jun 30, 2026",2,"€ 9,250,570",
João Félix,"€ 77,088","€ 4,008,580","€ 2,466,819","Jun 30, 2031",7,"€ 28,060,062",
Robert Sánchez,"€ 71,158","€ 3,700,228",,"Jun 30, 2030",6,"€ 22,201,368",
Trevoh Chalobah,"€ 59,299","€ 3,083,523",,"Jun 30, 2028",4,"€ 12,334,093",
Filip Jørgensen,"€ 59,299","€ 3,083,523",,"Jun 30, 2031",7,"€ 21,584,663",
Marc Guiu,"€ 59,299","€ 3,083,523",,"Jun 30, 2029",5,"€ 15,417,616",
Carney Chukwuemeka,"€ 59,299","€ 3,083,523",,"Jun 30, 2028",4,"€ 12,334,093","€ 47,438,820"
Noni Madueke,"€ 59,299","€ 3,083,523",,"Jun 30, 2030",6,"€ 18,501,140",
Roméo Lavia,"€ 53,369","€ 2,775,171",,"Jun 30, 2030",6,"€ 16,651,026",
Malo Gusto,"€ 53,369","€ 2,775,171",,"Jun 30, 2030",6,"€ 16,651,026",
Axel Disasi,"€ 47,439","€ 2,466,819",,"Jun 30, 2029",5,"€ 12,334,093",
Gabriel Slonina,"€ 47,439","€ 2,466,819",,"Jun 30, 2028",4,"€ 9,867,275",
Marcus Bettinelli,"€ 41,509","€ 2,158,466",,"Jun 30, 2026",2,"€ 4,316,933",
David Datro Fofana,"€ 35,579","€ 1,850,114",,"Jun 30, 2029",5,"€ 9,250,570",
Djordje Petrovic,"€ 29,649","€ 1,541,762",,"Jun 30, 2030",6,"€ 9,250,570",
Bashir Humphreys,"€ 23,719","€ 1,233,409",,"Jun 30, 2027",3,"€ 3,700,228",
Deivid Washington,"€ 23,719","€ 1,233,409",,"Jun 30, 2030",6,"€ 7,400,456",
Andrey Santos,"€ 17,790","€ 925,057",,"Jun 30, 2030",6,"€ 5,550,342",
Aarón Anselmino,"€ 17,790","€ 925,057",,"Jun 30, 2031",7,"€ 6,475,399",
Lucas Bergström,"€ 8,895","€ 462,528",,"Jun 30, 2025",1,"€ 462,528",
Tyrique George,"€ 8,895","€ 462,528",,"Jun 30, 2027",3,"€ 1,387,585",
Leo Castledine,"€ 7,116","€ 370,023",,"Jun 30, 2027",3,"€ 1,110,068",
Josh Acheampong,"€ 5,930","€ 308,352",,"Jun 30, 2029",5,"€ 1,541,762",
Teddy Sharman-Lowe,"€ 4,507","€ 234,348",,"Jun 30, 2025",1,"€ 234,348",
Jimmy-Jay Morgan,"€ 4,151","€ 215,847",,"Jun 30, 2027",3,"€ 647,540",
Alfie Gilchrist,"€ 3,558","€ 185,011",,"Jun 30, 2026",2,"€ 370,023",
Alex Matos,"€ 2,965","€ 154,176",,"Jun 30, 2026",2,"€ 308,352",
Dylan Williams,"€ 2,372","€ 123,341",,"Jun 30, 2025",1,"€ 123,341",
Caleb Wiley,"€ 2,372","€ 123,341",,"Jun 30, 2030",6,"€ 740,046",
Zak Sturge,,,,"Jun 30, 2025",1,,
Renato Veiga,,,,"Jun 30, 2031",7,,
