Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
23,Emiliano Martínez,Goalkeeper,"Sep 2, 1992 (32)","Argentina, Spain","1,95m",right,"Sep 16, 2020",,"Jun 30, 2029",€25.00m,https://www.transfermarkt.com/emiliano-martinez/profil/spieler/111873
25,Robin Olsen,Goalkeeper,"Jan 8, 1990 (35)","Sweden, Denmark","1,96m",right,"Jul 1, 2022",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/robin-olsen/profil/spieler/75458
14,Pau Torres,Centre-Back,"Jan 16, 1997 (28)",Spain,"1,92m",left,"Jul 12, 2023",,"Jun 30, 2028",€40.00m,https://www.transfermarkt.com/pau-torres/profil/spieler/399776
4,Ezri Konsa,Centre-Back,"Oct 23, 1997 (27)","England, DR Congo","1,83m",right,"Jul 11, 2019",,"Jun 30, 2028",€35.00m,https://www.transfermarkt.com/ezri-konsa/profil/spieler/413403
3,Axel Disasi,Centre-Back,"Mar 11, 1998 (27)","France, DR Congo","1,91m",right,"Feb 3, 2025",,"Jun 30, 2025",€25.00m,https://www.transfermarkt.com/axel-disasi/profil/spieler/386047
5,Tyrone Mings,Centre-Back,"Mar 13, 1993 (32)",England,"1,96m",left,"Jul 8, 2019",,"Jun 30, 2026",€6.00m,https://www.transfermarkt.com/tyrone-mings/profil/spieler/253677
30,Kortney Hause,Centre-Back,"Jul 16, 1995 (29)","England, Bermuda","1,91m",left,"Jul 1, 2019",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/kortney-hause/profil/spieler/233124
22,Ian Maatsen,Left-Back,"Mar 10, 2002 (23)","Netherlands, Suriname","1,78m",left,"Jul 1, 2024",,"Jun 30, 2030",€28.00m,https://www.transfermarkt.com/ian-maatsen/profil/spieler/485585
12,Lucas Digne,Left-Back,"Jul 20, 1993 (31)",France,"1,78m",left,"Jan 13, 2022",,"Jun 30, 2026",€12.00m,https://www.transfermarkt.com/lucas-digne/profil/spieler/126664
2,Matty Cash,Right-Back,"Aug 7, 1997 (27)","Poland, England","1,85m",right,"Sep 3, 2020",,"Jun 30, 2027",€28.00m,https://www.transfermarkt.com/matty-cash/profil/spieler/425334
16,Andrés García,Right-Back,"Feb 7, 2003 (22)",Spain,"1,85m",right,"Jan 21, 2025",,-,€7.00m,https://www.transfermarkt.com/andres-garcia/profil/spieler/1063329
24,Amadou Onana,Defensive Midfield,"Aug 16, 2001 (23)","Belgium, Senegal","1,95m",right,"Jul 22, 2024",,"Jun 30, 2029",€55.00m,https://www.transfermarkt.com/amadou-onana/profil/spieler/485706
44,Boubacar Kamara,Defensive Midfield,"Nov 23, 1999 (25)","France, Senegal","1,84m",right,"Jul 1, 2022",,"Jun 30, 2027",€38.00m,https://www.transfermarkt.com/boubacar-kamara/profil/spieler/394327
26,Lamare Bogarde,Defensive Midfield,"Jan 5, 2004 (21)","Netherlands, Suriname","1,85m",right,"Jul 1, 2024",,-,€5.00m,https://www.transfermarkt.com/lamare-bogarde/profil/spieler/645686
8,Youri Tielemans,Central Midfield,"May 7, 1997 (27)","Belgium, DR Congo","1,77m",right,"Jul 1, 2023",,"Jun 30, 2027",€35.00m,https://www.transfermarkt.com/youri-tielemans/profil/spieler/249565
7,John McGinn,Central Midfield,"Oct 18, 1994 (30)",Scotland,"1,78m",left,"Aug 8, 2018",,"Jun 30, 2027",€18.00m,https://www.transfermarkt.com/john-mcginn/profil/spieler/193116
6,Ross Barkley,Central Midfield,"Dec 5, 1993 (31)",England,"1,89m",right,"Jul 1, 2024",,"Jun 30, 2026",€8.00m,https://www.transfermarkt.com/ross-barkley/profil/spieler/131978
41,Jacob Ramsey,Left Midfield,"May 28, 2001 (23)",England,"1,80m",right,"Jul 1, 2020",,"Jun 30, 2027",€32.00m,https://www.transfermarkt.com/jacob-ramsey/profil/spieler/503749
27,Morgan Rogers,Attacking Midfield,"Jul 26, 2002 (22)",England,"1,87m",right,"Feb 1, 2024",,"Jun 30, 2030",€50.00m,https://www.transfermarkt.com/morgan-rogers/profil/spieler/503743
9,Marcus Rashford,Left Winger,"Oct 31, 1997 (27)","England, St. Kitts & Nevis","1,85m",right,"Feb 2, 2025",,"Jun 30, 2025",€50.00m,https://www.transfermarkt.com/marcus-rashford/profil/spieler/258923
31,Leon Bailey,Right Winger,"Aug 9, 1997 (27)",Jamaica,"1,78m",left,"Aug 4, 2021",,"Jun 30, 2027",€32.00m,https://www.transfermarkt.com/leon-bailey/profil/spieler/387626
17,Donyell Malen,Right Winger,"Jan 19, 1999 (26)","Netherlands, Suriname","1,76m",right,"Jan 14, 2025",,-,€25.00m,https://www.transfermarkt.com/donyell-malen/profil/spieler/326029
21,Marco Asensio,Right Winger,"Jan 21, 1996 (29)","Spain, Netherlands","1,82m",left,"Feb 3, 2025",,"Jun 30, 2025",€20.00m,https://www.transfermarkt.com/marco-asensio/profil/spieler/296622
11,Ollie Watkins,Centre-Forward,"Dec 30, 1995 (29)",England,"1,80m",right,"Sep 9, 2020",,"Jun 30, 2028",€50.00m,https://www.transfermarkt.com/ollie-watkins/profil/spieler/324358
