Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
13,Kepa Arrizabalaga,Goalkeeper,"Oct 3, 1994 (30)",Spain,"1,88m",right,"Aug 29, 2024",,"May 31, 2025",€11.00m,https://www.transfermarkt.com/kepa-arrizabalaga/profil/spieler/192279
40,Will Dennis,Goalkeeper,"Jul 10, 2000 (24)",England,"1,88m",right,"Jul 1, 2021",,"Jun 30, 2028",€350k,https://www.transfermarkt.com/will-dennis/profil/spieler/582078
2,Dean Huijsen,Centre-Back,"Apr 14, 2005 (20)","Spain, Netherlands","1,97m",both,"Jul 30, 2024",,"Jun 30, 2030",€42.00m,https://www.transfermarkt.com/dean-huijsen/profil/spieler/890290
27,Ilya Zabarnyi,Centre-Back,"Sep 1, 2002 (22)",Ukraine,"1,89m",right,"Jan 31, 2023",,"Jun 30, 2029",€40.00m,https://www.transfermarkt.com/ilya-zabarnyi/profil/spieler/659089
5,Marcos Senesi,Centre-Back,"May 10, 1997 (27)","Argentina, Italy","1,85m",left,"Aug 8, 2022",,"Jun 30, 2026",€24.00m,https://www.transfermarkt.com/marcos-senesi/profil/spieler/469781
23,James Hill,Centre-Back,"Jan 10, 2002 (23)",England,"1,84m",right,"Jan 5, 2022",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/james-hill/profil/spieler/611793
45,Matai Akinmboni,Centre-Back,"Oct 17, 2006 (18)","United States, Nigeria","1,88m",left,"Jan 3, 2025",,-,€1.00m,https://www.transfermarkt.com/matai-akinmboni/profil/spieler/994604
48,Max Kinsey,Centre-Back,"Feb 2, 2005 (20)",England,"1,84m",right,,,-,-,https://www.transfermarkt.com/max-kinsey/profil/spieler/939615
3,Milos Kerkez,Left-Back,"Nov 7, 2003 (21)","Hungary, Serbia","1,80m",left,"Jul 20, 2023",,"Jun 30, 2028",€35.00m,https://www.transfermarkt.com/milos-kerkez/profil/spieler/730861
20,Julio Soler,Left-Back,"Feb 16, 2005 (20)","Argentina, Paraguay","1,75m",left,"Jan 7, 2025",,-,€8.00m,https://www.transfermarkt.com/julio-soler/profil/spieler/1009658
22,Julián Araujo,Right-Back,"Aug 13, 2001 (23)","Mexico, United States","1,76m",right,"Aug 13, 2024",,"Jun 30, 2029",€10.00m,https://www.transfermarkt.com/julian-araujo/profil/spieler/513970
15,Adam Smith,Right-Back,"Apr 29, 1991 (34)",England,"1,74m",right,"Jan 28, 2014",,"Jun 30, 2026",€1.00m,https://www.transfermarkt.com/adam-smith/profil/spieler/61841
12,Tyler Adams,Defensive Midfield,"Feb 14, 1999 (26)",United States,"1,75m",right,"Aug 20, 2023",,"Jun 30, 2028",€18.00m,https://www.transfermarkt.com/tyler-adams/profil/spieler/332705
10,Ryan Christie,Defensive Midfield,"Feb 22, 1995 (30)",Scotland,"1,78m",left,"Aug 31, 2021",,"Jun 30, 2027",€12.00m,https://www.transfermarkt.com/ryan-christie/profil/spieler/188077
8,Alex Scott,Central Midfield,"Aug 21, 2003 (21)","England, Guernsey","1,78m",right,"Aug 10, 2023",,"Jun 30, 2028",€20.00m,https://www.transfermarkt.com/alex-scott/profil/spieler/855256
4,Lewis Cook,Central Midfield,"Feb 3, 1997 (28)",England,"1,75m",right,"Jul 8, 2016",,"Jun 30, 2028",€15.00m,https://www.transfermarkt.com/lewis-cook/profil/spieler/249089
24,Antoine Semenyo,Left Midfield,"Jan 7, 2000 (25)","Ghana, England","1,85m",right,"Jan 27, 2023",,"Jun 30, 2029",€35.00m,https://www.transfermarkt.com/antoine-semenyo/profil/spieler/583255
16,Marcus Tavernier,Left Midfield,"Mar 22, 1999 (26)",England,"1,78m",left,"Aug 1, 2022",,"Jun 30, 2028",€20.00m,https://www.transfermarkt.com/marcus-tavernier/profil/spieler/399434
19,Justin Kluivert,Attacking Midfield,"May 5, 1999 (25)","Netherlands, Suriname","1,72m",both,"Jul 1, 2023",,"Jun 30, 2028",€35.00m,https://www.transfermarkt.com/justin-kluivert/profil/spieler/330659
11,Dango Ouattara,Left Winger,"Feb 11, 2002 (23)",Burkina Faso,"1,77m",left,"Jan 19, 2023",,"Jun 30, 2028",€25.00m,https://www.transfermarkt.com/dango-ouattara/profil/spieler/823231
17,Luis Sinisterra,Left Winger,"Jun 17, 1999 (25)",Colombia,"1,72m",right,"Jul 1, 2024",,-,€17.00m,https://www.transfermarkt.com/luis-sinisterra/profil/spieler/512385
7,David Brooks,Right Winger,"Jul 8, 1997 (27)","Wales, England","1,73m",left,"Jul 1, 2018",,"Jun 30, 2026",€12.00m,https://www.transfermarkt.com/david-brooks/profil/spieler/277033
9,Evanilson,Centre-Forward,"Oct 6, 1999 (25)",Brazil,"1,83m",both,"Aug 16, 2024",,-,€35.00m,https://www.transfermarkt.com/evanilson/profil/spieler/711337
26,Enes Ünal,Centre-Forward,"May 10, 1997 (27)",Türkiye,"1,87m",right,"Jul 1, 2024",,"Jun 30, 2028",€13.00m,https://www.transfermarkt.com/enes-unal/profil/spieler/251106
21,Daniel Jebbison,Centre-Forward,"Jul 11, 2003 (21)","Canada, England","1,90m",right,"Jul 10, 2024",,"Jun 30, 2028",€4.00m,https://www.transfermarkt.com/daniel-jebbison/profil/spieler/746740
