Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Dominik Kohr,"€ 36,346","€ 1,890,000",,"Jun 30, 2028",4,"€ 7,560,000",
Jae-sung Lee,"€ 36,346","€ 1,890,000",,"Jun 30, 2026",2,"€ 3,780,000",
Jonathan Burkardt,"€ 36,346","€ 1,890,000",,"Jun 30, 2027",3,"€ 5,670,000",
Silvan Widmer,"€ 36,346","€ 1,890,000",,"Jun 30, 2026",2,"€ 3,780,000",
Stefan Bell,"€ 34,615","€ 1,800,000",,"Jun 30, 2026",2,"€ 3,600,000",
Robin Zentner,"€ 34,615","€ 1,800,000",,"Jun 30, 2028",4,"€ 7,200,000",
Nadiem Amiri,"€ 32,692","€ 1,700,000",,"Jun 30, 2028",4,"€ 6,800,000",
Arnaud Nordin,"€ 32,692","€ 1,700,000",,"Jun 30, 2028",4,"€ 6,800,000",
Anthony Caci,"€ 32,308","€ 1,680,000",,"Jun 30, 2026",2,"€ 3,360,000",
Hyun-seok Hong,"€ 27,308","€ 1,420,000",,"Jun 30, 2028",4,"€ 5,680,000",
Moritz Jenz,"€ 26,923","€ 1,400,000",,"Jun 30, 2025",1,"€ 1,400,000",
Lennard Maloney,"€ 25,385","€ 1,320,000",,"Jun 30, 2028",4,"€ 5,280,000",
Andreas Hanche-Olsen,"€ 23,077","€ 1,200,000",,"Jun 30, 2026",2,"€ 2,400,000",
Danny da Costa,"€ 23,077","€ 1,200,000",,"Jun 30, 2026",2,"€ 2,400,000",
Maxim Leitsch,"€ 18,462","€ 960,000",,"Jun 30, 2026",2,"€ 1,920,000",
Phillipp Mwene,"€ 17,308","€ 900,000",,"Jun 30, 2026",2,"€ 1,800,000",
Armindo Sieb,"€ 9,038","€ 470,000",,"Jun 30, 2026",2,"€ 940,000",
Kaishu Sano,"€ 9,038","€ 470,000",,"Jun 30, 2028",4,"€ 1,880,000",
Lasse Rieß,"€ 7,308","€ 380,000",,"Jun 30, 2027",3,"€ 1,140,000",
Daniel Batz,"€ 7,308","€ 380,000",,"Jun 30, 2026",2,"€ 760,000",
Nelson Weiper,"€ 6,923","€ 360,000",,"Jun 30, 2025",1,"€ 360,000",
Nikolas Veratschnig,"€ 5,385","€ 280,000",,"Jun 30, 2028",4,"€ 1,120,000",
Paul Nebel,"€ 5,192","€ 270,000",,"Jun 30, 2027",3,"€ 810,000",
Maxim Dal,"€ 4,231","€ 220,000",,"Jun 30, 2027",3,"€ 660,000",
