Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Jérémy Livolant,"€ 12,885","€ 670,000",,"Jun 30, 2027",3,"€ 2,010,000",
José Fonte,"€ 11,154","€ 580,000",,"Jun 30, 2025",1,"€ 580,000",
Cassiano,"€ 8,654","€ 450,000",,"Jun 30, 2026",2,"€ 900,000",
Miguel Sousa,"€ 7,308","€ 380,000",,"Jun 30, 2027",3,"€ 1,140,000",
Patrick Sequeira,"€ 7,308","€ 380,000",,"Jun 30, 2027",3,"€ 1,140,000",
Gaizka Larrazabal,"€ 7,308","€ 380,000",,"Jun 30, 2026",2,"€ 760,000",
Henrique Pereira,"€ 7,308","€ 380,000",,"Jun 30, 2025",1,"€ 380,000",
André Geraldes,"€ 5,385","€ 280,000",,"Jun 30, 2027",3,"€ 840,000",
Andrian Kraev,"€ 5,385","€ 280,000",,"Jun 30, 2026",2,"€ 560,000",
Claudio Mendes,"€ 5,385","€ 280,000",,"Jun 30, 2026",2,"€ 560,000",
Kiki,"€ 5,385","€ 280,000",,"Jun 30, 2026",2,"€ 560,000",
Iyad Mohamed,"€ 4,615","€ 240,000",,"Jun 30, 2027",3,"€ 720,000",
Rafael Brito,"€ 4,231","€ 220,000",,"Jun 30, 2025",1,"€ 220,000",
Max Svensson,"€ 3,462","€ 180,000",,"Jun 30, 2027",3,"€ 540,000",
João Goulart,"€ 3,462","€ 180,000",,"Jun 30, 2027",3,"€ 540,000",
Pablo Roberto,"€ 3,462","€ 180,000",,"Jun 30, 2026",2,"€ 360,000",
Cauê,"€ 3,462","€ 180,000",,"Jun 30, 2025",1,"€ 180,000",
Ruben Kluivert,"€ 2,885","€ 150,000",,"Jun 30, 2027",3,"€ 450,000",
Tiago Dias,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Isaac Monteiro,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Ricardo Batista,"€ 2,308","€ 120,000",,"Jun 30, 2026",2,"€ 240,000",
Fahem Benaissa-Yahia,"€ 1,923","€ 100,000",,"Jun 30, 2027",3,"€ 300,000",
Leonardo Lelo,"€ 1,538","€ 80,000",,"Jun 30, 2025",1,"€ 80,000",
Korede Osundina,"€ 1,346","€ 70,000",,"Jun 30, 2025",1,"€ 70,000",
Samu,"€ 1,154","€ 60,000",,"Jun 30, 2026",2,"€ 120,000",
Kaly,"€ 1,154","€ 60,000",,"Jun 30, 2025",1,"€ 60,000",
Duplexe Tchamba,"€ 1,154","€ 60,000",,"Jun 30, 2026",2,"€ 120,000",
Daniel Azevedo,"€ 1,154","€ 60,000",,"Jun 30, 2025",1,"€ 60,000",
