Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Hjalmar Ekdal,"€ 22,692","€ 1,180,000",,"Jun 30, 2025",1,"€ 1,180,000",
Mats Seuntjens,"€ 7,692","€ 400,000",,"Jun 30, 2026",2,"€ 800,000",
Marvin Peersman,"€ 5,769","€ 300,000",,"Jun 30, 2026",2,"€ 600,000",
Leandro Bacuna,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Etienne Vaessen,"€ 5,769","€ 300,000",,"Jun 30, 2027",3,"€ 900,000",
Marco Rente,"€ 4,808","€ 250,000",,"Jun 30, 2027",3,"€ 750,000",
Rui Mendes,"€ 4,808","€ 250,000",,"Jun 30, 2027",3,"€ 750,000",
Kevin van Veen,"€ 4,808","€ 250,000",,"Jun 30, 2026",2,"€ 500,000",
Luciano Valente,"€ 4,808","€ 250,000",,"Jun 30, 2028",4,"€ 1,000,000",
Tika de Jonge,"€ 4,615","€ 240,000",,"Jun 30, 2028",4,"€ 960,000",
Hidde Jurjus,"€ 4,615","€ 240,000",,"Jun 30, 2026",2,"€ 480,000",
Finn Stam,"€ 4,615","€ 240,000",,"Jun 30, 2025",1,"€ 240,000",
Thijs Oosting,"€ 3,846","€ 200,000",,"Jun 30, 2027",3,"€ 600,000",
Romano Postema,"€ 3,846","€ 200,000",,"Jun 30, 2027",3,"€ 600,000",
Thijmen Blokzijl,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Brynjólfur Andersen Willumsson,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
Dave Kwakman,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Jorg Schreuders,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
Noam Emeran,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
Thom van Bergen,"€ 1,731","€ 90,000",,"Jun 30, 2026",2,"€ 180,000",
Wouter Prins,"€ 1,731","€ 90,000",,"Jun 30, 2027",3,"€ 270,000",
Fofin Turay,"€ 1,346","€ 70,000",,"Jun 30, 2025",1,"€ 70,000",
Maxim Mariani,"€ 1,346","€ 70,000",,"Jun 30, 2025",1,"€ 70,000",
David van der Werff,"€ 1,346","€ 70,000",,"Jun 30, 2026",2,"€ 140,000",
Dirk Baron,"€ 1,154","€ 60,000",,"Jun 30, 2026",2,"€ 120,000",
Stije Resink,"€ 1,154","€ 60,000",,"Jun 30, 2028",4,"€ 240,000",
Sven Bouland,"€ 1,154","€ 60,000",,"Jun 30, 2027",3,"€ 180,000",
Jasper Meijster,"€ 1,154","€ 60,000",,"Jun 30, 2025",1,"€ 60,000",
