Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Matthias Ginter,"€ 145,192","€ 7,550,000",,"Jun 30, 2027",3,"€ 22,650,000",
Maximilian Philipp,"€ 40,385","€ 2,100,000",,"Jun 30, 2025",1,"€ 2,100,000",
Jan-Niklas Beste,"€ 36,154","€ 1,880,000","€ 480,000","Jun 30, 2030",6,"€ 11,280,000",
Michael Gregoritsch,"€ 21,923","€ 1,140,000",,"Jun 30, 2025",1,"€ 1,140,000",
Christian Günter,"€ 19,615","€ 1,020,000",,"Jun 30, 2025",1,"€ 1,020,000",
Maximilian Eggestein,"€ 18,462","€ 960,000",,"Jun 30, 2025",1,"€ 960,000",
Merlin Röhl,"€ 18,269","€ 950,000",,"Jun 30, 2025",1,"€ 950,000",
Vincenzo Grifo,"€ 18,269","€ 950,000",,"Jun 30, 2025",1,"€ 950,000",
Nicolas Höfler,"€ 17,308","€ 900,000",,"Jun 30, 2025",1,"€ 900,000",
Ritsu Doan,"€ 16,154","€ 840,000",,"Jun 30, 2027",3,"€ 2,520,000",
Patrick Osterhage,"€ 16,154","€ 840,000",,"Jun 30, 2025",1,"€ 840,000",
Eren Dinkçi,"€ 14,423","€ 750,000",,"Jun 30, 2025",1,"€ 750,000",
Junior Adamu,"€ 13,462","€ 700,000",,"Jun 30, 2025",1,"€ 700,000",
Philipp Lienhart,"€ 13,077","€ 680,000",,"Jun 30, 2025",1,"€ 680,000",
Jannik Huth,"€ 10,769","€ 560,000",,"Jun 30, 2025",1,"€ 560,000",
Florent Muslija,"€ 10,577","€ 550,000",,"Jun 30, 2028",4,"€ 2,200,000",
Lucas Höler,"€ 10,000","€ 520,000",,"Jun 30, 2025",1,"€ 520,000",
Florian Müller,"€ 9,615","€ 500,000",,"Jun 30, 2025",1,"€ 500,000",
Manuel Gulde,"€ 9,231","€ 480,000",,"Jun 30, 2025",1,"€ 480,000",
Lukas Kübler,"€ 7,500","€ 390,000",,"Jun 30, 2025",1,"€ 390,000",
Daniel-Kofi Kyereh,"€ 6,923","€ 360,000",,"Jun 30, 2025",1,"€ 360,000",
Kiliann Sildillia,"€ 6,154","€ 320,000",,"Jun 30, 2026",2,"€ 640,000",
Jordy Makengo,"€ 4,231","€ 220,000",,"Jun 30, 2025",1,"€ 220,000",
Max Rosenfelder,"€ 3,462","€ 180,000",,"Jun 30, 2025",1,"€ 180,000",
Noah Atubolu,"€ 3,269","€ 170,000",,"Jun 30, 2025",1,"€ 170,000",
Johan Manzambi,"€ 3,269","€ 170,000",,"Jun 30, 2028",4,"€ 680,000",
Bruno Ogbus,"€ 3,269","€ 170,000",,"Jun 30, 2025",1,"€ 170,000",
