Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
22,Timon Wellenreuther,Goalkeeper,"Dec 3, 1995 (29)",Germany,"1,88m",right,"Jul 1, 2023",,"Jun 30, 2027",€6.00m,https://www.transfermarkt.com/timon-wellenreuther/profil/spieler/196829
1,Justin Bijlow,Goalkeeper,"Jan 22, 1998 (27)",Netherlands,"1,88m",right,"Jul 1, 2016",,"Jun 30, 2026",€5.00m,https://www.transfermarkt.com/justin-bijlow/profil/spieler/315121
21,Plamen Andreev,Goalkeeper,"Dec 15, 2004 (20)",Bulgaria,"1,92m",right,"Aug 31, 2024",,"Jun 30, 2029",€1.50m,https://www.transfermarkt.com/plamen-andreev/profil/spieler/859218
39,Liam Bossin,Goalkeeper,"Jul 15, 1996 (28)","Ireland, Belgium","1,90m",right,"Jan 23, 2025",,"Jun 30, 2025",€450k,https://www.transfermarkt.com/liam-bossin/profil/spieler/264176
33,Dávid Hancko,Centre-Back,"Dec 13, 1997 (27)",Slovakia,"1,88m",left,"Aug 22, 2022",,"Jun 30, 2028",€32.00m,https://www.transfermarkt.com/david-hancko/profil/spieler/404418
3,Thomas Beelen,Centre-Back,"Jun 11, 2001 (23)",Netherlands,"1,90m",right,"Jul 10, 2023",,"Jun 30, 2028",€9.00m,https://www.transfermarkt.com/thomas-beelen/profil/spieler/593862
15,Facundo González,Centre-Back,"Jun 6, 2003 (21)","Uruguay, Italy","1,93m",left,"Aug 29, 2024",,"Jun 30, 2025",€4.00m,https://www.transfermarkt.com/facundo-gonzalez/profil/spieler/825199
18,Gernot Trauner,Centre-Back,"Mar 25, 1992 (33)",Austria,"1,83m",right,"Jul 26, 2021",,"Jun 30, 2026",€3.00m,https://www.transfermarkt.com/gernot-trauner/profil/spieler/59145
20,Jeyland Mitchell,Centre-Back,"Sep 29, 2004 (20)",Costa Rica,"1,87m",right,"Jul 8, 2024",,"Jun 30, 2029",€2.50m,https://www.transfermarkt.com/jeyland-mitchell/profil/spieler/856068
11,Quilindschy Hartman,Left-Back,"Nov 14, 2001 (23)","Netherlands, Curacao","1,83m",left,"Sep 1, 2022",,"Jun 30, 2026",€18.00m,https://www.transfermarkt.com/quilindschy-hartman/profil/spieler/514285
16,Hugo Bueno,Left-Back,"Sep 18, 2002 (22)",Spain,"1,80m",left,"Aug 13, 2024",,"Jun 30, 2025",€8.00m,https://www.transfermarkt.com/hugo-bueno/profil/spieler/698678
5,Gijs Smal,Left-Back,"Aug 31, 1997 (27)",Netherlands,"1,83m",left,"Jul 1, 2024",,"Jun 30, 2028",€7.00m,https://www.transfermarkt.com/gijs-smal/profil/spieler/374212
26,Givairo Read,Right-Back,"Jun 2, 2006 (18)","Netherlands, Suriname","1,75m",right,"Jul 1, 2024",,"Jun 30, 2029",€12.00m,https://www.transfermarkt.com/givairo-read/profil/spieler/997903
30,Jordan Lotomba,Right-Back,"Sep 29, 1998 (26)","Switzerland, DR Congo","1,77m",right,"Sep 2, 2024",,"Jun 30, 2027",€8.00m,https://www.transfermarkt.com/jordan-lotomba/profil/spieler/313094
2,Bart Nieuwkoop,Right-Back,"Mar 7, 1996 (29)",Netherlands,"1,81m",right,"Aug 10, 2023",,"Jun 30, 2027",€3.00m,https://www.transfermarkt.com/bart-nieuwkoop/profil/spieler/257987
6,Ramiz Zerrouki,Defensive Midfield,"May 26, 1998 (26)","Algeria, Netherlands","1,83m",right,"Jul 1, 2023",,"Jun 30, 2027",€6.50m,https://www.transfermarkt.com/ramiz-zerrouki/profil/spieler/416660
28,Oussama Targhalline,Defensive Midfield,"May 20, 2002 (22)",Morocco,"1,86m",right,"Feb 4, 2025",,"Jun 30, 2028",€4.00m,https://www.transfermarkt.com/oussama-targhalline/profil/spieler/667965
8,Quinten Timber,Central Midfield,"Jun 17, 2001 (23)","Netherlands, Curacao","1,79m",right,"Jul 28, 2022",,"Jun 30, 2026",€32.00m,https://www.transfermarkt.com/quinten-timber/profil/spieler/420213
4,In-beom Hwang,Central Midfield,"Sep 20, 1996 (28)","Korea, South","1,77m",both,"Sep 2, 2024",,"Jun 30, 2028",€12.00m,https://www.transfermarkt.com/in-beom-hwang/profil/spieler/365394
7,Jakub Moder,Central Midfield,"Apr 7, 1999 (26)",Poland,"1,91m",right,"Jan 20, 2025",,"Jun 30, 2028",€10.00m,https://www.transfermarkt.com/jakub-moder/profil/spieler/384461
27,Antoni Milambo,Attacking Midfield,"Apr 3, 2005 (20)","Netherlands, DR Congo","1,79m",right,"Jul 1, 2023",,"Jun 30, 2027",€16.00m,https://www.transfermarkt.com/antoni-milambo/profil/spieler/683620
10,Calvin Stengs,Attacking Midfield,"Dec 18, 1998 (26)","Netherlands, Suriname","1,87m",left,"Jul 26, 2023",,"Jun 30, 2027",€8.00m,https://www.transfermarkt.com/calvin-stengs/profil/spieler/409344
34,Chris-Kévin Nadje,Attacking Midfield,"Aug 14, 2001 (23)","Cote d'Ivoire, France","1,90m",right,"Jul 1, 2024",,"Jun 30, 2028",€1.50m,https://www.transfermarkt.com/chris-kevin-nadje/profil/spieler/1057565
25,Shiloh 't Zand,Attacking Midfield,"May 14, 2003 (21)","Suriname, Netherlands","1,77m",right,"Jul 1, 2024",,"Jun 30, 2028",€1.20m,https://www.transfermarkt.com/shiloh-t-zand/profil/spieler/595247
14,Igor Paixão,Left Winger,"Jun 28, 2000 (24)",Brazil,"1,68m",right,"Aug 17, 2022",,"Jun 30, 2029",€25.00m,https://www.transfermarkt.com/igor-paixao/profil/spieler/653610
38,Ibrahim Osman,Left Winger,"Nov 29, 2004 (20)",Ghana,"1,79m",right,"Aug 15, 2024",,"Jun 30, 2025",€12.00m,https://www.transfermarkt.com/ibrahim-osman/profil/spieler/1110406
17,Luka Ivanušec,Left Winger,"Nov 26, 1998 (26)",Croatia,"1,75m",right,"Aug 25, 2023",,"Jun 30, 2028",€5.00m,https://www.transfermarkt.com/luka-ivanusec/profil/spieler/387105
57,Aymen Sliti,Left Winger,"Mar 24, 2006 (19)","Netherlands, Tunisia","1,79m",left,,,"Jun 30, 2026",€750k,https://www.transfermarkt.com/aymen-sliti/profil/spieler/775257
23,Anis Hadj Moussa,Right Winger,"Feb 11, 2002 (23)","Algeria, France","1,76m",left,"Jul 1, 2024",,"Jun 30, 2029",€12.00m,https://www.transfermarkt.com/anis-hadj-moussa/profil/spieler/917911
9,Ayase Ueda,Centre-Forward,"Aug 28, 1998 (26)",Japan,"1,82m",right,"Aug 3, 2023",,"Jun 30, 2028",€8.00m,https://www.transfermarkt.com/ayase-ueda/profil/spieler/589128
19,Julián Carranza,Centre-Forward,"May 22, 2000 (24)","Argentina, Italy","1,82m",right,"Jul 1, 2024",,"Jun 30, 2028",€6.00m,https://www.transfermarkt.com/julian-carranza/profil/spieler/491707
31,Stéphano Carrillo,Centre-Forward,"Mar 7, 2006 (19)",Mexico,"1,84m",right,"Feb 4, 2025",,"Jun 30, 2029",€2.50m,https://www.transfermarkt.com/stephano-carrillo/profil/spieler/955224
49,Zepiqueno Redmond,Centre-Forward,"Jun 22, 2006 (18)","Netherlands, Suriname","1,84m",right,,,"Jun 30, 2025",€400k,https://www.transfermarkt.com/zepiqueno-redmond/profil/spieler/765972
