Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
16,Matheus,Goalkeeper,"Mar 29, 1992 (33)","Brazil, Portugal","1,90m",right,"Feb 4, 2025",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/matheus/profil/spieler/177547
12,Jay Gorter,Goalkeeper,"May 30, 2000 (24)",Netherlands,"1,90m",right,"Jul 1, 2021",,"Jun 30, 2026",€1.20m,https://www.transfermarkt.com/jay-gorter/profil/spieler/480453
51,Charlie Setford,Goalkeeper,"May 11, 2004 (20)","England, Netherlands","1,87m",right,,,"Jun 30, 2027",€500k,https://www.transfermarkt.com/charlie-setford/profil/spieler/635129
22,Remko Pasveer,Goalkeeper,"Nov 8, 1983 (41)",Netherlands,"1,88m",right,"Jul 1, 2021",,"Jun 30, 2025",€150k,https://www.transfermarkt.com/remko-pasveer/profil/spieler/25520
37,Josip Sutalo,Centre-Back,"Feb 28, 2000 (25)",Croatia,"1,90m",right,"Aug 20, 2023",,"Jun 30, 2028",€22.00m,https://www.transfermarkt.com/josip-sutalo/profil/spieler/371001
15,Youri Baas,Centre-Back,"Mar 17, 2003 (22)",Netherlands,"1,88m",left,"Jan 1, 2023",,"Jun 30, 2028",€12.00m,https://www.transfermarkt.com/youri-baas/profil/spieler/559327
13,Ahmetcan Kaplan,Centre-Back,"Jan 16, 2003 (22)",Türkiye,"1,89m",left,"Aug 19, 2022",,"Jun 30, 2027",€6.00m,https://www.transfermarkt.com/ahmetcan-kaplan/profil/spieler/662131
24,Daniele Rugani,Centre-Back,"Jul 29, 1994 (30)",Italy,"1,90m",right,"Aug 21, 2024",,"Jun 30, 2025",€3.50m,https://www.transfermarkt.com/daniele-rugani/profil/spieler/162959
36,Dies Janse,Centre-Back,"Jan 17, 2006 (19)",Netherlands,"1,96m",left,,,"Jun 30, 2028",€800k,https://www.transfermarkt.com/dies-janse/profil/spieler/765743
4,Jorrel Hato,Left-Back,"Mar 7, 2006 (19)","Netherlands, Curacao","1,82m",left,"May 5, 2023",,"Jun 30, 2028",€30.00m,https://www.transfermarkt.com/jorrel-hato/profil/spieler/904802
5,Owen Wijndal,Left-Back,"Nov 28, 1999 (25)","Netherlands, Suriname","1,76m",left,"Jul 12, 2022",,"Jun 30, 2027",€4.00m,https://www.transfermarkt.com/owen-wijndal/profil/spieler/339328
3,Anton Gaaei,Right-Back,"Nov 19, 2002 (22)",Denmark,"1,83m",right,"Aug 17, 2023",,"Jun 30, 2028",€6.00m,https://www.transfermarkt.com/anton-gaaei/profil/spieler/701055
2,Lucas Rosa,Right-Back,"Apr 3, 2000 (25)","Brazil, Italy","1,77m",right,"Feb 4, 2025",,"Jun 30, 2029",€3.00m,https://www.transfermarkt.com/lucas-rosa/profil/spieler/468309
31,Jorthy Mokio,Defensive Midfield,"Feb 29, 2008 (17)","Belgium, DR Congo","1,82m",left,,,"Jun 30, 2027",€3.00m,https://www.transfermarkt.com/jorthy-mokio/profil/spieler/1105532
8,Kenneth Taylor,Central Midfield,"May 16, 2002 (22)",Netherlands,"1,82m",left,"Nov 10, 2020",,"Jun 30, 2027",€23.00m,https://www.transfermarkt.com/kenneth-taylor/profil/spieler/470394
44,Youri Regeer,Central Midfield,"Aug 18, 2003 (21)",Netherlands,"1,77m",right,"Jan 24, 2025",,"Jun 30, 2029",€6.00m,https://www.transfermarkt.com/youri-regeer/profil/spieler/559324
28,Kian Fitz-Jim,Central Midfield,"Jul 5, 2003 (21)","Netherlands, Suriname","1,74m",right,"Jan 1, 2023",,"Jun 30, 2027",€5.00m,https://www.transfermarkt.com/kian-fitz-jim/profil/spieler/559333
18,Davy Klaassen,Central Midfield,"Feb 21, 1993 (32)",Netherlands,"1,79m",right,"Sep 17, 2024",,"Jun 30, 2025",€4.00m,https://www.transfermarkt.com/davy-klaassen/profil/spieler/182932
21,Branco van den Boomen,Central Midfield,"Jul 21, 1995 (29)",Netherlands,"1,88m",right,"Jul 1, 2023",,"Jun 30, 2027",€4.00m,https://www.transfermarkt.com/branco-van-den-boomen/profil/spieler/203938
6,Jordan Henderson,Central Midfield,"Jun 17, 1990 (34)",England,"1,82m",right,"Jan 18, 2024",,"Jun 30, 2026",€3.50m,https://www.transfermarkt.com/jordan-henderson/profil/spieler/61651
11,Mika Godts,Left Winger,"Jun 7, 2005 (19)",Belgium,"1,76m",right,"Jan 1, 2024",,"Jun 30, 2029",€10.00m,https://www.transfermarkt.com/mika-godts/profil/spieler/748804
17,Oliver Edvardsen,Left Winger,"Mar 19, 1999 (26)",Norway,"1,75m",right,"Jan 31, 2025",,"Jun 30, 2028",€5.00m,https://www.transfermarkt.com/oliver-edvardsen/profil/spieler/374326
27,Amourricho Van Axel-Dongen,Left Winger,"Sep 29, 2004 (20)","Netherlands, Suriname","1,75m",right,"Jul 1, 2023",,"Jun 30, 2027",€500k,https://www.transfermarkt.com/amourricho-van-axel-dongen/profil/spieler/704773
20,Bertrand Traoré,Right Winger,"Sep 6, 1995 (29)",Burkina Faso,"1,81m",left,"Jul 15, 2024",,"Jun 30, 2026",€9.00m,https://www.transfermarkt.com/bertrand-traore/profil/spieler/131996
23,Steven Berghuis,Right Winger,"Dec 19, 1991 (33)",Netherlands,"1,82m",left,"Jul 16, 2021",,"Jun 30, 2027",€4.00m,https://www.transfermarkt.com/steven-berghuis/profil/spieler/129554
29,Christian Rasmussen,Right Winger,"Jan 19, 2003 (22)",Denmark,"1,84m",left,"Jul 1, 2024",,"Jun 30, 2027",€2.00m,https://www.transfermarkt.com/christian-rasmussen/profil/spieler/610429
9,Brian Brobbey,Centre-Forward,"Feb 1, 2002 (23)","Netherlands, Ghana","1,82m",right,"Jul 22, 2022",,"Jun 30, 2027",€27.00m,https://www.transfermarkt.com/brian-brobbey/profil/spieler/473169
25,Wout Weghorst,Centre-Forward,"Aug 7, 1992 (32)",Netherlands,"1,97m",right,"Aug 29, 2024",,"Jun 30, 2026",€5.00m,https://www.transfermarkt.com/wout-weghorst/profil/spieler/228645
59,Don-Angelo Konadu,Centre-Forward,"May 3, 2006 (19)","Netherlands, Ghana","1,84m",right,,,"Jun 30, 2028",€400k,https://www.transfermarkt.com/don-angelo-konadu/profil/spieler/981693
