Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
22,Robin Roefs,Goalkeeper,"Jan 17, 2003 (22)",Netherlands,"1,93m",left,"Jul 1, 2021",,"Jun 30, 2028",€2.50m,https://www.transfermarkt.com/robin-roefs/profil/spieler/646991
1,Stijn van Gassel,Goalkeeper,"Oct 18, 1996 (28)",Netherlands,"1,86m",left,"Jul 1, 2024",,"Jun 30, 2026",€600k,https://www.transfermarkt.com/stijn-van-gassel/profil/spieler/301696
31,Rijk Janse,Goalkeeper,"Apr 16, 2002 (23)",Netherlands,"1,89m",right,"Jul 1, 2023",,"Jun 30, 2025",€25k,https://www.transfermarkt.com/rijk-janse/profil/spieler/593163
3,Philippe Sandler,Centre-Back,"Feb 10, 1997 (28)","Netherlands, United States","1,90m",right,"Aug 11, 2022",,"Jun 30, 2029",€2.50m,https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460
4,Iván Márquez,Centre-Back,"Jun 9, 1994 (30)",Spain,"1,91m",right,"Jul 15, 2024",,"Jun 30, 2025",€600k,https://www.transfermarkt.com/ivan-marquez/profil/spieler/296227
17,Bram Nuytinck,Centre-Back,"May 4, 1990 (35)",Netherlands,"1,91m",left,"Jul 1, 2023",,"Jun 30, 2026",€450k,https://www.transfermarkt.com/bram-nuytinck/profil/spieler/104597
15,Thomas Reinders,Centre-Back,"Jan 11, 2004 (21)",Netherlands,"1,94m",left,"Jul 1, 2024",,-,€50k,https://www.transfermarkt.com/thomas-reinders/profil/spieler/694007
24,Calvin Verdonk,Left-Back,"Apr 26, 1997 (28)","Indonesia, Netherlands","1,74m",left,"Jul 6, 2022",,"Jun 30, 2028",€2.50m,https://www.transfermarkt.com/calvin-verdonk/profil/spieler/258364
5,Thomas Ouwejan,Left-Back,"Sep 30, 1996 (28)",Netherlands,"1,83m",left,"Aug 14, 2024",,"Jun 30, 2027",€1.20m,https://www.transfermarkt.com/thomas-ouwejan/profil/spieler/241477
2,Brayann Pereira,Right-Back,"May 21, 2003 (21)","France, Congo","1,72m",right,"Jul 1, 2024",,"Jun 30, 2027",€1.30m,https://www.transfermarkt.com/brayann-pereira/profil/spieler/620317
19,Lefteris Lyratzis,Right-Back,"Feb 22, 2000 (25)",Greece,"1,78m",right,"Sep 2, 2024",,"Jun 30, 2025",€700k,https://www.transfermarkt.com/lefteris-lyratzis/profil/spieler/390125
21,D'Leanu Arts,Right-Back,"May 27, 2003 (21)",Netherlands,"1,83m",right,"Jul 1, 2024",,-,€75k,https://www.transfermarkt.com/dleanu-arts/profil/spieler/625169
33,Yousri Sbai,Right-Back,"Aug 8, 2004 (20)","Netherlands, Morocco",-,right,,,"Jun 30, 2026",-,https://www.transfermarkt.com/yousri-sbai/profil/spieler/576096
71,Dirk Proper,Defensive Midfield,"Feb 24, 2002 (23)",Netherlands,"1,67m",right,"Jan 6, 2020",,"Jun 30, 2026",€4.00m,https://www.transfermarkt.com/dirk-proper/profil/spieler/485587
6,Mees Hoedemakers,Defensive Midfield,"Feb 18, 1998 (27)",Netherlands,"1,81m",both,"Jul 1, 2023",,"Jun 30, 2027",€1.50m,https://www.transfermarkt.com/mees-hoedemakers/profil/spieler/315233
20,Lasse Schöne,Defensive Midfield,"May 27, 1986 (38)",Denmark,"1,78m",right,"Jul 1, 2021",,"Jun 30, 2025",€100k,https://www.transfermarkt.com/lasse-schone/profil/spieler/34784
23,Kodai Sano,Central Midfield,"Sep 25, 2003 (21)",Japan,"1,76m",right,"Aug 17, 2023",,"Jun 30, 2028",€4.00m,https://www.transfermarkt.com/kodai-sano/profil/spieler/957544
