Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
-,Hamza el Dahri,Central Midfield,"Mar 5, 2005 (20)","Netherlands, Morocco","1,77m",right,"Jul 1, 2024",,"Jun 30, 2027",€100k,https://www.transfermarkt.com/hamza-el-dahri/profil/spieler/928612
-,Kristian Hlynsson,Attacking Midfield,"Jan 23, 2004 (21)",Iceland,"1,79m",right,"Jan 31, 2025",,"Jun 30, 2025",€4.00m,https://www.transfermarkt.com/kristian-hlynsson/profil/spieler/694186
-,Mohamed Nassoh,Attacking Midfield,"Jan 26, 2003 (22)","Morocco, Netherlands","1,88m",right,"Jul 1, 2024",,"Jun 30, 2028",€700k,https://www.transfermarkt.com/mohamed-nassoh/profil/spieler/640565
-,Nökkvi Thórisson,Left Winger,"Aug 13, 1999 (25)",Iceland,"1,88m",right,"Jan 14, 2025",,"Jun 30, 2025",€650k,https://www.transfermarkt.com/nokkvi-thorisson/profil/spieler/381349
-,Joel Ideho,Left Winger,"Jul 17, 2003 (21)","Netherlands, Nigeria","1,75m",right,"Feb 4, 2025",,"Jun 30, 2028",€600k,https://www.transfermarkt.com/joel-ideho/profil/spieler/760508
-,Mitchell van Bergen,Right Winger,"Aug 27, 1999 (25)",Netherlands,"1,70m",right,"Jan 31, 2025",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/mitchell-van-bergen/profil/spieler/393239
-,Shunsuke Mito,Right Winger,"Sep 28, 2002 (22)",Japan,"1,64m",right,"Jan 1, 2024",,"Jun 30, 2028",€650k,https://www.transfermarkt.com/shunsuke-mito/profil/spieler/566013
-,Ayoub Oufkir,Right Winger,"Jan 4, 2006 (19)","Netherlands, Morocco","1,70m",left,,,"Jun 30, 2027",€300k,https://www.transfermarkt.com/ayoub-oufkir/profil/spieler/1078350
-,Tobias Lauritsen,Centre-Forward,"Aug 30, 1997 (27)",Norway,"1,96m",right,"Aug 1, 2022",,"Jun 30, 2026",€4.00m,https://www.transfermarkt.com/tobias-lauritsen/profil/spieler/272206
-,Quincy Hoeve,Centre-Forward,"Apr 3, 2003 (22)","Bonaire, Netherlands","1,90m",right,,,"Jun 30, 2025",€125k,https://www.transfermarkt.com/quincy-hoeve/profil/spieler/702834
