Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Rony Lopes,"€ 18,462","€ 960,000",,"Jun 30, 2025",1,"€ 960,000",
Yusupha Njie,"€ 14,808","€ 770,000",,"Jun 30, 2025",1,"€ 770,000",
Filipe Soares,"€ 7,692","€ 400,000",,"Jun 30, 2025",1,"€ 400,000",
Tomás Ribeiro,"€ 7,308","€ 380,000",,"Jun 30, 2025",1,"€ 380,000",
Darío Poveda,"€ 7,308","€ 380,000",,"Jun 30, 2026",2,"€ 760,000",
Pastor,"€ 6,731","€ 350,000",,"Jun 30, 2027",3,"€ 1,050,000",
Álex Bermejo,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Ricardo Velho,"€ 5,769","€ 300,000",,"Jun 30, 2028",4,"€ 1,200,000",
Raúl Silva,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Paulo Victor,"€ 5,385","€ 280,000",,"Jun 30, 2026",2,"€ 560,000",
Marco Moreno,"€ 4,808","€ 250,000",,"Jun 30, 2027",3,"€ 750,000",
Rui Costa,"€ 4,615","€ 240,000",,"Jun 30, 2025",1,"€ 240,000",
Neto,"€ 3,846","€ 200,000",,"Jun 30, 2025",1,"€ 200,000",
Derick Poloni,"€ 3,846","€ 200,000",,"Jun 30, 2025",1,"€ 200,000",
Miguel Menino,"€ 3,846","€ 200,000",,"Jun 30, 2028",4,"€ 800,000",
Samuel Justo,"€ 3,846","€ 200,000",,"Jun 30, 2025",1,"€ 200,000",
Artur Jorge,"€ 3,462","€ 180,000",,"Jun 30, 2025",1,"€ 180,000",
Lucas Áfrico,"€ 3,462","€ 180,000",,"Jun 30, 2026",2,"€ 360,000",
Marco Matias,"€ 3,077","€ 160,000",,"Jun 30, 2025",1,"€ 160,000",
Tomané,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Elves Baldé,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Claudio Falcão,"€ 1,923","€ 100,000",,"Jun 30, 2025",1,"€ 100,000",
Rivaldo,"€ 1,731","€ 90,000",,"Jun 30, 2025",1,"€ 90,000",
Kaique Pereira,"€ 1,442","€ 75,000",,"Jun 30, 2025",1,"€ 75,000",
Zé Carlos,"€ 1,346","€ 70,000",,"Jun 30, 2025",1,"€ 70,000",
Miguel Carvalho,"€ 1,154","€ 60,000",,"Jun 30, 2025",1,"€ 60,000",
