Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Yunis Abdelhamid,"€ 20,962","€ 1,090,000",,"Jun 30, 2025",1,"€ 1,090,000",
Zuriko Davitashvili,"€ 17,308","€ 900,000",,"Jun 30, 2028",4,"€ 3,600,000",
Anthony Briançon,"€ 16,154","€ 840,000",,"Jun 30, 2026",2,"€ 1,680,000",
Florian Tardieu,"€ 15,000","€ 780,000",,"Jun 30, 2026",2,"€ 1,560,000",
Benjamin Bouchouari,"€ 14,423","€ 750,000",,"Jun 30, 2026",2,"€ 1,500,000",
Aïmen Moueffek,"€ 13,846","€ 720,000",,"Jun 30, 2028",4,"€ 2,880,000",
Augustine Boakye,"€ 13,846","€ 720,000",,"Jun 30, 2028",4,"€ 2,880,000",
Dylan Batubinsika,"€ 13,846","€ 720,000",,"Jun 30, 2026",2,"€ 1,440,000",
Lucas Stassin,"€ 13,846","€ 720,000",,"Jun 30, 2028",4,"€ 2,880,000",
Mickaël Nade,"€ 13,846","€ 720,000",,"Jun 30, 2028",4,"€ 2,880,000",
Dennis Appiah,"€ 12,692","€ 660,000",,"Jun 30, 2026",2,"€ 1,320,000",
Igor Miladinovic,"€ 12,308","€ 640,000",,"Jun 30, 2028",4,"€ 2,560,000",
Ibrahima Wadji,"€ 11,538","€ 600,000",,"Jun 30, 2025",1,"€ 600,000",
Irvin Cardona,"€ 10,769","€ 560,000",,"Jun 30, 2025",1,"€ 560,000",
Yvann Maçon,"€ 10,385","€ 540,000",,"Jun 30, 2025",1,"€ 540,000",
Maxime Bernauer,"€ 10,385","€ 540,000",,"Jun 30, 2025",1,"€ 540,000",
Gautier Larsonneur,"€ 9,038","€ 470,000",,"Jun 30, 2026",2,"€ 940,000",
Pierre Cornud,"€ 8,654","€ 450,000",,"Jun 30, 2026",2,"€ 900,000",
Lamine Fomba,"€ 8,654","€ 450,000",,"Jun 30, 2026",2,"€ 900,000",
Léo Pétrot,"€ 8,077","€ 420,000",,"Jun 30, 2025",1,"€ 420,000",
Ibrahim Sissoko,"€ 8,077","€ 420,000",,"Jun 30, 2026",2,"€ 840,000",
Brice Maubleu,"€ 6,923","€ 360,000",,"Jun 30, 2026",2,"€ 720,000",
Boubacar Fall,"€ 4,808","€ 250,000",,"Jun 30, 2025",1,"€ 250,000",
Ben Old,"€ 4,615","€ 240,000",,"Jun 30, 2028",4,"€ 960,000",
Louis Mouton,"€ 4,615","€ 240,000",,"Jun 30, 2025",1,"€ 240,000",
Pierre Ekwah,"€ 3,846","€ 200,000",,"Jun 30, 2025",1,"€ 200,000",
