Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Moussa Sissoko,"€ 53,369","€ 2,775,171",,"Jun 30, 2026",2,"€ 5,550,342",
Angelo Ogbonna,"€ 53,369","€ 2,775,171",,"Jun 30, 2025",1,"€ 2,775,171",
Imrân Louza,"€ 38,544","€ 2,004,290",,"Jun 30, 2028",4,"€ 8,017,161",
Tom Ince,"€ 35,579","€ 1,850,114",,"Jun 30, 2026",2,"€ 3,700,228",
Giorgi Chakvetadze,"€ 29,649","€ 1,541,762",,"Jun 30, 2029",5,"€ 7,708,808",
Jonathan Bond,"€ 17,790","€ 925,057",,"Jun 30, 2025",1,"€ 925,057",
Egil Selvik,"€ 17,790","€ 925,057",,"Jun 30, 2028",4,"€ 3,700,228",
Edo Kayembe,"€ 17,561","€ 913,197",,"Jun 30, 2026",2,"€ 1,826,395",
Daniel Bachmann,"€ 14,825","€ 770,881",,"Jun 30, 2028",4,"€ 3,083,523",
Vakoun Issouf Bayo,"€ 14,597","€ 759,021",,"Jun 30, 2025",1,"€ 759,021",
Mattie Pollock,"€ 14,232","€ 740,046",,"Jun 30, 2029",5,"€ 3,700,228",
Jeremy Ngakia,"€ 14,232","€ 740,046",,"Jun 30, 2027",3,"€ 2,220,137",
Kwadwo Baah,"€ 12,453","€ 647,540",,"Jun 30, 2029",5,"€ 3,237,699",
Yasser Larouci,"€ 11,860","€ 616,705",,"Jun 30, 2025",1,"€ 616,705",
Caleb Wiley,"€ 11,860","€ 616,705",,"Jun 30, 2025",1,"€ 616,705",
Francisco Sierralta,"€ 11,176","€ 581,126",,"Jun 30, 2027",3,"€ 1,743,377",
Tom Dele-Bashiru,"€ 9,488","€ 493,364",,"Jun 30, 2026",2,"€ 986,727",
Pierre Dwomoh,"€ 8,895","€ 462,528",,"Jun 30, 2028",4,"€ 1,850,114",
Ryan Andrews,"€ 7,116","€ 370,023",,"Jun 30, 2028",4,"€ 1,480,091",
Kévin Keben,"€ 7,116","€ 370,023",,"Jun 30, 2028",4,"€ 1,480,091",
Rocco Vata,"€ 5,930","€ 308,352",,"Jun 30, 2028",4,"€ 1,233,409",
Kayky Almeida,"€ 4,744","€ 246,682",,"Jun 30, 2029",5,"€ 1,233,409",
James Morris,"€ 2,372","€ 123,341",,"Jun 30, 2026",2,"€ 246,682",
James Abankwah,"€ 2,372","€ 123,341",,"Jun 30, 2025",1,"€ 123,341",
Mamadou Doumbia,"€ 1,779","€ 92,506",,"Jun 30, 2029",5,"€ 462,528",
Alfie Marriott,"€ 1,779","€ 92,506",,"Jun 30, 2025",1,"€ 92,506",
