Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Andrej Kramaric,"€ 76,923","€ 4,000,000",,"Jun 30, 2025",1,"€ 4,000,000",
Diadié Samassékou,"€ 75,000","€ 3,900,000",,"Jun 30, 2025",1,"€ 3,900,000",
Oliver Baumann,"€ 67,308","€ 3,500,000",,"Jun 30, 2026",2,"€ 7,000,000",
Ozan Kabak,"€ 60,577","€ 3,150,000",,"Jun 30, 2026",2,"€ 6,300,000",
Adam Hlozek,"€ 54,423","€ 2,830,000",,"Jun 30, 2029",5,"€ 14,150,000",
Ihlas Bebou,"€ 51,923","€ 2,700,000",,"Jun 30, 2026",2,"€ 5,400,000",
Valentin Gendrey,"€ 43,462","€ 2,260,000",,"Jun 30, 2025",1,"€ 2,260,000",
Leo Østigård,"€ 43,462","€ 2,260,000",,"Jun 30, 2025",1,"€ 2,260,000",
Dennis Geiger,"€ 41,538","€ 2,160,000",,"Jun 30, 2027",3,"€ 6,480,000",
Marius Bülter,"€ 40,385","€ 2,100,000",,"Jun 30, 2026",2,"€ 4,200,000",
Gift Emmanuel Orban,"€ 40,000","€ 2,080,000",,"Jun 30, 2029",5,"€ 10,400,000",
Alexander Prass,"€ 40,000","€ 2,080,000",,"Jun 30, 2028",4,"€ 8,320,000",
Pavel Kaderabek,"€ 38,462","€ 2,000,000",,"Jun 30, 2025",1,"€ 2,000,000",
David Jurásek,"€ 36,923","€ 1,920,000",,"Jun 30, 2025",1,"€ 1,920,000","€ 80,000,000"
Anton Stach,"€ 36,538","€ 1,900,000",,"Jun 30, 2027",3,"€ 5,700,000",
Kevin Akpoguma,"€ 28,846","€ 1,500,000",,"Jun 30, 2026",2,"€ 3,000,000",
Robin Hranac,"€ 25,385","€ 1,320,000",,"Jun 30, 2025",1,"€ 1,320,000",
Stanley Nsoki,"€ 23,077","€ 1,200,000",,"Jun 30, 2027",3,"€ 3,600,000",
Haris Tabakovic,"€ 21,923","€ 1,140,000",,"Jun 30, 2027",3,"€ 3,420,000",
Christopher Lenz,"€ 18,077","€ 940,000",,"Jun 30, 2025",1,"€ 940,000",
Bazoumana Touré,"€ 16,154","€ 840,000",,"Jun 30, 2025",1,"€ 840,000",
Grischa Prömel,"€ 16,154","€ 840,000",,"Jun 30, 2026",2,"€ 1,680,000",
Umut Tohumcu,"€ 10,962","€ 570,000",,"Jun 30, 2028",4,"€ 2,280,000",
Luca Philipp,"€ 7,308","€ 380,000",,"Jun 30, 2025",1,"€ 380,000",
Finn Ole Becker,"€ 6,923","€ 360,000",,"Jun 30, 2026",2,"€ 720,000",
Erencan Yardımcı,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Jakob Busk,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Arthur Chaves,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Max Moerstedt,"€ 5,385","€ 280,000",,"Jun 30, 2027",3,"€ 840,000",
Florian Micheler,"€ 3,077","€ 160,000",,"Jun 30, 2026",2,"€ 320,000",
Tom Bischof,"€ 2,692","€ 140,000",,"Jun 30, 2025",1,"€ 140,000",
David Mokwa,"€ 2,692","€ 140,000",,"Jun 30, 2025",1,"€ 140,000",
Lúkas Petersson,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
