Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Hamed Junior Traoré,"€ 34,808","€ 1,810,000",,"Jun 30, 2025",1,"€ 1,810,000",
Ki-Jana Hoever,"€ 28,846","€ 1,500,000",,"Jun 30, 2025",1,"€ 1,500,000",
Han-Noah Massengo,"€ 18,269","€ 950,000",,"Jun 30, 2025",1,"€ 950,000",
Ado Onaiwu,"€ 16,154","€ 840,000",,"Jun 30, 2026",2,"€ 1,680,000",
Sinaly Diomandé,"€ 15,769","€ 820,000",,"Jun 30, 2027",3,"€ 2,460,000",
Florian Ayé,"€ 15,000","€ 780,000",,"Jun 30, 2026",2,"€ 1,560,000",
Gideon Mensah,"€ 14,423","€ 750,000",,"Jun 30, 2026",2,"€ 1,500,000",
Gabriel Osho,"€ 13,846","€ 720,000",,"Jun 30, 2025",1,"€ 720,000",
Paul Joly,"€ 13,846","€ 720,000",,"Jun 30, 2027",3,"€ 2,160,000",
Elisha Owusu,"€ 13,846","€ 720,000",,"Jun 30, 2027",3,"€ 2,160,000",
Lassine Sinayoko,"€ 13,462","€ 700,000",,"Jun 30, 2026",2,"€ 1,400,000",
Jubal,"€ 13,462","€ 700,000",,"Jun 30, 2025",1,"€ 700,000",
Clément Akpa,"€ 12,308","€ 640,000",,"Jun 30, 2027",3,"€ 1,920,000",
Assane Dioussé,"€ 11,538","€ 600,000",,"Jun 30, 2026",2,"€ 1,200,000",
Gaëtan Perrin,"€ 9,231","€ 480,000",,"Jun 30, 2026",2,"€ 960,000",
Donovan Léon,"€ 8,654","€ 450,000",,"Jun 30, 2027",3,"€ 1,350,000",
Lasso Coulibaly,"€ 6,923","€ 360,000",,"Jun 30, 2028",4,"€ 1,440,000",
Saad Agouzoul,"€ 6,923","€ 360,000",,"Jun 30, 2026",2,"€ 720,000",
Theo Bair,"€ 6,346","€ 330,000",,"Jun 30, 2028",4,"€ 1,320,000",
Théo De Percin,"€ 5,192","€ 270,000",,"Jun 30, 2028",4,"€ 1,080,000",
Fredrik Oppegård,"€ 5,000","€ 260,000",,"Jun 30, 2028",4,"€ 1,040,000",
Eros Maddy,"€ 4,615","€ 240,000",,"Jun 30, 2027",3,"€ 720,000",
Kévin Danois,"€ 2,692","€ 140,000",,"Jun 30, 2028",4,"€ 560,000",
Raphaël Adiceam,"€ 2,692","€ 140,000",,"Jun 30, 2025",1,"€ 140,000",
Nathan Buayi-Kiala,"€ 2,308","€ 120,000",,"Jun 30, 2026",2,"€ 240,000",
Ange Loic N'Gatta,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Tom Negrel,"€ 1,923","€ 100,000",,"Jun 30, 2026",2,"€ 200,000",
Ben Viadere,"€ 1,923","€ 100,000",,"Jun 30, 2026",2,"€ 200,000",
Aristide Zossou,"€ 1,731","€ 90,000",,"Jun 30, 2029",5,"€ 450,000",
