Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Luis Muriel,"€ 48,086","€ 2,500,457",,"Dec 31, 2026",2,"€ 5,000,914",
Martín Ojeda,"€ 15,277","€ 794,408",,"Dec 31, 2025",1,"€ 794,408",
Robin Jansson,"€ 14,428","€ 750,274",,"Dec 31, 2025",1,"€ 750,274",
Duncan McGuire,"€ 14,004","€ 728,207",,"Dec 31, 2027",3,"€ 2,184,621",
Pedro Gallese,"€ 13,580","€ 706,140",,"Dec 31, 2025",1,"€ 706,140",
César Araújo,"€ 11,458","€ 595,806",,"Dec 31, 2025",1,"€ 595,806",
David Brekalo,"€ 10,185","€ 529,605",,"Dec 31, 2027",3,"€ 1,588,815",
Iván Angulo,"€ 8,487","€ 441,341",,"Dec 31, 2025",1,"€ 441,341",
Wilder Cartagena,"€ 8,148","€ 423,684",,"Dec 31, 2025",1,"€ 423,684",
Rodrigo Schlegel,"€ 5,941","€ 308,936",,"Dec 31, 2026",2,"€ 617,873",
Ramiro Enrique,"€ 5,787","€ 300,912",,"Dec 31, 2025",1,"€ 300,912",
Rafael Santos,"€ 5,517","€ 286,866",,"Dec 31, 2025",1,"€ 286,866",
Dagur Dan Thórhallsson,"€ 5,092","€ 264,803",,"Dec 31, 2026",2,"€ 529,605",
Kyle Smith,"€ 4,923","€ 255,976",,"Dec 31, 2025",1,"€ 255,976",
Thomas Williams,"€ 2,037","€ 105,921",,"Dec 31, 2026",2,"€ 211,842",
Alex Freeman,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Shak Mohammed,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Tahir Reid-Brown,"€ 1,212","€ 63,024",,"Dec 31, 2027",3,"€ 189,072",
Favian Loyola,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Javier Otero,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Yutaro Tsukada,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Colin Guske,,,,"Dec 31, 2027",3,,
Carlos Mercado,,,,"Dec 31, 2025",1,,
Nicolás Rodríguez,,,,"Dec 31, 2027",3,,
Marco Pašalić,,,,"Dec 31, 2027",3,,
Joran Gerbet,,,,"Dec 31, 2026",2,,
Gustavo Caraballo,,,,"Dec 31, 2027",3,,
Eduard Atuesta,,,,"Dec 31, 2025",1,,
