Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Lionel Messi,"€ 203,694","€ 10,592,101",,"Dec 31, 2025",1,"€ 10,592,101",
Sergio Busquets,"€ 144,283","€ 7,502,735",,"Dec 31, 2025",1,"€ 7,502,735",
Luis Suárez,"€ 25,462","€ 1,324,013",,"Dec 31, 2025",1,"€ 1,324,013",
Jordi Alba,"€ 21,218","€ 1,103,344",,"Dec 31, 2025",1,"€ 1,103,344",
Tomás Avilés,"€ 6,535","€ 339,826",,"Dec 31, 2026",2,"€ 679,653",
Drake Callender,"€ 5,941","€ 308,929",,"Dec 31, 2025",1,"€ 308,929",
Federico Redondo,"€ 2,546","€ 132,401",,"Dec 31, 2027",3,"€ 397,204",
David Martínez,"€ 2,546","€ 132,401",,"Jul 31, 2025",1,"€ 132,401",
Marcelo Weigandt,"€ 2,546","€ 132,401",,"Dec 31, 2025",1,"€ 132,401",
Ian Fray,"€ 2,122","€ 110,334",,"Dec 31, 2025",1,"€ 110,334",
Benja Cremaschi,"€ 1,693","€ 88,017",,"Dec 31, 2027",3,"€ 264,050",
Ryan Sailor,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Óscar Ustari,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Noah Allen,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Yannick Bright,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
David Ruíz,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Israel Boatwright,"€ 1,212","€ 63,024",,"Dec 31, 2026",2,"€ 126,048",
Leo Afonso,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Santiago Morales,"€ 1,212","€ 63,024",,"Dec 31, 2027",3,"€ 189,072",
Tyler Hall,"€ 1,212","€ 63,024",,"Dec 31, 2027",3,"€ 189,072",
Gonzalo Luján,,,,"Dec 31, 2027",3,,
Allen Obando,,,,"Dec 31, 2025",1,,
Fafà Picault,,,,"Dec 31, 2025",1,,
Tadeo Allende,,,,"Dec 31, 2025",1,,
Telasco Segovia,,,,"Dec 31, 2029",5,,
Baltasar Rodríguez,,,,"Dec 31, 2025",1,,
Maximiliano Falcón,,,,"Dec 31, 2028",4,,
Rocco Ríos Novo,,,,"Dec 31, 2025",1,,
