Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Kévin Cabral,"€ 33,100","€ 1,721,216",,"Dec 31, 2025",1,"€ 1,721,216",
Rafael Navarro,"€ 23,629","€ 1,228,684",,"Dec 31, 2027",3,"€ 3,686,051",
Djordje Mihailovic,"€ 22,916","€ 1,191,611",,"Dec 31, 2027",3,"€ 3,574,834",
Andreas Maxsø,"€ 19,521","€ 1,015,076",,"Dec 31, 2025",1,"€ 1,015,076",
Zack Steffen,"€ 15,277","€ 794,408",,"Dec 31, 2026",2,"€ 1,588,815",
Cole Bassett,"€ 14,428","€ 750,274",,"Dec 31, 2027",3,"€ 2,250,822",
Sam Vines,"€ 14,428","€ 750,274",,"Dec 31, 2027",3,"€ 2,250,822",
Reggie Cannon,"€ 12,731","€ 662,006",,"Dec 31, 2027",3,"€ 1,986,019",
Omir Fernandez,"€ 9,760","€ 507,538",,"Dec 31, 2026",2,"€ 1,015,076",
Connor Ronan,"€ 7,978","€ 414,857",,"Dec 31, 2026",2,"€ 829,715",
Keegan Rosenberry,"€ 6,790","€ 353,070",,"Dec 31, 2027",3,"€ 1,059,210",
Michael Edwards,"€ 2,207","€ 114,748",,"Dec 31, 2025",1,"€ 114,748",
Calvin Harris,"€ 2,122","€ 110,334",,"Dec 31, 2025",1,"€ 110,334",
Oliver Larraz,"€ 1,697","€ 88,268",,"Dec 31, 2025",1,"€ 88,268",
Darren Yapi,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Jackson Travis,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Kimani Stewart-Baynes,"€ 1,212","€ 63,024",,"Dec 31, 2026",2,"€ 126,048",
Wayne Frederick,"€ 1,212","€ 63,024",,"Dec 31, 2026",2,"€ 126,048",
Adam Beaudry,"€ 1,212","€ 63,024",,"Dec 31, 2027",3,"€ 189,072",
Ian Murphy,,,,"Dec 31, 2026",2,,
Alex Harris,,,,"Dec 31, 2027",3,,
Josh Atencio,,,,"Dec 31, 2027",3,,
Nicolas Hansen,,,,"Dec 31, 2025",1,,
Daouda Amadou,,,,"Dec 31, 2025",1,,
Chidozie Awaziem,,,,"Dec 31, 2025",1,,
Sam Bassett,,,,"Dec 31, 2025",1,,
Ali Fadal,,,,"Dec 31, 2026",2,,
Theodore Ku-DiPietro,,,,"Dec 31, 2027",3,,
