Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Aleksey Miranchuk,"€ 40,739","€ 2,118,420",,"Dec 31, 2027",3,"€ 6,355,261",
Stian Gregersen,"€ 16,975","€ 882,675",,"Dec 31, 2027",3,"€ 2,648,025",
Saba Lobjanidze,"€ 15,277","€ 794,408",,"Dec 31, 2026",2,"€ 1,588,815",
Brooks Lennon,"€ 12,561","€ 653,180",,"Dec 31, 2025",1,"€ 653,180",
Luis Abram,"€ 12,430","€ 646,361",,"Dec 31, 2025",1,"€ 646,361",
Bartosz Slisz,"€ 10,694","€ 556,085",,"Dec 31, 2028",4,"€ 2,224,341",
Brad Guzan,"€ 10,185","€ 529,605",,"Dec 31, 2025",1,"€ 529,605",
Tristan Muyumba,"€ 8,912","€ 463,404",,"Dec 31, 2026",2,"€ 926,809",
Jamal Thiaré,"€ 8,487","€ 441,338",,"Dec 31, 2025",1,"€ 441,338",
Ronald Hernández,"€ 7,639","€ 397,204",,"Dec 31, 2025",1,"€ 397,204",
Edwin Mosquera,"€ 6,790","€ 353,070",,"Dec 31, 2025",1,"€ 353,070",
Derrick Williams,"€ 6,790","€ 353,070",,"Dec 31, 2025",1,"€ 353,070",
Josh Cohen,"€ 4,498","€ 233,909",,"Dec 31, 2025",1,"€ 233,909",
Pedro Amador,"€ 3,514","€ 182,714",,"Dec 31, 2026",2,"€ 365,427",
Efraín Morales,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Noah Cobb,"€ 1,523","€ 79,190",,"Dec 31, 2026",2,"€ 158,380",
Ajani Fortune,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Luke Brennan,"€ 1,212","€ 63,024",,"Dec 31, 2027",3,"€ 189,072",
Matthew Edwards,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Adyn Torres,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Will Reilly,,,,"Dec 31, 2025",1,,
Ashton Gordon,,,,"Dec 31, 2026",2,,
Cayman Togashi,,,,"Dec 31, 2025",1,,
Dominik Chong Qui,,,,"Dec 31, 2028",4,,
Emmanuel Latte Lath,,,,"Dec 31, 2028",4,,
Jayden Hibbert,,,,"Dec 31, 2025",1,,
Mateusz Klich,,,,"Dec 31, 2025",1,,
Miguel Almirón,,,,"Dec 31, 2027",3,,
