Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Rome Jayden Owusu-Oduro,Goalkeeper,"Jul 2, 2004 (20)","Netherlands, Ghana","1,90m",right,"Jul 1, 2023",,"Jun 30, 2028",€6.00m,https://www.transfermarkt.com/rome-jayden-owusu-oduro/profil/spieler/704772
41,Jeroen Zoet,Goalkeeper,"Jan 6, 1991 (34)",Netherlands,"1,89m",right,"Jul 15, 2024",,"Jun 30, 2027",€400k,https://www.transfermarkt.com/jeroen-zoet/profil/spieler/79045
12,Hobie Verhulst,Goalkeeper,"Apr 2, 1993 (32)",Netherlands,"1,92m",left,"Jul 1, 2020",,"Jun 30, 2025",€300k,https://www.transfermarkt.com/hobie-verhulst/profil/spieler/116471
13,Sem Westerveld,Goalkeeper,"Jul 18, 2002 (22)",Netherlands,"1,91m",,"Jul 1, 2022",,"Jun 30, 2026",€250k,https://www.transfermarkt.com/sem-westerveld/profil/spieler/595935
31,Daniël Virginio Deen,Goalkeeper,"Feb 13, 2003 (22)","Netherlands, Brazil","1,88m",,"Jul 1, 2024",,"Jun 30, 2025",€150k,https://www.transfermarkt.com/daniel-virginio-deen/profil/spieler/635371
3,Wouter Goes,Centre-Back,"Jun 10, 2004 (20)",Netherlands,"1,85m",right,"Jul 1, 2023",,"Jun 30, 2028",€8.00m,https://www.transfermarkt.com/wouter-goes/profil/spieler/646707
5,Alexandre Penetra,Centre-Back,"Sep 9, 2001 (23)",Portugal,"1,86m",right,"Jul 24, 2023",,"Jun 30, 2028",€7.00m,https://www.transfermarkt.com/alexandre-penetra/profil/spieler/479643
22,Maxim Dekker,Centre-Back,"Apr 21, 2004 (21)",Netherlands,"1,92m",left,"Jul 1, 2022",,"Jun 30, 2026",€1.00m,https://www.transfermarkt.com/maxim-dekker/profil/spieler/646704
4,Bruno Martins Indi,Centre-Back,"Feb 8, 1992 (33)","Netherlands, Portugal","1,85m",left,"Jul 5, 2021",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/bruno-martins-indi/profil/spieler/112052
24,Lewis Schouten,Centre-Back,"Feb 4, 2004 (21)",Netherlands,"1,91m",right,"Jul 1, 2023",,"Jun 30, 2027",€600k,https://www.transfermarkt.com/lewis-schouten/profil/spieler/801031
