Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
44,Andries Noppert,Goalkeeper,"Apr 7, 1994 (31)",Netherlands,"2,03m",left,"Jul 1, 2022",,"Jun 30, 2027",€1.00m,https://www.transfermarkt.com/andries-noppert/profil/spieler/276853
13,Mickey van der Hart,Goalkeeper,"Jun 13, 1994 (30)",Netherlands,"1,88m",left,"Aug 24, 2023",,"Jun 30, 2025",€600k,https://www.transfermarkt.com/mickey-van-der-hart/profil/spieler/207048
22,Bernt Klaverboer,Goalkeeper,"Sep 26, 2005 (19)",Netherlands,"1,90m",right,"Jul 1, 2023",,"Jun 30, 2025",€75k,https://www.transfermarkt.com/bernt-klaverboer/profil/spieler/725816
23,Jan Bekkema,Goalkeeper,"Apr 9, 1996 (29)",Netherlands,"1,86m",right,"Jul 1, 2020",,"Jun 30, 2025",€50k,https://www.transfermarkt.com/jan-bekkema/profil/spieler/312473
17,Nikolai Hopland,Centre-Back,"Jul 24, 2004 (20)",Norway,"1,90m",right,"Sep 2, 2024",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/nikolai-hopland/profil/spieler/894050
5,Pawel Bochniewicz,Centre-Back,"Jan 30, 1996 (29)",Poland,"1,94m",left,"Sep 10, 2020",,"Jun 30, 2026",€2.50m,https://www.transfermarkt.com/pawel-bochniewicz/profil/spieler/248395
3,Sam Kersten,Centre-Back,"Jan 30, 1998 (27)",Netherlands,"1,91m",right,"Jul 1, 2024",,"Jun 30, 2027",€800k,https://www.transfermarkt.com/sam-kersten/profil/spieler/430797
31,Jordy de Wijs,Centre-Back,"Jan 8, 1995 (30)",Netherlands,"1,89m",left,"Jan 2, 2025",,"Jun 30, 2025",€750k,https://www.transfermarkt.com/jordy-de-wijs/profil/spieler/215096
28,Hristiyan Petrov,Centre-Back,"Jun 24, 2002 (22)",Bulgaria,"1,86m",left,"Jan 9, 2025",,"Jun 30, 2029",€600k,https://www.transfermarkt.com/hristiyan-petrov/profil/spieler/628042
27,Mateja Milovanovic,Centre-Back,"Apr 18, 2004 (21)","Serbia, Netherlands","1,86m",left,"Jul 11, 2024",,"Jun 30, 2026",€300k,https://www.transfermarkt.com/mateja-milovanovic/profil/spieler/775242
11,Mats Köhlert,Left-Back,"May 2, 1998 (27)",Germany,"1,69m",left,"Jul 1, 2022",,"Jun 30, 2025",€4.00m,https://www.transfermarkt.com/mats-kohlert/profil/spieler/288067
45,Oliver Braude,Right-Back,"Feb 21, 2004 (21)",Norway,"1,74m",right,"Jul 1, 2023",,"Jun 30, 2027",€3.50m,https://www.transfermarkt.com/oliver-braude/profil/spieler/869067
2,Denzel Hall,Right-Back,"May 22, 2001 (23)","Netherlands, Jamaica","1,80m",right,"Jul 31, 2023",,"Jun 30, 2027",€450k,https://www.transfermarkt.com/denzel-hall/profil/spieler/412949
15,Hussein Ali,Right-Back,"Mar 1, 2002 (23)","Iraq, Sweden","1,80m",right,"Jul 19, 2022",,"Jun 30, 2025",€300k,https://www.transfermarkt.com/hussein-ali/profil/spieler/585325
16,Marcus Linday,Central Midfield,"Jun 2, 2003 (21)",Sweden,"1,86m",right,"Jan 1, 2025",,"Jun 30, 2029",€2.50m,https://www.transfermarkt.com/marcus-linday/profil/spieler/899163
21,Espen van Ee,Central Midfield,"Jul 5, 2003 (21)",Netherlands,"1,79m",right,"Jul 1, 2024",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/espen-van-ee/profil/spieler/607144
6,Amara Condé,Central Midfield,"Jan 6, 1997 (28)","Germany, Guinea","1,73m",right,"Jul 11, 2024",,"Jun 30, 2026",€900k,https://www.transfermarkt.com/amara-conde/profil/spieler/207580
8,Luuk Brouwers,Attacking Midfield,"May 3, 1998 (27)",Netherlands,"1,83m",right,"Jul 1, 2024",,"Jun 30, 2027",€2.50m,https://www.transfermarkt.com/luuk-brouwers/profil/spieler/369552
14,Levi Smans,Attacking Midfield,"Mar 25, 2003 (22)",Netherlands,"1,75m",right,"Jul 1, 2024",,"Jun 30, 2028",€1.80m,https://www.transfermarkt.com/levi-smans/profil/spieler/918365
28,Melle Witteveen,Attacking Midfield,"Jun 24, 2003 (21)",Netherlands,"1,74m",right,"Jul 1, 2024",,"Jun 30, 2025",€50k,https://www.transfermarkt.com/melle-witteveen/profil/spieler/603477
10,Ilias Sebaoui,Left Winger,"Oct 4, 2001 (23)","Morocco, Belgium","1,80m",right,"Jul 23, 2024",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/ilias-sebaoui/profil/spieler/852953
20,Jacob Trenskow,Right Winger,"Nov 26, 2000 (24)",Denmark,"1,78m",left,"Aug 9, 2024",,"Jun 30, 2028",€4.00m,https://www.transfermarkt.com/jacob-trenskow/profil/spieler/542684
30,Alireza Jahanbakhsh,Right Winger,"Aug 11, 1993 (31)","Iran, Netherlands","1,81m",right,"Nov 6, 2024",,"Jun 30, 2025",€2.30m,https://www.transfermarkt.com/alireza-jahanbakhsh/profil/spieler/213268
7,Ché Nunnely,Right Winger,"Feb 4, 1999 (26)","Suriname, Netherlands","1,70m",right,"Jan 19, 2023",,"Jun 30, 2025",€650k,https://www.transfermarkt.com/che-nunnely/profil/spieler/326030
50,Eser Gürbüz,Right Winger,"Mar 6, 2007 (18)","Netherlands, Türkiye",-,,"Feb 1, 2025",,"Jun 30, 2028",€350k,https://www.transfermarkt.com/eser-gurbuz/profil/spieler/1130803
24,Milos Lukovic,Centre-Forward,"Nov 18, 2005 (19)",Serbia,"1,84m",right,"Jan 6, 2025",,"Jun 30, 2025",€5.00m,https://www.transfermarkt.com/milos-lukovic/profil/spieler/845872
18,Ion Nicolaescu,Centre-Forward,"Sep 7, 1998 (26)","Moldova, Romania","1,84m",right,"Aug 7, 2023",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/ion-nicolaescu/profil/spieler/438310
26,Dimitris Rallis,Centre-Forward,"Mar 26, 2005 (20)","Greece, Netherlands","1,89m",right,"Jul 1, 2024",,"Jun 30, 2025",€650k,https://www.transfermarkt.com/dimitris-rallis/profil/spieler/747953
