Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Lars Unnerstall,Goalkeeper,"Jul 20, 1990 (34)",Germany,"1,98m",right,"Jul 1, 2021",,"Jun 30, 2027",€3.00m,https://www.transfermarkt.com/lars-unnerstall/profil/spieler/53696
22,Przemyslaw Tyton,Goalkeeper,"Jan 4, 1987 (38)",Poland,"1,95m",right,"Jul 1, 2022",,"Jun 30, 2025",€100k,https://www.transfermarkt.com/przemyslaw-tyton/profil/spieler/33210
21,Sam Karssies,Goalkeeper,"Feb 26, 2003 (22)",Netherlands,"1,86m",right,"Jul 1, 2022",,"Jun 30, 2028",€75k,https://www.transfermarkt.com/sam-karssies/profil/spieler/703779
2,Mees Hilgers,Centre-Back,"May 13, 2001 (23)","Indonesia, Netherlands","1,85m",right,"Oct 17, 2020",,"Jun 30, 2026",€7.00m,https://www.transfermarkt.com/mees-hilgers/profil/spieler/562702
3,Gustaf Lagerbielke,Centre-Back,"Apr 10, 2000 (25)",Sweden,"1,93m",right,"Aug 27, 2024",,"Jun 30, 2025",€4.00m,https://www.transfermarkt.com/gustaf-lagerbielke/profil/spieler/485395
38,Max Bruns,Centre-Back,"Nov 6, 2002 (22)",Netherlands,"1,86m",right,"Feb 17, 2021",,"Jun 30, 2026",€3.00m,https://www.transfermarkt.com/max-bruns/profil/spieler/618086
17,Alec Van Hoorenbeeck,Centre-Back,"Dec 30, 1998 (26)",Belgium,"1,87m",left,"Jul 1, 2024",,"Jun 30, 2026",€800k,https://www.transfermarkt.com/alec-van-hoorenbeeck/profil/spieler/405892
24,Juliën Mesbahi,Centre-Back,"Jan 31, 2006 (19)","Morocco, Netherlands","1,81m",right,"Jul 1, 2023",,"Jun 30, 2026",€175k,https://www.transfermarkt.com/julien-mesbahi/profil/spieler/895089
5,Bas Kuipers,Left-Back,"Aug 17, 1994 (30)",Netherlands,"1,80m",left,"Jul 1, 2024",,"Jun 30, 2028",€1.30m,https://www.transfermarkt.com/bas-kuipers/profil/spieler/187188
28,Bart van Rooij,Right-Back,"May 26, 2001 (23)",Netherlands,"1,74m",right,"Aug 23, 2024",,"Jun 30, 2028",€6.00m,https://www.transfermarkt.com/bart-van-rooij/profil/spieler/547499
47,Gerald Alders,Right-Back,"May 7, 2005 (19)","Netherlands, Namibia","1,79m",right,"Feb 4, 2025",,"Jun 30, 2025",€275k,https://www.transfermarkt.com/gerald-alders/profil/spieler/891854
4,Mathias Kjølø,Defensive Midfield,"Jun 27, 2001 (23)",Norway,"1,74m",right,"Jul 1, 2022",,"Jun 30, 2027",€1.80m,https://www.transfermarkt.com/mathias-kjolo/profil/spieler/528652
23,Michal Sadílek,Central Midfield,"May 31, 1999 (25)",Czech Republic,"1,69m",left,"Jul 1, 2022",,"Jun 30, 2026",€8.00m,https://www.transfermarkt.com/michal-sadilek/profil/spieler/321204
41,Gijs Besselink,Central Midfield,"Jun 16, 2004 (20)",Netherlands,"1,80m",right,"Sep 18, 2023",,"Jun 30, 2026",€600k,https://www.transfermarkt.com/gijs-besselink/profil/spieler/704075
29,Harrie Kuster,Central Midfield,"Sep 11, 2005 (19)",Netherlands,"1,83m",right,,,"Jun 30, 2026",€125k,https://www.transfermarkt.com/harrie-kuster/profil/spieler/936605
14,Sem Steijn,Attacking Midfield,"Nov 12, 2001 (23)",Netherlands,"1,73m",right,"Jul 1, 2022",,"Jun 30, 2028",€16.00m,https://www.transfermarkt.com/sem-steijn/profil/spieler/593519
18,Michel Vlap,Attacking Midfield,"Jun 2, 1997 (27)",Netherlands,"1,90m",right,"Jul 4, 2022",,"Jun 30, 2026",€4.00m,https://www.transfermarkt.com/michel-vlap/profil/spieler/342702
32,Arno Verschueren,Attacking Midfield,"Apr 8, 1997 (28)",Belgium,"1,85m",right,"Jan 28, 2025",,"Jun 30, 2028",€2.00m,https://www.transfermarkt.com/arno-verschueren/profil/spieler/250591
19,Younes Taha,Attacking Midfield,"Nov 27, 2002 (22)","Morocco, Netherlands","1,76m",left,"Jul 1, 2023",,"Jun 30, 2027",€1.30m,https://www.transfermarkt.com/younes-taha/profil/spieler/866328
30,Sayfallah Ltaief,Left Winger,"Apr 22, 2000 (25)","Tunisia, Switzerland","1,78m",right,"Jul 1, 2024",,"Jun 30, 2027",€2.00m,https://www.transfermarkt.com/sayfallah-ltaief/profil/spieler/388220
37,Naci Ünüvar,Left Winger,"Jun 13, 2003 (21)","Türkiye, Netherlands","1,68m",right,"Jan 16, 2025",,"Jun 30, 2028",€2.00m,https://www.transfermarkt.com/naci-unuvar/profil/spieler/508639
11,Daan Rots,Right Winger,"Jul 25, 2001 (23)",Netherlands,"1,79m",left,"Feb 17, 2021",,"Jun 30, 2027",€5.00m,https://www.transfermarkt.com/daan-rots/profil/spieler/591363
8,Taylor Booth,Right Winger,"May 31, 2001 (23)","United States, Italy","1,74m",right,"Feb 4, 2025",,"Jun 30, 2028",€2.50m,https://www.transfermarkt.com/taylor-booth/profil/spieler/513963
10,Sam Lammers,Centre-Forward,"Apr 30, 1997 (28)",Netherlands,"1,91m",both,"Jul 26, 2024",,"Jun 30, 2027",€4.00m,https://www.transfermarkt.com/sam-lammers/profil/spieler/386914
9,Ricky van Wolfswinkel,Centre-Forward,"Jan 27, 1989 (36)",Netherlands,"1,86m",right,"Jul 21, 2021",,"Jun 30, 2026",€450k,https://www.transfermarkt.com/ricky-van-wolfswinkel/profil/spieler/41355
25,Lucas Vennegoor of Hesselink,Centre-Forward,"Mar 14, 2006 (19)",Netherlands,"1,88m",left,,,"Jun 30, 2027",-,https://www.transfermarkt.com/lucas-vennegoor-of-hesselink/profil/spieler/997646
