Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
80,Ryan Fosso,Central Midfield,"Jun 17, 2002 (22)",Switzerland,"1,83m",right,"Jul 1, 2024",,"Jun 30, 2026",€1.00m,https://www.transfermarkt.com/ryan-fosso/profil/spieler/620832
22,Samuel Bastien,Central Midfield,"Sep 26, 1996 (28)","DR Congo, Belgium","1,75m",right,"Aug 8, 2024",,"Jun 30, 2027",€650k,https://www.transfermarkt.com/samuel-bastien/profil/spieler/289510
33,Ezequiel Bullaude,Attacking Midfield,"Oct 26, 2000 (24)","Argentina, Italy","1,84m",right,"Sep 2, 2024",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/ezequiel-bullaude/profil/spieler/627068
10,Alen Halilovic,Attacking Midfield,"Jun 18, 1996 (28)",Croatia,"1,69m",left,"Jul 18, 2023",,"Jun 30, 2026",€1.30m,https://www.transfermarkt.com/alen-halilovic/profil/spieler/226074
77,Luka Tunjic,Attacking Midfield,"Nov 19, 2005 (19)","Croatia, Bosnia-Herzegovina","1,83m",right,"Jul 24, 2024",,"Jun 30, 2026",€400k,https://www.transfermarkt.com/luka-tunjic/profil/spieler/915445
7,Kristoffer Peterson,Left Winger,"Nov 28, 1994 (30)",Sweden,"1,85m",right,"Jan 9, 2024",,"Jun 30, 2026",€800k,https://www.transfermarkt.com/kristoffer-peterson/profil/spieler/186704
11,Makan Aïko,Left Winger,"Jan 7, 2001 (24)","France, Cote d'Ivoire","1,80m",right,"Jul 1, 2024",,"Jun 30, 2026",€700k,https://www.transfermarkt.com/makan-aiko/profil/spieler/813152
28,Josip Mitrovic,Right Winger,"Jun 11, 2000 (24)",Croatia,"1,74m",right,"Jul 5, 2024",,"Jun 30, 2027",€550k,https://www.transfermarkt.com/josip-mitrovic/profil/spieler/464332
9,Kaj Sierhuis,Centre-Forward,"Apr 27, 1998 (27)",Netherlands,"1,80m",right,"Aug 2, 2023",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/kaj-sierhuis/profil/spieler/315283
19,Bojan Radulović,Centre-Forward,"Dec 29, 1999 (25)","Serbia, Spain","1,92m",right,"Feb 4, 2025",,"Jun 30, 2025",€1.00m,https://www.transfermarkt.com/bojan-radulovic/profil/spieler/516407
23,Alessio da Cruz,Centre-Forward,"Jan 18, 1997 (28)","Cape Verde, Netherlands","1,86m",right,"Jan 25, 2024",,"Jun 30, 2025",€600k,https://www.transfermarkt.com/alessio-da-cruz/profil/spieler/337670
17,Onur Demir,Centre-Forward,"Aug 23, 2002 (22)","Türkiye, Netherlands","1,80m",both,"Jul 10, 2024",,"Jun 30, 2026",€25k,https://www.transfermarkt.com/onur-demir/profil/spieler/614630
