Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Ante Rebić,"€ 35,577","€ 1,850,000",,"Jun 30, 2025",1,"€ 1,850,000",
Frédéric Guilbert,"€ 25,000","€ 1,300,000",,"Jun 30, 2026",2,"€ 2,600,000",
Federico Baschirotto,"€ 21,346","€ 1,110,000",,"Jun 30, 2026",2,"€ 2,220,000",
Wladimiro Falcone,"€ 21,346","€ 1,110,000",,"Jun 30, 2028",4,"€ 4,440,000",
Jesper Karlsson,"€ 19,808","€ 1,030,000","€ 260,000","Jun 30, 2025",1,"€ 1,030,000",
Nicola Sansone,"€ 19,231","€ 1,000,000",,"Jun 30, 2025",1,"€ 1,000,000",
Antonino Gallo,"€ 18,462","€ 960,000",,"Jun 30, 2026",2,"€ 1,920,000",
Lassana Coulibaly,"€ 14,808","€ 770,000",,"Jun 30, 2027",3,"€ 2,310,000",
Tete Morente,"€ 14,231","€ 740,000",,"Jun 30, 2027",3,"€ 2,220,000",
Filip Marchwinski,"€ 12,500","€ 650,000",,"Jun 30, 2028",4,"€ 2,600,000",
Gaby Jean,"€ 12,500","€ 650,000",,"Jun 30, 2027",3,"€ 1,950,000",
Lameck Banda,"€ 12,308","€ 640,000",,"Jun 30, 2026",2,"€ 1,280,000",
Joan González,"€ 12,308","€ 640,000",,"Jun 30, 2027",3,"€ 1,920,000",
Kialonda Gaspar,"€ 11,346","€ 590,000",,"Jun 30, 2027",3,"€ 1,770,000",
Ylber Ramadani,"€ 11,154","€ 580,000",,"Jun 30, 2026",2,"€ 1,160,000",
Santiago Pierotti,"€ 10,769","€ 560,000",,"Jun 30, 2027",3,"€ 1,680,000",
Christian Früchtl,"€ 10,769","€ 560,000",,"Jun 30, 2027",3,"€ 1,680,000",
Konan N’Dri,"€ 10,769","€ 560,000",,"Jun 30, 2027",3,"€ 1,680,000",
Rareș Burnete,"€ 10,769","€ 560,000",,"Jun 30, 2029",5,"€ 2,800,000",
Danilo Veiga,"€ 8,846","€ 460,000",,"Jun 30, 2027",3,"€ 1,380,000",
Nikola Krstović,"€ 8,654","€ 450,000",,"Jun 30, 2027",3,"€ 1,350,000",
Hamza Rafia,"€ 7,885","€ 410,000",,"Jun 30, 2026",2,"€ 820,000",
Balthazar Pierret,"€ 7,115","€ 370,000",,"Jun 30, 2027",3,"€ 1,110,000",
Medon Berisha,"€ 7,115","€ 370,000",,"Jun 30, 2028",4,"€ 1,480,000",
Tiago Gabriel,"€ 6,346","€ 330,000",,"Jun 30, 2027",3,"€ 990,000",
Mohamed Kaba,"€ 6,154","€ 320,000",,"Jun 30, 2027",3,"€ 960,000",
Marco Sala,"€ 5,385","€ 280,000",,"Jun 30, 2025",1,"€ 280,000",
Elijah Scott,"€ 5,385","€ 280,000",,"Jun 30, 2027",3,"€ 840,000",
Joel Voelkerling Persson,"€ 3,654","€ 190,000",,"Jun 30, 2027",3,"€ 570,000",
Vernon Addo,"€ 2,500","€ 130,000",,"Jun 30, 2027",3,"€ 390,000",
Jasper Samooja,"€ 2,308","€ 120,000",,"Jun 30, 2026",2,"€ 240,000",
Jeppe Corfitzen,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Sebastian Esposito,"€ 2,115","€ 110,000",,"Jun 30, 2025",1,"€ 110,000",
Thórir Jóhann Helgason,"€ 1,154","€ 60,000",,"Jun 30, 2025",1,"€ 60,000",
