Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Denis Bouanga,"€ 49,566","€ 2,577,411",,"Dec 31, 2027",3,"€ 7,732,234",
Olivier Giroud,"€ 47,529","€ 2,471,490",,"Dec 31, 2025",1,"€ 2,471,490",
Marlon,"€ 22,916","€ 1,191,611",,"Jun 30, 2025",1,"€ 1,191,611",
Aaron Long,"€ 21,384","€ 1,111,959",,"Dec 31, 2027",3,"€ 3,335,876",
Ryan Hollingshead,"€ 10,949","€ 569,325",,"Dec 31, 2025",1,"€ 569,325",
Timothy Tillman,"€ 10,185","€ 529,605",,"Dec 31, 2025",1,"€ 529,605",
David Martínez,"€ 8,487","€ 441,338",,"Dec 31, 2027",3,"€ 1,324,013",
Sergi Palencia,"€ 5,941","€ 308,940",,"Dec 31, 2025",1,"€ 308,940",
Hugo Lloris,"€ 5,941","€ 308,936",,"Dec 31, 2025",1,"€ 308,936",
Eddie Segura,"€ 4,244","€ 220,669",,"Dec 31, 2026",2,"€ 441,338",
Maxime Chanot,"€ 3,734","€ 194,189",,"Dec 31, 2025",1,"€ 194,189",
Nathan Ordaz,"€ 2,181","€ 113,424",,"Dec 31, 2025",1,"€ 113,424",
David Ochoa,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Thomas Hasal,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Lorenzo Dellavalle,"€ 1,212","€ 63,024",,"Dec 31, 2026",2,"€ 126,048",
Adrian Wibowo,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Yaw Yeboah,,,,"Dec 31, 2026",2,,
Adam Saldaña,,,,"Dec 31, 2025",1,,
Artem Smolyakov,,,,"Dec 31, 2028",4,,
Cengiz Ünder,,,,"Jun 30, 2025",1,,
Frankie Amaya,,,,"Dec 31, 2025",1,,
Igor Jesus,,,,"Dec 31, 2028",4,,
Jeremy Ebobisse,,,,"Dec 31, 2027",3,,
Jude Terry,,,,"Dec 31, 2027",3,,
Kenny Nielsen,,,,"Dec 31, 2025",1,,
Marco Delgado,,,,"Dec 31, 2028",4,,
Nkosi Tafari,,,,"Dec 31, 2025",1,,
Odin Holm,,,,"Dec 31, 2025",1,,
Ryan Raposo,,,,"Dec 31, 2025",1,,
