Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Jordan Henderson,"€ 90,000","€ 4,680,000","€ 2,600,000","Jun 30, 2026",2,"€ 9,360,000",
Daniele Rugani,"€ 75,385","€ 3,920,000",,"Jun 30, 2025",1,"€ 3,920,000",
Brian Brobbey,"€ 57,692","€ 3,000,000",,"Jun 30, 2027",3,"€ 9,000,000",
Steven Berghuis,"€ 56,731","€ 2,950,000","€ 1,960,000","Jun 30, 2027",3,"€ 8,850,000",
Josip Sutalo,"€ 48,077","€ 2,500,000",,"Jun 30, 2028",4,"€ 10,000,000",
Wout Weghorst,"€ 48,077","€ 2,500,000",,"Jun 30, 2026",2,"€ 5,000,000",
Bertrand Traoré,"€ 48,077","€ 2,500,000",,"Jun 30, 2026",2,"€ 5,000,000",
Branco van den Boomen,"€ 45,192","€ 2,350,000",,"Jun 30, 2027",3,"€ 7,050,000",
Owen Wijndal,"€ 27,692","€ 1,440,000",,"Jun 30, 2027",3,"€ 4,320,000",
Kenneth Taylor,"€ 23,077","€ 1,200,000",,"Jun 30, 2027",3,"€ 3,600,000",
Davy Klaassen,"€ 19,615","€ 1,020,000",,"Jun 30, 2025",1,"€ 1,020,000",
Jorrel Hato,"€ 19,615","€ 1,020,000",,"Jun 30, 2028",4,"€ 4,080,000",
Ahmetcan Kaplan,"€ 17,308","€ 900,000",,"Jun 30, 2027",3,"€ 2,700,000",
Amourricho Van Axel-Dongen,"€ 16,154","€ 840,000",,"Jun 30, 2027",3,"€ 2,520,000",
Christian Rasmussen,"€ 15,000","€ 780,000",,"Jun 30, 2027",3,"€ 2,340,000",
Youri Regeer,"€ 15,000","€ 780,000",,"Jun 30, 2029",5,"€ 3,900,000",
Youri Baas,"€ 13,077","€ 680,000",,"Jun 30, 2028",4,"€ 2,720,000",
Oliver Valaker Edvardsen,"€ 11,154","€ 580,000",,"Jun 30, 2028",4,"€ 2,320,000",
Matheus,"€ 11,154","€ 580,000",,"Jun 30, 2025",1,"€ 580,000",
Mika Godts,"€ 11,154","€ 580,000",,"Jun 30, 2029",5,"€ 2,900,000",
Anton Gaaei,"€ 11,154","€ 580,000",,"Jun 30, 2028",4,"€ 2,320,000",
Kian Fitz-Jim,"€ 10,000","€ 520,000",,"Jun 30, 2027",3,"€ 1,560,000",
Lucas Rosa,"€ 9,423","€ 490,000",,"Jun 30, 2029",5,"€ 2,450,000",
Remko Pasveer,"€ 9,423","€ 490,000",,"Jun 30, 2025",1,"€ 490,000",
Jay Gorter,"€ 8,077","€ 420,000",,"Jun 30, 2026",2,"€ 840,000",
Dies Janse,"€ 7,692","€ 400,000",,"Jun 30, 2028",4,"€ 1,600,000",
Julian Rijkhoff,"€ 4,615","€ 240,000",,"Jun 30, 2027",3,"€ 720,000",
