Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Rob Atkinson,"€ 17,790","€ 925,057",,"May 31, 2025",1,"€ 925,057",
Matt Ritchie,"€ 17,790","€ 925,057",,"Jun 30, 2026",2,"€ 1,850,114",
Colby Bishop,"€ 11,860","€ 616,705",,"Jun 30, 2028",4,"€ 2,466,819",
Jordan Archer,"€ 8,895","€ 462,528",,"Jun 30, 2026",2,"€ 925,057",
Andre Dozzell,"€ 8,895","€ 462,528",,"Jun 30, 2026",2,"€ 925,057",
Adil Aouchiche,"€ 8,302","€ 431,693",,"May 31, 2025",1,"€ 431,693",
Nicolas Schmid,"€ 8,302","€ 431,693",,"Jun 30, 2026",2,"€ 863,387",
Isaac Hayden,"€ 7,709","€ 400,858",,"May 31, 2025",1,"€ 400,858",
Jordan Williams,"€ 7,116","€ 370,023",,"Jun 30, 2027",3,"€ 1,110,068",
Conor Shaughnessy,"€ 5,930","€ 308,352",,"Jun 30, 2027",3,"€ 925,057",
Callum Lang,"€ 5,930","€ 308,352",,"Jun 30, 2026",2,"€ 616,705",
Cohen Bramall,"€ 5,930","€ 308,352",,"Jun 30, 2025",1,"€ 308,352",
Connor Ogilvie,"€ 5,930","€ 308,352",,"Jun 30, 2026",2,"€ 616,705",
Josh Murphy,"€ 5,930","€ 308,352",,"Jun 30, 2027",3,"€ 925,057",
Regan Poole,"€ 5,930","€ 308,352",,"Jun 30, 2027",3,"€ 925,057",
Marlon Pack,"€ 5,930","€ 308,352",,"Jun 30, 2026",2,"€ 616,705",
Kaide Gordon,"€ 5,930","€ 308,352",,"May 31, 2025",1,"€ 308,352",
Ben Killip,"€ 5,337","€ 277,517",,"Jun 30, 2025",1,"€ 277,517",
Abdoulaye Kamara,"€ 4,744","€ 246,682",,"Jun 30, 2028",4,"€ 986,727",
Zak Swanson,"€ 4,151","€ 215,847",,"Jun 30, 2025",1,"€ 215,847",
Ibane Bowat,"€ 4,151","€ 215,847",,"Jun 30, 2027",3,"€ 647,540",
Freddie Potts,"€ 4,151","€ 215,847",,"May 31, 2025",1,"€ 215,847",
Jacob Farrell,"€ 4,151","€ 215,847",,"Jun 30, 2028",4,"€ 863,387",
Terry Devlin,"€ 3,558","€ 185,011",,"Jun 30, 2028",4,"€ 740,046",
Harvey Blair,"€ 3,558","€ 185,011",,"Jun 30, 2027",3,"€ 555,034",
Kusini Yengi,"€ 3,558","€ 185,011",,"Jun 30, 2025",1,"€ 185,011",
Ryley Towler,"€ 3,558","€ 185,011",,"Jun 30, 2026",2,"€ 370,023",
Paddy Lane,"€ 2,372","€ 123,341",,"Jun 30, 2026",2,"€ 246,682",
Christian Saydee,"€ 2,372","€ 123,341",,"Jun 30, 2026",2,"€ 246,682",
Hayden Matthews,"€ 1,779","€ 92,506",,"Jun 30, 2029",5,"€ 462,528",
Mark O'Mahony,"€ 1,779","€ 92,506",,"May 31, 2025",1,"€ 92,506",
Thomas Waddingham,"€ 1,186","€ 61,670",,"Jun 30, 2028",4,"€ 246,682",
Toby Steward,€ 889,"€ 46,253",,"Jun 30, 2026",2,"€ 92,506",
