Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Vincent Aboubakar,"€ 48,077","€ 2,500,000",,"Jun 30, 2025",1,"€ 2,500,000",
Carlos Strandberg,"€ 19,615","€ 1,020,000",,"Jun 30, 2027",3,"€ 3,060,000",
Bilal Boutobba,"€ 11,538","€ 600,000",,"Jun 30, 2026",2,"€ 1,200,000",
Görkem Sağlam,"€ 11,538","€ 600,000",,"Jun 30, 2026",2,"€ 1,200,000",
Jonathan Okoronkwo,"€ 11,538","€ 600,000",,"Jun 30, 2027",3,"€ 1,800,000",
Abdulkadir Parmak,"€ 11,538","€ 600,000",,"Jun 30, 2025",1,"€ 600,000",
Francisco Calvo,"€ 11,154","€ 580,000",,"Jun 30, 2026",2,"€ 1,160,000",
Rui Pedro,"€ 9,231","€ 480,000",,"Jun 30, 2026",2,"€ 960,000",
Joelson Fernandes,"€ 8,269","€ 430,000",,"Jun 30, 2026",2,"€ 860,000",
Kamil Ahmet Çörekçi,"€ 8,077","€ 420,000",,"Jun 30, 2025",1,"€ 420,000",
Cemali Sertel,"€ 6,346","€ 330,000",,"Jun 30, 2025",1,"€ 330,000",
Chandrel Massanga,"€ 6,346","€ 330,000",,"Jun 30, 2027",3,"€ 990,000",
Guy-Marcelin Kilama,"€ 6,346","€ 330,000",,"Jun 30, 2026",2,"€ 660,000",
Lamine Diack,"€ 6,154","€ 320,000",,"Jun 30, 2025",1,"€ 320,000",
Visar Bekaj,"€ 4,808","€ 250,000",,"Jun 30, 2026",2,"€ 500,000",
Cengiz Demir,"€ 4,808","€ 250,000",,"Jun 30, 2025",1,"€ 250,000",
Funsho Bamgboye,"€ 4,808","€ 250,000",,"Jun 30, 2026",2,"€ 500,000",
Kerim Alıcı,"€ 4,808","€ 250,000",,"Jun 30, 2026",2,"€ 500,000",
Burak Yılmaz,"€ 4,423","€ 230,000",,"Jun 30, 2025",1,"€ 230,000",
Baran Sarka,"€ 2,885","€ 150,000",,"Jun 30, 2027",3,"€ 450,000",
Ali Yıldız,"€ 2,500","€ 130,000",,"Jun 30, 2028",4,"€ 520,000",
Demir Sarıcalı,"€ 2,500","€ 130,000",,"Jun 30, 2027",3,"€ 390,000",
Emir Dadük,"€ 1,346","€ 70,000",,"Jun 30, 2028",4,"€ 280,000",
Selimcan Temel,€ 577,"€ 30,000",,"Jun 30, 2026",2,"€ 60,000",
