Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Maxime Busi,"€ 22,692","€ 1,180,000",,"Jun 30, 2025",1,"€ 1,180,000",
Terence Kongolo,"€ 11,346","€ 590,000",,"Jun 30, 2026",2,"€ 1,180,000",
Sydney van Hooijdonk,"€ 11,346","€ 590,000",,"Jun 30, 2026",2,"€ 1,180,000",
Leo Greiml,"€ 9,423","€ 490,000",,"Jun 30, 2027",3,"€ 1,470,000",
Kamal Sowah,"€ 9,423","€ 490,000",,"Jun 30, 2027",3,"€ 1,470,000",
Saná Fernandes,"€ 7,500","€ 390,000",,"Jun 30, 2025",1,"€ 390,000",
Leo Sauer,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Konstantinos Lamprou,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Jan Van den Bergh,"€ 5,769","€ 300,000",,"Jun 30, 2026",2,"€ 600,000",
Matthew Garbett,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Elías Már Ómarsson,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Boy Kemper,"€ 4,615","€ 240,000",,"Jun 30, 2026",2,"€ 480,000",
Dominik Janosek,"€ 4,615","€ 240,000",,"Jun 30, 2025",1,"€ 240,000",
Kacper Kostorz,"€ 3,846","€ 200,000",,"Jun 30, 2025",1,"€ 200,000",
Boyd Lucassen,"€ 3,846","€ 200,000",,"Jun 30, 2027",3,"€ 600,000",
Clint Leemans,"€ 3,846","€ 200,000",,"Jun 30, 2026",2,"€ 400,000",
Fredrik Jensen,"€ 3,846","€ 200,000",,"Jun 30, 2026",2,"€ 400,000",
Max Balard,"€ 3,846","€ 200,000",,"Jun 30, 2027",3,"€ 600,000",
Daniel Bielica,"€ 3,462","€ 180,000",,"Jun 30, 2026",2,"€ 360,000",
Roy Kortsmit,"€ 2,885","€ 150,000",,"Jun 30, 2027",3,"€ 450,000",
Casper Staring,"€ 2,308","€ 120,000",,"Jun 30, 2026",2,"€ 240,000",
Roy Kuijpers,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Enes Mahmutovic,"€ 2,308","€ 120,000",,"Jun 30, 2026",2,"€ 240,000",
Raul Paula,"€ 1,923","€ 100,000",,"Jun 30, 2026",2,"€ 200,000",
Adam Kaied,"€ 1,346","€ 70,000",,"Jun 30, 2025",1,"€ 70,000",
Cherrion Valerius,"€ 1,346","€ 70,000",,"Jun 30, 2027",3,"€ 210,000",
Lars Mol,"€ 1,154","€ 60,000",,"Jun 30, 2026",2,"€ 120,000",
Aïmane Jaddi,€ 962,"€ 50,000",,"Jun 30, 2025",1,"€ 50,000",
Daan van Reeuwijk,€ 962,"€ 50,000",,"Jun 30, 2026",2,"€ 100,000",
Aron van Lare,€ 962,"€ 50,000",,"Jun 30, 2025",1,"€ 50,000",
