Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Carles Gil,"€ 67,898","€ 3,530,700",,"Dec 31, 2026",2,"€ 7,061,401",
Tomás Chancalay,"€ 16,126","€ 838,541",,"Dec 31, 2026",2,"€ 1,677,083",
Alhassan Yusuf,"€ 13,580","€ 706,140",,"Dec 31, 2027",3,"€ 2,118,420",
Andrew Farrell,"€ 11,606","€ 603,529",,"Dec 31, 2025",1,"€ 603,529",
Luca Langoni,"€ 10,354","€ 538,432",,"Dec 31, 2027",3,"€ 1,615,295",
Matt Polster,"€ 9,336","€ 485,471",,"Dec 31, 2025",1,"€ 485,471",
Aljaž Ivačič,"€ 6,535","€ 339,830",,"Dec 31, 2025",1,"€ 339,830",
Brandon Bye,"€ 6,365","€ 331,003",,"Dec 31, 2025",1,"€ 331,003",
Will Sands,"€ 2,122","€ 110,334",,"Dec 31, 2026",2,"€ 220,669",
Jack Panayotou,"€ 1,523","€ 79,190",,"Dec 31, 2026",2,"€ 158,380",
Malcolm Fry,"€ 1,212","€ 63,024",,"Dec 31, 2026",2,"€ 126,048",
Peyton Miller,"€ 1,212","€ 63,024",,"Dec 31, 2027",3,"€ 189,072",
Marcos Dias,,,,"Dec 31, 2025",1,,
Maximiliano Urruti,,,,"Dec 31, 2025",1,,
Tanner Beason,,,,"Dec 31, 2026",2,,
Alex Bono,,,,"Dec 31, 2026",2,,
Wyatt Omsberg,,,,"Dec 31, 2025",1,,
Allan Oyirwoth,,,,"Dec 31, 2028",4,,
Brayan Ceballos,,,,"Dec 31, 2027",3,,
Damario McIntosh,,,,"Dec 31, 2028",4,,
Donovan Parisian,,,,"Dec 31, 2026",2,,
Ignatius Ganago,,,,"Jun 30, 2025",1,,
Ilay Feingold,,,,"Dec 31, 2027",3,,
Jackson Yueill,,,,"Dec 31, 2027",3,,
Keegan Hughes,,,,"Dec 31, 2025",1,,
Leonardo Campana,,,,"Dec 31, 2027",3,,
Luis Díaz,,,,"Dec 31, 2025",1,,
Mamadou Fofana,,,,"Dec 31, 2027",3,,
