Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Ryan Gauld,"€ 48,887","€ 2,542,104",,"Dec 31, 2027",3,"€ 7,626,313",
Andrés Cubas,"€ 17,823","€ 926,809",,"Dec 31, 2026",2,"€ 1,853,618",
Sam Adekugbe,"€ 14,004","€ 728,207",,"Dec 31, 2026",2,"€ 1,456,414",
Mathías Laborda,"€ 13,580","€ 706,140",,"Dec 31, 2025",1,"€ 706,140",
Brian White,"€ 12,807","€ 665,978",,"Dec 31, 2027",3,"€ 1,997,935",
Tristan Blackmon,"€ 12,731","€ 662,006",,"Dec 31, 2027",3,"€ 1,986,019",
Yohei Takaoka,"€ 11,407","€ 593,158",,"Dec 31, 2025",1,"€ 593,158",
Pedro Vite,"€ 10,541","€ 548,141",,"Dec 31, 2025",1,"€ 548,141",
Ranko Veselinović,"€ 10,524","€ 547,259",,"Dec 31, 2026",2,"€ 1,094,517",
Bjørn Inge Utvik,"€ 7,639","€ 397,204",,"Dec 31, 2025",1,"€ 397,204",
Damir Kreilach,"€ 7,469","€ 388,377",,"Dec 31, 2025",1,"€ 388,377",
Sebastian Berhalter,"€ 5,602","€ 291,283",,"Dec 31, 2025",1,"€ 291,283",
Édier Ocampo,"€ 5,517","€ 286,869",,"Dec 31, 2027",3,"€ 860,608",
Ralph Priso-Mbongue,"€ 2,122","€ 110,334",,"Dec 31, 2025",1,"€ 110,334",
Belal Halbouni,"€ 1,867","€ 97,094",,"Dec 31, 2025",1,"€ 97,094",
Ali Ahmed,"€ 1,697","€ 88,268",,"Dec 31, 2025",1,"€ 88,268",
Isaac Boehmer,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
JC Ngando,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Giuseppe Bovalina,"€ 1,212","€ 63,024",,"Dec 31, 2026",2,"€ 126,048",
Jeevan Badwal,"€ 1,212","€ 63,024",,"Dec 31, 2027",3,"€ 189,072",
Jayden Nelson,,,,"Dec 31, 2028",4,,
Daniel Ríos,,,,"Dec 31, 2025",1,,
Emmanuel Sabbi,,,,"Dec 31, 2027",3,,
Adrián Zendejas,,,,"Dec 31, 2025",1,,
Tate Johnson,,,,"Dec 31, 2027",3,,
