Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Robin Lod,"€ 25,462","€ 1,324,013",,"Dec 31, 2025",1,"€ 1,324,013",
Kelvin Yeboah,"€ 20,794","€ 1,081,277",,"Dec 31, 2027",3,"€ 3,243,831",
Michael Boxall,"€ 11,458","€ 595,806",,"Dec 31, 2025",1,"€ 595,806",
Joaquín Pereyra,"€ 10,354","€ 538,432",,"Dec 31, 2027",3,"€ 1,615,295",
Bongokuhle Hlongwane,"€ 10,270","€ 534,018",,"Dec 31, 2027",3,"€ 1,602,055",
Sang-bin Jeong,"€ 9,773","€ 508,200",,"Dec 31, 2025",1,"€ 508,200",
Hassani Dotson,"€ 8,487","€ 441,338",,"Dec 31, 2025",1,"€ 441,338",
Dayne St Clair,"€ 7,808","€ 406,031",,"Dec 31, 2025",1,"€ 406,031",
Wil Trapp,"€ 6,790","€ 353,070",,"Dec 31, 2025",1,"€ 353,070",
Jefferson Díaz,"€ 5,941","€ 308,936",,"Dec 31, 2026",2,"€ 617,873",
DJ Taylor,"€ 2,716","€ 141,228",,"Dec 31, 2025",1,"€ 141,228",
Joseph Rosales,"€ 1,595","€ 82,961",,"Dec 31, 2027",3,"€ 248,883",
Alec Smir,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Anthony Markanich,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Devin Padelford,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Samuel Shashoua,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Tani Oluwaseyi,"€ 1,523","€ 79,190",,"Dec 31, 2027",3,"€ 237,570",
Morris Duggan,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Carlos Harvey,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Loïc Mesanvi,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Julian Gressel,,,,"Dec 31, 2026",2,,
Kipp Keller,,,,"Dec 31, 2025",1,,
Ho-yeon Jung,,,,"Dec 31, 2027",3,,
Nicolás Romero,,,,"Dec 31, 2027",3,,
Owen Gene,,,,"Dec 31, 2027",3,,
