Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Aaron Ramsey,"€ 59,299","€ 3,083,523",,"Jun 30, 2025",1,"€ 3,083,523",
Calum Chambers,"€ 53,369","€ 2,775,171",,"Jun 30, 2027",3,"€ 8,325,513",
Callum Robinson,"€ 41,509","€ 2,158,466",,"Jun 30, 2027",3,"€ 6,475,399",
Roko Simic,"€ 23,719","€ 1,233,409",,"Jun 30, 2028",4,"€ 4,933,637",
Anwar El Ghazi,"€ 23,719","€ 1,233,409",,"Jun 30, 2025",1,"€ 1,233,409",
Joe Ralls,"€ 23,719","€ 1,233,409",,"Jun 30, 2025",1,"€ 1,233,409",
David Turnbull,"€ 23,719","€ 1,233,409",,"Jun 30, 2027",3,"€ 3,700,228",
Jesper Daland,"€ 18,976","€ 986,727",,"Jun 30, 2028",4,"€ 3,946,910",
Ethan Horvath,"€ 17,790","€ 925,057",,"Jun 30, 2027",3,"€ 2,775,171",
Chris Willock,"€ 17,790","€ 925,057",,"Jun 30, 2027",3,"€ 2,775,171",
Andy Rinomhota,"€ 17,790","€ 925,057",,"Jun 30, 2025",1,"€ 925,057",
Perry Ng,"€ 17,790","€ 925,057",,"Jun 30, 2026",2,"€ 1,850,114",
Yakou Méïté,"€ 14,825","€ 770,881",,"Jun 30, 2025",1,"€ 770,881",
Callum O'Dowda,"€ 14,368","€ 747,161",,"Jun 30, 2028",4,"€ 2,988,646",
Sivert Mannsverk,"€ 13,639","€ 709,210",,"Jun 30, 2025",1,"€ 709,210",
Jamilu Collins,"€ 11,860","€ 616,705",,"Jun 30, 2025",1,"€ 616,705",
Alex Robertson,"€ 11,860","€ 616,705",,"Jun 30, 2028",4,"€ 2,466,819",
Jak Alnwick,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Ollie Tanner,"€ 8,895","€ 462,528",,"Jun 30, 2027",3,"€ 1,387,585",
Yousef Salech,"€ 8,895","€ 462,528",,"Jun 30, 2029",5,"€ 2,312,642",
Rubin Colwill,"€ 8,895","€ 462,528",,"Jun 30, 2027",3,"€ 1,387,585",
Will Fish,"€ 8,302","€ 431,693",,"Jun 30, 2028",4,"€ 1,726,773",
Isaak Davies,"€ 7,709","€ 400,858",,"Jun 30, 2026",2,"€ 801,716",
Dimitrios Goutas,"€ 5,930","€ 308,352",,"Jun 30, 2025",1,"€ 308,352",
Cian Ashford,"€ 5,337","€ 277,517",,"Jun 30, 2027",3,"€ 832,551",
Will Alves,"€ 1,779","€ 92,506",,"May 31, 2025",1,"€ 92,506",
Matthew Turner,"€ 1,779","€ 92,506",,"Jun 30, 2026",2,"€ 185,011",
Joel Bagan,"€ 1,779","€ 92,506",,"Jun 30, 2026",2,"€ 185,011",
