Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Kylian Mbappé,"€ 600,962","€ 31,250,000","€ 40,420,000","Jun 30, 2029",5,"€ 156,250,000",
David Alaba,"€ 432,692","€ 22,500,000",,"Jun 30, 2026",2,"€ 45,000,000","€ 850,000,000"
Vinicius Junior,"€ 400,577","€ 20,830,000","€ 4,170,000","Jun 30, 2027",3,"€ 62,490,000","€ 1,000,000,000"
Jude Bellingham,"€ 400,577","€ 20,830,000","€ 4,170,000","Jun 30, 2029",5,"€ 104,150,000","€ 1,000,000,000"
Federico Valverde,"€ 320,577","€ 16,670,000",,"Jun 30, 2029",5,"€ 83,350,000","€ 1,000,000,000"
Thibaut Courtois,"€ 288,462","€ 15,000,000",,"Jun 30, 2026",2,"€ 30,000,000","€ 700,000,000"
Antonio Rüdiger,"€ 280,385","€ 14,580,000","€ 4,170,000","Jun 30, 2026",2,"€ 29,160,000","€ 400,000,000"
Éder Militão,"€ 280,385","€ 14,580,000",,"Jun 30, 2028",4,"€ 58,320,000","€ 1,000,000,000"
Rodrygo,"€ 240,385","€ 12,500,000",,"Jun 30, 2028",4,"€ 50,000,000","€ 1,000,000,000"
Aurélien Tchouaméni,"€ 240,385","€ 12,500,000",,"Jun 30, 2028",4,"€ 50,000,000","€ 1,000,000,000"
Eduardo Camavinga,"€ 240,385","€ 12,500,000",,"Jun 30, 2029",5,"€ 62,500,000","€ 1,000,000,000"
Dani Ceballos,"€ 200,385","€ 10,420,000",,"Jun 30, 2027",3,"€ 31,260,000",
Daniel Carvajal,"€ 200,385","€ 10,420,000",,"Jun 30, 2026",2,"€ 20,840,000","€ 350,000,000"
Ferland Mendy,"€ 200,385","€ 10,420,000",,"Jun 30, 2028",4,"€ 41,680,000",
Luka Modric,"€ 200,385","€ 10,420,000",,"Jun 30, 2025",1,"€ 10,420,000",
Lucas Vázquez,"€ 180,385","€ 9,380,000",,"Jun 30, 2025",1,"€ 9,380,000",
Brahim Díaz,"€ 140,192","€ 7,290,000",,"Jun 30, 2027",3,"€ 21,870,000",
Raúl Asencio,"€ 120,192","€ 6,250,000",,"Jun 30, 2029",5,"€ 31,250,000",
Fran García,"€ 100,192","€ 5,210,000",,"Jun 30, 2027",3,"€ 15,630,000",
Arda Güler,"€ 100,000","€ 5,200,000",,"Jun 30, 2029",5,"€ 26,000,000",
Andriy Lunin,"€ 86,538","€ 4,500,000",,"Jun 30, 2030",6,"€ 27,000,000",
Endrick,"€ 80,000","€ 4,160,000",,"Jun 30, 2030",6,"€ 24,960,000",
Jesús Vallejo,"€ 34,615","€ 1,800,000",,"Jun 30, 2025",1,"€ 1,800,000",
