Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Suat Serdar,"€ 39,423","€ 2,050,000",,"Jun 30, 2028",4,"€ 8,200,000",
Nicolás Valentini,"€ 35,577","€ 1,850,000",,"Jun 30, 2025",1,"€ 1,850,000",
Amin Sarr,"€ 28,846","€ 1,500,000",,"Jun 30, 2025",1,"€ 1,500,000",
Domagoj Bradarić,"€ 24,615","€ 1,280,000",,"Jun 30, 2025",1,"€ 1,280,000",
Ondrej Duda,"€ 21,154","€ 1,100,000",,"Jun 30, 2025",1,"€ 1,100,000",
Davide Faraoni,"€ 17,885","€ 930,000",,"Jun 30, 2025",1,"€ 930,000",
Darko Lazović,"€ 15,962","€ 830,000",,"Jun 30, 2025",1,"€ 830,000",
Abdou Harroui,"€ 14,808","€ 770,000",,"Jun 30, 2028",4,"€ 3,080,000",
Cheikh Niasse,"€ 14,231","€ 740,000",,"Jun 30, 2025",1,"€ 740,000",
Flavius Daniliuc,"€ 12,308","€ 640,000",,"Jun 30, 2025",1,"€ 640,000",
Antoine Bernede,"€ 11,731","€ 610,000",,"Jun 30, 2025",1,"€ 610,000",
Daniel Mosquera,"€ 10,769","€ 560,000",,"Jun 30, 2028",4,"€ 2,240,000",
Casper Tengstedt,"€ 10,385","€ 540,000",,"Jun 30, 2025",1,"€ 540,000",
Martin Frese,"€ 10,000","€ 520,000",,"Jun 30, 2027",3,"€ 1,560,000",
Tomas Suslov,"€ 9,808","€ 510,000",,"Jun 30, 2027",3,"€ 1,530,000",
Lorenzo Montipò,"€ 9,615","€ 500,000",,"Jun 30, 2026",2,"€ 1,000,000",
Diego Coppola,"€ 8,846","€ 460,000",,"Jun 30, 2027",3,"€ 1,380,000",
Alessandro Berardi,"€ 8,846","€ 460,000",,"Jun 30, 2025",1,"€ 460,000",
Simone Perilli,"€ 8,846","€ 460,000",,"Jun 30, 2025",1,"€ 460,000",
Dailon Rocha Livramento,"€ 8,846","€ 460,000",,"Jun 30, 2028",4,"€ 1,840,000",
Daniele Ghilardi,"€ 8,846","€ 460,000",,"Jun 30, 2025",1,"€ 460,000",
Jackson Tchatchoua,"€ 8,654","€ 450,000",,"Jun 30, 2027",3,"€ 1,350,000",
Paweł Dawidowicz,"€ 7,308","€ 380,000",,"Jun 30, 2025",1,"€ 380,000",
Tobias Slotsager,"€ 7,115","€ 370,000",,"Jun 30, 2025",1,"€ 370,000",
Mathis Lambourde,"€ 6,346","€ 330,000",,"Jun 30, 2029",5,"€ 1,650,000",
Yllan Okou,"€ 5,385","€ 280,000",,"Jun 30, 2025",1,"€ 280,000",
Daniel Oyegoke,"€ 5,000","€ 260,000",,"Jun 30, 2028",4,"€ 1,040,000",
Junior Ajayi,"€ 3,654","€ 190,000",,"Jun 30, 2025",1,"€ 190,000",
Grigoris Kastanos,"€ 3,654","€ 190,000",,"Jun 30, 2025",1,"€ 190,000",
Alphadjo Cissè,"€ 2,115","€ 110,000",,"Jun 30, 2025",1,"€ 110,000",
