Temporada,Edad,Equipo,País,Comp,PJ_Dom,Mín_Dom,Gls_Dom,Ass_Dom,PJ_Nac,Mín_Nac,Gls_Nac,Ass_Nac,PJ_Int,Mín_Int,Gls_Int,Ass_Int,PJ_Tot,Mín_Tot,Gls_Tot,Ass_Tot,titular,Min,90s,Gls,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-TP/90,G+A-TP/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Tkl (Derribos),TklG,3.º def.,3.º cent.,3.º ataq.,Tkl (Desafios),Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err,Cmp,Int.,% Cmp,Dist. tot.,Dist. prg.,Cmp (cortos),Int. (cortos),% Cmp (cortos),Cmp (medios),Int. (medios),% Cmp (medios),Cmp (largos),Int. (largos),% Cmp (largos),Ass,xAG,xA,A-xAG,PC,1/3,PPA,CrAP,PrgP,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG,ACT,SCA90,PassLive_SCA,PassDead_SCA,HASTA_SCA,Dis_SCA,FR_SCA,Def_SCA,ACG,GCA90,PassLive_GCA,PassDead_GCA,HASTA_GCA,Dis_GCA,FR_GCA,Def_GCA,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera_expected,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Salario semanal,Salario anual,Notas,link
2023-2024,16,Sporting CP,ptPOR,1.Primeira Liga,,,,,,,,,,,0,0,Partidos,https://fbref.com/es/jugadores/19f53b56/Geovany-Quenda,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,14.0,10.0,8.0,4.0,13.0,29.0,44.8,16.0,21.0,1.0,20.0,11.0,33.0,21.0,0.0,880.0,1168.0,75.3,15432.0,4861.0,423.0,497.0,85.1,338.0,435.0,77.7,104.0,187.0,55.6,4.0,4.8,4.3,-0.8,52.0,65.0,48.0,8.0,120.0,1168.0,929.0,235.0,35.0,9.0,9.0,130.0,134.0,66.0,26.0,20.0,1.0,880.0,4.0,25.0,21.0,194.0,496.0,727.0,85.0,1399.0,78.0,37.0,47.4,36.0,46.2,794.0,4674.0,2632.0,96.0,44.0,40.0,38.0,15.0,868.0,213.0,2.0,44.0,13.0,29.5,1.81,0.53,0.05,0.15,18.5,3.0,0.0,0.0,3.4,3.4,0.08,-1.4,-1.4,110.0,4.52,68.0,26.0,11.0,1.0,2.0,2.0,16.0,0.66,10.0,2.0,2.0,0.0,1.0,1.0,,,,,0,,0,0,,1,,,,,,,,,,,,2.0,0.0,0.0,10.0,31.0,3.0,130.0,11.0,14.0,1.0,0.0,0.0,99.0,15.0,17.0,46.9,,,,
2024-2025,17,Sporting CP,ptPOR,1.Primeira Liga,31.0,"2,192",2.0,4.0,10.0,721.0,0.0,1.0,41.0,"2,913",2,5,Partidos,https://fbref.com/es/jugadores/19f53b56/Geovany-Quenda,,,26,"2,192",24.4,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,3.4,3.4,4.8,8.2,96.0,120.0,213.0,0.08,0.16,0.25,0.08,0.25,0.14,0.2,0.34,0.14,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,192",71.0,78.6,24.4,26,79.0,11,5,27.0,0,2.42,65.0,18.0,47.0,1.93,0.27,53.5,16.7,36.8,1.51,-0.13,,,,,,,,,,,,,,,,,,,,
