Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Gaëtan Laborde,"€ 74,038","€ 3,850,000",,"Jun 30, 2026",2,"€ 7,700,000",
Tanguy Ndombélé,"€ 70,000","€ 3,640,000",,"Jun 30, 2026",2,"€ 7,280,000",
Jonathan Clauss,"€ 63,077","€ 3,280,000",,"Jun 30, 2026",2,"€ 6,560,000",
Youssoufa Moukoko,"€ 57,692","€ 3,000,000","€ 3,000,000","Jun 30, 2025",1,"€ 3,000,000",
Jérémie Boga,"€ 53,462","€ 2,780,000",,"Jun 30, 2027",3,"€ 8,340,000",
Morgan Sanson,"€ 50,000","€ 2,600,000",,"Jun 30, 2027",3,"€ 7,800,000",
Baptiste Santamaria,"€ 38,462","€ 2,000,000",,"Jun 30, 2025",1,"€ 2,000,000",
Dante,"€ 23,077","€ 1,200,000",,"Jun 30, 2026",2,"€ 2,400,000",
Melvin Bard,"€ 20,962","€ 1,090,000",,"Jun 30, 2028",4,"€ 4,360,000",
Sofiane Diop,"€ 19,615","€ 1,020,000",,"Jun 30, 2027",3,"€ 3,060,000",
Youssouf Ndayishimiye,"€ 18,077","€ 940,000",,"Jun 30, 2027",3,"€ 2,820,000",
Terem Moffi,"€ 17,308","€ 900,000",,"Jun 30, 2027",3,"€ 2,700,000",
Mohamed-Ali Cho,"€ 17,308","€ 900,000",,"Jun 30, 2028",4,"€ 3,600,000",
Evann Guessand,"€ 17,308","€ 900,000",,"Jun 30, 2028",4,"€ 3,600,000",
Mohamed Abdelmonem,"€ 13,846","€ 720,000",,"Jun 30, 2028",4,"€ 2,880,000",
Moïse Bombito,"€ 13,846","€ 720,000",,"Jun 30, 2028",4,"€ 2,880,000",
Ali Abdi,"€ 13,846","€ 720,000",,"Jun 30, 2027",3,"€ 2,160,000",
Hicham Boudaoui,"€ 11,538","€ 600,000",,"Jun 30, 2027",3,"€ 1,800,000",
Maxime Dupé,"€ 8,077","€ 420,000",,"Jun 30, 2026",2,"€ 840,000",
Pablo Rosario,"€ 7,500","€ 390,000",,"Jun 30, 2025",1,"€ 390,000",
Marcin Bulka,"€ 6,923","€ 360,000",,"Jun 30, 2026",2,"€ 720,000",
Amidou Doumbouya,"€ 3,077","€ 160,000",,"Jun 30, 2026",2,"€ 320,000",
Teddy Boulhendi,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Antoine Mendy,"€ 2,308","€ 120,000",,"Jun 30, 2028",4,"€ 480,000",
Tom Louchet,"€ 2,308","€ 120,000",,"Jun 30, 2026",2,"€ 240,000",
Victor Orakpo,"€ 2,308","€ 120,000",,"Jun 30, 2028",4,"€ 480,000",
Badredine Bouanani,"€ 2,308","€ 120,000",,"Jun 30, 2029",5,"€ 600,000",
