Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Renato Sanches,"€ 133,077","€ 6,920,000",,"Jun 30, 2025",1,"€ 6,920,000",
Anatolii Trubin,"€ 74,038","€ 3,850,000",,"Jun 30, 2028",4,"€ 15,400,000","€ 100,000,000"
Ángel Di María,"€ 74,038","€ 3,850,000",,"Jun 30, 2025",1,"€ 3,850,000",
Arthur Cabral,"€ 74,038","€ 3,850,000",,"Jun 30, 2028",4,"€ 15,400,000","€ 100,000,000"
Orkun Kökçü,"€ 57,692","€ 3,000,000",,"Jun 30, 2028",4,"€ 12,000,000","€ 120,000,000"
Fredrik Aursnes,"€ 55,385","€ 2,880,000",,"Jun 30, 2029",5,"€ 14,400,000","€ 50,000,000"
Andrea Belotti,"€ 55,385","€ 2,880,000",,"Jun 30, 2025",1,"€ 2,880,000",
Vangelis Pavlidis,"€ 55,385","€ 2,880,000",,"Jun 30, 2029",5,"€ 14,400,000",
Kerem Aktürkoğlu,"€ 55,385","€ 2,880,000",,"Jun 30, 2029",5,"€ 14,400,000",
Nicolás Otamendi,"€ 48,462","€ 2,520,000",,"Jun 30, 2025",1,"€ 2,520,000",
Leandro Barreiro Martins,"€ 48,077","€ 2,500,000",,"Jun 30, 2029",5,"€ 12,500,000",
Samuel Dahl,"€ 36,923","€ 1,920,000",,"Jun 30, 2025",1,"€ 1,920,000",
Florentino,"€ 36,923","€ 1,920,000",,"Jun 30, 2027",3,"€ 5,760,000","€ 120,000,000"
Zeki Amdouni,"€ 35,577","€ 1,850,000",,"Jun 30, 2025",1,"€ 1,850,000",
Alexander Bah,"€ 31,346","€ 1,630,000",,"Jun 30, 2029",5,"€ 8,150,000","€ 60,000,000"
Tomás Araújo,"€ 31,346","€ 1,630,000",,"Jun 30, 2029",5,"€ 8,150,000","€ 80,000,000"
António Silva,"€ 30,000","€ 1,560,000",,"Jun 30, 2027",3,"€ 4,680,000","€ 100,000,000"
Bruma,"€ 29,615","€ 1,540,000",,"Jun 30, 2028",4,"€ 6,160,000",
Manu,"€ 27,885","€ 1,450,000",,"Jun 30, 2030",6,"€ 8,700,000",
Gianluca Prestianni,"€ 13,462","€ 700,000",,"Jun 30, 2029",5,"€ 3,500,000",
Adrian Bajrami,"€ 11,154","€ 580,000",,"Jun 30, 2029",5,"€ 2,900,000",
Tiago Gouveia,"€ 11,154","€ 580,000",,"Jun 30, 2028",4,"€ 2,320,000",
Samuel Soares,"€ 9,231","€ 480,000",,"Jun 30, 2027",3,"€ 1,440,000",
João Rego,"€ 7,308","€ 380,000",,"Jun 30, 2028",4,"€ 1,520,000",
Álvaro Fernandez,"€ 7,308","€ 380,000",,"Jun 30, 2029",5,"€ 1,900,000","€ 50,000,000"
Andreas Schjelderup,"€ 6,923","€ 360,000",,"Jun 30, 2028",4,"€ 1,440,000",
André Gomes,"€ 4,808","€ 250,000",,"Jun 30, 2028",4,"€ 1,000,000",
Leandro Santos,"€ 4,808","€ 250,000",,"Jun 30, 2025",1,"€ 250,000",
