Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Nemanja Radoja,"€ 24,443","€ 1,271,052",,"Dec 31, 2025",1,"€ 1,271,052",
Dániel Sallói,"€ 22,067","€ 1,147,478",,"Dec 31, 2026",2,"€ 2,294,955",
Joaquín Fernández,"€ 16,975","€ 882,675",,"Dec 31, 2025",1,"€ 882,675",
Erik Thommy,"€ 16,975","€ 882,675",,"Dec 31, 2025",1,"€ 882,675",
Khiry Shelton,"€ 11,882","€ 617,873",,"Dec 31, 2025",1,"€ 617,873",
Tim Leibold,"€ 10,185","€ 529,605",,"Dec 31, 2025",1,"€ 529,605",
Dany Rosero,"€ 8,657","€ 450,164",,"Dec 31, 2025",1,"€ 450,164",
Robert Voloder,"€ 7,639","€ 397,204",,"Dec 31, 2025",1,"€ 397,204",
Logan Ndenbe,"€ 6,790","€ 353,070",,"Dec 31, 2025",1,"€ 353,070",
John Pulskamp,"€ 3,395","€ 176,535",,"Dec 31, 2025",1,"€ 176,535",
Jake Davis,"€ 2,037","€ 105,921",,"Dec 31, 2027",3,"€ 317,763",
Zorhan Bassong,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Memo Rodríguez,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Stephen Afrifa,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Ian James,"€ 1,212","€ 63,024",,"Dec 31, 2027",3,"€ 189,072",
Ryan Schewe,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Andrew Brody,,,,"Dec 31, 2025",1,,
Jack Kortkamp,,,,"Dec 31, 2027",3,,
Santiago Muñoz,,,,"Dec 31, 2025",1,,
Shapi Suleymanov,,,,"Dec 31, 2026",2,,
Dejan Joveljić,,,,"Dec 31, 2027",3,,
Jacob Bartlett,,,,"Dec 31, 2027",3,,
Jansen Miller,,,,"Dec 31, 2025",1,,
Manu García,,,,"Dec 31, 2027",3,,
Mason Toye,,,,"Dec 31, 2025",1,,
