Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Bram Nuytinck,"€ 18,846","€ 980,000",,"Jun 30, 2026",2,"€ 1,960,000",
Lars Olden Larsen,"€ 15,000","€ 780,000",,"Jun 30, 2027",3,"€ 2,340,000",
Thomas Ouwejan,"€ 14,423","€ 750,000",,"Jun 30, 2027",3,"€ 2,250,000",
Philippe Sandler,"€ 11,154","€ 580,000",,"Jun 30, 2029",5,"€ 2,900,000",
Calvin Verdonk,"€ 11,154","€ 580,000",,"Jun 30, 2028",4,"€ 2,320,000",
Stijn van Gassel,"€ 9,423","€ 490,000",,"Jun 30, 2026",2,"€ 980,000",
Vito van Crooij,"€ 9,423","€ 490,000",,"Jun 30, 2027",3,"€ 1,470,000",
Iván Márquez,"€ 8,654","€ 450,000",,"Jun 30, 2025",1,"€ 450,000",
Dirk Proper,"€ 6,923","€ 360,000",,"Jun 30, 2026",2,"€ 720,000",
Sontje Hansen,"€ 6,923","€ 360,000",,"Jun 30, 2027",3,"€ 1,080,000",
Başar Önal,"€ 6,731","€ 350,000",,"Jun 30, 2028",4,"€ 1,400,000",
Lasse Schöne,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Koki Ogawa,"€ 5,769","€ 300,000",,"Jun 30, 2027",3,"€ 900,000",
Sami Ouaissa,"€ 4,808","€ 250,000",,"Jun 30, 2028",4,"€ 1,000,000",
Bryan Linssen,"€ 4,615","€ 240,000",,"Jun 30, 2026",2,"€ 480,000",
Lefteris Lyratzis,"€ 4,615","€ 240,000",,"Jun 30, 2025",1,"€ 240,000",
Mees Hoedemakers,"€ 3,462","€ 180,000",,"Jun 30, 2027",3,"€ 540,000",
Kas de Wit,"€ 2,885","€ 150,000",,"Jun 30, 2025",1,"€ 150,000",
Robin Roefs,"€ 1,923","€ 100,000",,"Jun 30, 2028",4,"€ 400,000",
Omar Jamil,"€ 1,731","€ 90,000",,"Jun 30, 2025",1,"€ 90,000",
Kodai Sano,"€ 1,731","€ 90,000",,"Jun 30, 2028",4,"€ 360,000",
Rijk Janse,"€ 1,538","€ 80,000",,"Jun 30, 2025",1,"€ 80,000",
Thomas Reinders,"€ 1,538","€ 80,000",,"Jun 30, 2025",1,"€ 80,000",
Argyris Darelas,"€ 1,346","€ 70,000",,"Jun 30, 2026",2,"€ 140,000",
Kento Shiogai,"€ 1,346","€ 70,000",,"Jun 30, 2028",4,"€ 280,000",
Luc Nieuwenhuijs,"€ 1,154","€ 60,000",,"Jun 30, 2027",3,"€ 180,000",
D'Leanu Arts,"€ 1,154","€ 60,000",,"Jun 30, 2025",1,"€ 60,000",
Brayann Pereira,"€ 1,154","€ 60,000",,"Jun 30, 2027",3,"€ 180,000",
