Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Hernani,"€ 53,462","€ 2,780,000",,"Jun 30, 2026",2,"€ 5,560,000",
Dennis Man,"€ 36,923","€ 1,920,000","€ 640,000","Jun 30, 2027",3,"€ 5,760,000",
Enrico Del Prato,"€ 32,115","€ 1,670,000",,"Jun 30, 2027",3,"€ 5,010,000",
Matteo Cancellieri,"€ 28,462","€ 1,480,000",,"Jun 30, 2025",1,"€ 1,480,000",
Mandela Keita,"€ 26,731","€ 1,390,000",,"Jun 30, 2029",5,"€ 6,950,000",
Nahuel Estévez,"€ 21,346","€ 1,110,000",,"Jun 30, 2026",2,"€ 2,220,000",
Pontus Almqvist,"€ 21,346","€ 1,110,000",,"Jun 30, 2027",3,"€ 3,330,000",
Milan Djuric,"€ 19,808","€ 1,030,000",,"Jun 30, 2026",2,"€ 2,060,000",
Adrián Bernabé,"€ 19,808","€ 1,030,000",,"Jun 30, 2027",3,"€ 3,090,000",
Zion Suzuki,"€ 17,885","€ 930,000",,"Jun 30, 2029",5,"€ 4,650,000",
Alessandro Circati,"€ 17,885","€ 930,000",,"Jun 30, 2029",5,"€ 4,650,000",
Alessandro Vogliacco,"€ 17,885","€ 930,000",,"Jun 30, 2025",1,"€ 930,000",
Emanuele Valeri,"€ 17,885","€ 930,000",,"Jun 30, 2027",3,"€ 2,790,000",
Jacob Ondrejka,"€ 17,885","€ 930,000",,"Jun 30, 2029",5,"€ 4,650,000",
Yordan Osorio,"€ 14,808","€ 770,000",,"Jun 30, 2025",1,"€ 770,000",
Adrian Benedyczak,"€ 14,808","€ 770,000",,"Jun 30, 2028",4,"€ 3,080,000",
Lautaro Valenti,"€ 14,808","€ 770,000",,"Jun 30, 2027",3,"€ 2,310,000",
Mathias Fjørtoft Løvik,"€ 14,231","€ 740,000",,"Jun 30, 2029",5,"€ 3,700,000",
Botond Balogh,"€ 14,231","€ 740,000",,"Jun 30, 2027",3,"€ 2,220,000",
Simon Sohm,"€ 12,308","€ 640,000",,"Jun 30, 2027",3,"€ 1,920,000",
Gabriel Charpentier,"€ 11,346","€ 590,000",,"Jun 30, 2026",2,"€ 1,180,000",
Valentin Mihăilă,"€ 11,154","€ 580,000",,"Jun 30, 2027",3,"€ 1,740,000",
Giovanni Leoni,"€ 10,769","€ 560,000",,"Jun 30, 2029",5,"€ 2,800,000",
Mateo Pellegrino,"€ 10,769","€ 560,000",,"Jun 30, 2029",5,"€ 2,800,000",
Ange-Yoan Bonny,"€ 10,385","€ 540,000",,"Jun 30, 2027",3,"€ 1,620,000",
Edoardo Corvi,"€ 5,385","€ 280,000",,"Jun 30, 2027",3,"€ 840,000",
Antoine Hainaut,"€ 5,000","€ 260,000",,"Jun 30, 2026",2,"€ 520,000",
Anas Haj Mohamed,"€ 4,231","€ 220,000",,"Jun 30, 2026",2,"€ 440,000",
Drissa Camara,"€ 3,269","€ 170,000",,"Jun 30, 2025",1,"€ 170,000",
Richard Marcone,"€ 2,885","€ 150,000",,"Jun 30, 2025",1,"€ 150,000",
Mateusz Kowalski,"€ 2,115","€ 110,000",,"Jun 30, 2028",4,"€ 440,000",
