Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Mickaël Tirpan,"€ 6,731","€ 350,000",,"Jun 30, 2026",2,"€ 700,000",
Thomas Didillon,"€ 6,731","€ 350,000",,"Jun 30, 2026",2,"€ 700,000",
Nick Doodeman,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Tommy St Jago,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Boris Lambert,"€ 5,769","€ 300,000",,"Jun 30, 2028",4,"€ 1,200,000",
Kyan Vaesen,"€ 5,192","€ 270,000",,"Jun 30, 2025",1,"€ 270,000",
Rúnar Thór Sigurgeirsson,"€ 4,615","€ 240,000",,"Jun 30, 2026",2,"€ 480,000",
Patrick Joosten,"€ 4,615","€ 240,000",,"Jun 30, 2025",1,"€ 240,000",
Jesse Bosch,"€ 4,615","€ 240,000",,"Jun 30, 2027",3,"€ 720,000",
Emilio Kehrer,"€ 4,615","€ 240,000",,"Jun 30, 2027",3,"€ 720,000",
Erik Schouten,"€ 4,615","€ 240,000",,"Jun 30, 2025",1,"€ 240,000",
Raffael Behounek,"€ 3,462","€ 180,000",,"Jun 30, 2026",2,"€ 360,000",
Ringo Meerveld,"€ 3,462","€ 180,000",,"Jun 30, 2026",2,"€ 360,000",
Youssuf Sylla,"€ 3,269","€ 170,000",,"Jun 30, 2025",1,"€ 170,000",
Jeremy Bokila,"€ 2,885","€ 150,000",,"Jun 30, 2025",1,"€ 150,000",
Amine Lachkar,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
Cisse Sandra,"€ 1,923","€ 100,000",,"Jun 30, 2025",1,"€ 100,000",
Rob Nizet,"€ 1,923","€ 100,000",,"Jun 30, 2025",1,"€ 100,000",
Dani Mathieu,"€ 1,731","€ 90,000",,"Jun 30, 2026",2,"€ 180,000",
Maarten Schut,"€ 1,538","€ 80,000",,"Jun 30, 2025",1,"€ 80,000",
Dennis Kaygın,"€ 1,538","€ 80,000",,"Jun 30, 2025",1,"€ 80,000",
Miodrag Pivas,"€ 1,346","€ 70,000",,"Jun 30, 2025",1,"€ 70,000",
Per van Loon,"€ 1,154","€ 60,000",,"Jun 30, 2026",2,"€ 120,000",
Amar Fatah,"€ 1,154","€ 60,000",,"Jun 30, 2025",1,"€ 60,000",
Jens Mathijsen,"€ 1,154","€ 60,000",,"Jun 30, 2027",3,"€ 180,000",
Connor van den Berg,"€ 1,154","€ 60,000",,"Jun 30, 2025",1,"€ 60,000",
