Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Rochinha,"€ 16,538","€ 860,000",,"Jun 30, 2027",3,"€ 2,580,000",
Mario González,"€ 15,385","€ 800,000",,"Jun 30, 2025",1,"€ 800,000",
Gil Dias,"€ 13,077","€ 680,000",,"Jun 30, 2027",3,"€ 2,040,000",
Rafa Soares,"€ 11,154","€ 580,000",,"Jun 30, 2026",2,"€ 1,160,000",
Sorriso,"€ 11,154","€ 580,000",,"Jun 30, 2025",1,"€ 580,000",
Calegari,"€ 10,962","€ 570,000",,"Jun 30, 2025",1,"€ 570,000",
Tom van de Looi,"€ 10,000","€ 520,000",,"Jun 30, 2027",3,"€ 1,560,000",
Simon Elisor,"€ 9,231","€ 480,000",,"Jun 30, 2028",4,"€ 1,920,000",
Mirko Topić,"€ 9,231","€ 480,000",,"Jun 30, 2027",3,"€ 1,440,000",
Gustavo Sá,"€ 5,769","€ 300,000",,"Jun 30, 2029",5,"€ 1,500,000",
Rodrigo Pinheiro,"€ 5,769","€ 300,000",,"Jun 30, 2028",4,"€ 1,200,000",
Leonardo Realpe,"€ 5,385","€ 280,000",,"Jun 30, 2025",1,"€ 280,000",
Riccieli,"€ 5,192","€ 270,000",,"Jun 30, 2027",3,"€ 810,000",
Enea Mihaj,"€ 5,192","€ 270,000",,"Jun 30, 2025",1,"€ 270,000",
Mathias de Amorim,"€ 4,808","€ 250,000",,"Jun 30, 2028",4,"€ 1,000,000",
Vaclav Sejk,"€ 3,846","€ 200,000",,"Jun 30, 2025",1,"€ 200,000",
Óscar Aranda,"€ 3,462","€ 180,000",,"Jun 30, 2026",2,"€ 360,000",
Justin de Haas,"€ 3,462","€ 180,000",,"Jun 30, 2026",2,"€ 360,000",
Lazar Carević,"€ 2,885","€ 150,000",,"Jun 30, 2028",4,"€ 600,000",
Otso Liimatta,"€ 2,885","€ 150,000",,"Jun 30, 2027",3,"€ 450,000",
Otar Mamageishvili,"€ 2,308","€ 120,000",,"Jun 30, 2029",5,"€ 600,000",
Samuel Lobato,"€ 1,731","€ 90,000",,"Jun 30, 2026",2,"€ 180,000",
Ivan Zlobin,"€ 1,538","€ 80,000",,"Jun 30, 2025",1,"€ 80,000",
Pedro Bondo,"€ 1,346","€ 70,000",,"Jun 30, 2029",5,"€ 350,000",
Yassir Zabiri,"€ 1,346","€ 70,000",,"Jun 30, 2028",4,"€ 280,000",
Hugo Cunha,"€ 1,154","€ 60,000",,"Jun 30, 2026",2,"€ 120,000",
Leonardo Oliveira,"€ 1,154","€ 60,000",,"Jun 30, 2025",1,"€ 60,000",
