Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Aaron Ramsdale,"€ 142,316","€ 7,400,456",,"Jun 30, 2028",4,"€ 29,601,824",
Jan Bednarek,"€ 83,018","€ 4,316,933",,"Jun 30, 2027",3,"€ 12,950,798","€ 7,115,823"
Joe Aribo,"€ 83,018","€ 4,316,933",,"Jun 30, 2026",2,"€ 8,633,865",
Adam Lallana,"€ 53,369","€ 2,775,171",,"Jun 30, 2025",1,"€ 2,775,171",
Jack Stephens,"€ 53,369","€ 2,775,171",,"Jun 30, 2025",1,"€ 2,775,171",
Lesley Ugochukwu,"€ 53,369","€ 2,775,171",,"May 31, 2025",1,"€ 2,775,171",
Yukinari Sugawara,"€ 47,439","€ 2,466,819",,"Jun 30, 2028",4,"€ 9,867,275",
Alex McCarthy,"€ 47,439","€ 2,466,819",,"Jun 30, 2026",2,"€ 4,933,637",
Cameron Archer,"€ 47,439","€ 2,466,819",,"Jun 30, 2028",4,"€ 9,867,275",
Kamaldeen Sulemana,"€ 47,439","€ 2,466,819",,"Jun 30, 2027",3,"€ 7,400,456",
Ryan Fraser,"€ 47,439","€ 2,466,819",,"Jun 30, 2026",2,"€ 4,933,637",
Charlie Taylor,"€ 35,579","€ 1,850,114",,"Jun 30, 2026",2,"€ 3,700,228",
Flynn Downes,"€ 35,579","€ 1,850,114",,"Jun 30, 2028",4,"€ 7,400,456",
Adam Armstrong,"€ 35,579","€ 1,850,114",,"Jun 30, 2027",3,"€ 5,550,342",
Paul Onuachu,"€ 35,579","€ 1,850,114",,"Jun 30, 2026",2,"€ 3,700,228",
Will Smallbone,"€ 29,649","€ 1,541,762",,"Jun 30, 2026",2,"€ 3,083,523",
Mateus Fernandes,"€ 23,719","€ 1,233,409",,"Jun 30, 2029",5,"€ 6,167,047",
Kyle Walker-Peters,"€ 23,719","€ 1,233,409",,"Jun 30, 2025",1,"€ 1,233,409",
Ross Stewart,"€ 23,719","€ 1,233,409",,"Jun 30, 2026",2,"€ 2,466,819",
Albert Grønbaek,"€ 21,347","€ 1,110,068",,"Jun 30, 2025",1,"€ 1,110,068",
Ryan Manning,"€ 17,790","€ 925,057",,"Jun 30, 2027",3,"€ 2,775,171",
Welington,"€ 17,790","€ 925,057",,"Jun 30, 2025",1,"€ 925,057",
Armel Bella-Kotchap,"€ 17,790","€ 925,057",,"Jun 30, 2026",2,"€ 1,850,114",
Ronnie Edwards,"€ 17,790","€ 925,057",,"Jun 30, 2028",4,"€ 3,700,228",
Nathan Wood,"€ 17,790","€ 925,057",,"Jun 30, 2028",4,"€ 3,700,228",
Juan Larios,"€ 17,790","€ 925,057",,"Jun 30, 2027",3,"€ 2,775,171",
Joe Lumley,"€ 11,860","€ 616,705",,"Jun 30, 2025",1,"€ 616,705",
James Bree,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Joachim Kayi Sanda,"€ 9,488","€ 493,364",,"Jun 30, 2029",5,"€ 2,466,819",
Taylor Harwood-Bellis,"€ 8,895","€ 462,528",,"Jun 30, 2028",4,"€ 1,850,114",
Kuryu Matsuki,"€ 8,895","€ 462,528",,"Jun 30, 2028",4,"€ 1,850,114",
Shea Charles,"€ 8,302","€ 431,693",,"Jun 30, 2027",3,"€ 1,295,080",
Tyler Dibling,"€ 5,930","€ 308,352",,"Jun 30, 2027",3,"€ 925,057",
Gavin Bazunu,"€ 5,930","€ 308,352",,"Jun 30, 2027",3,"€ 925,057",
Dom Ballard,"€ 3,558","€ 185,011",,"Jun 30, 2026",2,"€ 370,023",
Joe O'Brien-Whitmarsh,,,,"Jun 30, 2027",3,,
Nico Lawrence,,,,"Jun 30, 2025",1,,
Ben Brereton,,,,"Jun 30, 2028",4,,
Samuel Edozie,,,,"Jun 30, 2027",3,,
Juan,,,,"Jun 30, 2025",1,,
