Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Joseph Okumu,"€ 31,538","€ 1,640,000",,"Jun 30, 2028",4,"€ 6,560,000",
Keito Nakamura,"€ 31,538","€ 1,640,000",,"Jun 30, 2028",4,"€ 6,560,000",
Mohamed Daramy,"€ 28,846","€ 1,500,000",,"Jun 30, 2028",4,"€ 6,000,000",
Jordan Siebatcheu,"€ 28,077","€ 1,460,000",,"Jun 30, 2027",3,"€ 4,380,000",
Junya Ito,"€ 23,077","€ 1,200,000",,"Jun 30, 2026",2,"€ 2,400,000",
Cédric Kipré,"€ 20,962","€ 1,090,000",,"Jun 30, 2027",3,"€ 3,270,000",
Gabriel Moscardo,"€ 17,308","€ 900,000",,"Jun 30, 2025",1,"€ 900,000",
Sergio Akieme,"€ 17,308","€ 900,000",,"Jun 30, 2028",4,"€ 3,600,000",
Teddy Teuma,"€ 16,346","€ 850,000",,"Jun 30, 2027",3,"€ 2,550,000",
Mory Gbane,"€ 15,769","€ 820,000",,"Jun 30, 2029",5,"€ 4,100,000",
Reda Khadra,"€ 13,462","€ 700,000",,"Jun 30, 2027",3,"€ 2,100,000",
Yehvann Diouf,"€ 11,538","€ 600,000",,"Jun 30, 2027",3,"€ 1,800,000",
Oumar Diakité,"€ 9,615","€ 500,000",,"Jun 30, 2028",4,"€ 2,000,000",
Aurélio Buta,"€ 9,231","€ 480,000",,"Jun 30, 2025",1,"€ 480,000",
Yaya Fofana,"€ 8,846","€ 460,000",,"Jun 30, 2029",5,"€ 2,300,000",
Valentin Atangana,"€ 8,846","€ 460,000",,"Jun 30, 2027",3,"€ 1,380,000",
Ludovic Butelle,"€ 6,731","€ 350,000",,"Jun 30, 2025",1,"€ 350,000",
Alexandre Olliero,"€ 6,154","€ 320,000",,"Jun 30, 2026",2,"€ 640,000",
Malcolm Jeng,"€ 6,154","€ 320,000",,"Jun 30, 2029",5,"€ 1,600,000",
Hiroki Sekine,"€ 5,385","€ 280,000",,"Jun 30, 2029",5,"€ 1,400,000",
John Patrick,"€ 2,692","€ 140,000",,"Jun 30, 2029",5,"€ 700,000",
Mamadou Diakhon,"€ 2,692","€ 140,000",,"Jun 30, 2026",2,"€ 280,000",
Amadou Koné,"€ 2,692","€ 140,000",,"Jun 30, 2028",4,"€ 560,000",
Abdoul Koné,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
Nhoa Sangui,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
