Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Fernando Muslera,Goalkeeper,"Jun 16, 1986 (38)","Uruguay, Italy","1,90m",right,"Aug 11, 2011",,"Jun 30, 2025",€1.00m,https://www.transfermarkt.com/fernando-muslera/profil/spieler/58088
19,Günay Güvenç,Goalkeeper,"Jun 25, 1991 (33)","Türkiye, Germany","1,87m",right,"Aug 1, 2023",,"Jun 30, 2026",€500k,https://www.transfermarkt.com/gunay-guvenc/profil/spieler/114422
50,Jankat Yılmaz,Goalkeeper,"Aug 16, 2004 (20)",Türkiye,"1,93m",left,"Jul 1, 2022",,"Jun 30, 2027",€250k,https://www.transfermarkt.com/jankat-yilmaz/profil/spieler/727077
38,Atakan Ordu,Goalkeeper,"Mar 29, 2005 (20)",Türkiye,"1,90m",right,"Jul 1, 2023",,"Jun 30, 2025",€50k,https://www.transfermarkt.com/atakan-ordu/profil/spieler/873532
6,Davinson Sánchez,Centre-Back,"Jun 12, 1996 (28)",Colombia,"1,87m",right,"Sep 4, 2023",,"Jun 30, 2027",€19.00m,https://www.transfermarkt.com/davinson-sanchez/profil/spieler/341429
26,Carlos Cuesta,Centre-Back,"Mar 9, 1999 (26)",Colombia,"1,79m",right,"Feb 5, 2025",,"Jun 30, 2028",€8.00m,https://www.transfermarkt.com/carlos-cuesta/profil/spieler/474589
42,Abdülkerim Bardakcı,Centre-Back,"Sep 7, 1994 (30)",Türkiye,"1,85m",left,"Jul 1, 2022",,"Jun 30, 2025",€7.00m,https://www.transfermarkt.com/abdulkerim-bardakci/profil/spieler/199316
90,Metehan Baltacı,Centre-Back,"Nov 3, 2002 (22)",Türkiye,"1,89m",right,"Jul 1, 2021",,"Jun 30, 2028",€2.70m,https://www.transfermarkt.com/metehan-baltaci/profil/spieler/618869
4,Ismail Jakobs,Left-Back,"Aug 17, 1999 (25)","Senegal, Germany","1,84m",left,"Sep 2, 2024",,"Jun 30, 2025",€7.00m,https://www.transfermarkt.com/ismail-jakobs/profil/spieler/375137
17,Eren Elmalı,Left-Back,"Jul 7, 2000 (24)",Türkiye,"1,81m",left,"Feb 11, 2025",,"Jun 30, 2028",€4.00m,https://www.transfermarkt.com/eren-elmali/profil/spieler/616894
29,Przemyslaw Frankowski,Right-Back,"Apr 12, 1995 (30)",Poland,"1,75m",right,"Feb 10, 2025",,"Jun 30, 2025",€8.00m,https://www.transfermarkt.com/przemyslaw-frankowski/profil/spieler/239743
24,Elias Jelert,Right-Back,"Jun 12, 2003 (21)",Denmark,"1,78m",right,"Jul 25, 2024",,"Jun 30, 2029",€7.50m,https://www.transfermarkt.com/elias-jelert/profil/spieler/646478
23,Kaan Ayhan,Right-Back,"Nov 10, 1994 (30)","Türkiye, Germany","1,85m",right,"Jul 1, 2023",,"Jun 30, 2026",€4.20m,https://www.transfermarkt.com/kaan-ayhan/profil/spieler/119031
34,Lucas Torreira,Defensive Midfield,"Feb 11, 1996 (29)","Uruguay, Spain","1,66m",right,"Aug 8, 2022",,"Jun 30, 2028",€13.00m,https://www.transfermarkt.com/lucas-torreira/profil/spieler/318077
99,Mario Lemina,Defensive Midfield,"Sep 1, 1993 (31)","Gabon, France","1,84m",right,"Feb 5, 2025",,"Jun 30, 2026",€7.50m,https://www.transfermarkt.com/mario-lemina/profil/spieler/170934
83,Efe Akman,Defensive Midfield,"Mar 20, 2006 (19)",Türkiye,"1,75m",right,"Jul 1, 2023",,"Jun 30, 2028",€500k,https://www.transfermarkt.com/efe-akman/profil/spieler/1016253
20,Gabriel Sara,Central Midfield,"Jun 26, 1999 (25)",Brazil,"1,77m",left,"Aug 4, 2024",,"Jun 30, 2029",€22.00m,https://www.transfermarkt.com/gabriel-sara/profil/spieler/553469
18,Berkan Kutlu,Central Midfield,"Jan 25, 1998 (27)","Türkiye, Switzerland","1,86m",left,"Jul 29, 2021",,"Jun 30, 2026",€3.50m,https://www.transfermarkt.com/berkan-kutlu/profil/spieler/469787
8,Kerem Demirbay,Central Midfield,"Jul 3, 1993 (31)","Germany, Türkiye","1,83m",left,"Aug 3, 2023",,"Jun 30, 2026",€3.00m,https://www.transfermarkt.com/kerem-demirbay/profil/spieler/125858
5,Eyüp Aydın,Central Midfield,"Aug 2, 2004 (20)","Türkiye, Germany","1,81m",both,"Sep 15, 2023",,"Jun 30, 2026",€1.00m,https://www.transfermarkt.com/eyup-aydin/profil/spieler/605110
33,Gökdeniz Gürpüz,Central Midfield,"Feb 25, 2006 (19)","Türkiye, Germany","1,78m",right,"Jan 1, 2024",,"Jun 30, 2026",€350k,https://www.transfermarkt.com/gokdeniz-gurpuz/profil/spieler/884821
53,Barış Alper Yılmaz,Left Winger,"May 23, 2000 (24)",Türkiye,"1,86m",right,"Jul 10, 2021",,"Jun 30, 2027",€20.00m,https://www.transfermarkt.com/baris-alper-yilmaz/profil/spieler/541537
21,Ahmed Kutucu,Left Winger,"Mar 1, 2000 (25)","Türkiye, Germany","1,81m",right,"Jan 23, 2025",,"Jun 30, 2028",€5.50m,https://www.transfermarkt.com/ahmed-kutucu/profil/spieler/452084
11,Yunus Akgün,Right Winger,"Jul 7, 2000 (24)",Türkiye,"1,73m",left,"Jul 1, 2018",,"Jun 30, 2026",€12.00m,https://www.transfermarkt.com/yunus-akgun/profil/spieler/396908
7,Roland Sallai,Right Winger,"May 22, 1997 (27)",Hungary,"1,83m",right,"Sep 13, 2024",,"Jun 30, 2028",€11.00m,https://www.transfermarkt.com/roland-sallai/profil/spieler/332798
30,Yusuf Demir,Right Winger,"Jun 2, 2003 (21)",Austria,"1,73m",left,"Sep 8, 2022",,"Jun 30, 2026",€2.20m,https://www.transfermarkt.com/yusuf-demir/profil/spieler/548031
10,Dries Mertens,Second Striker,"May 6, 1987 (37)",Belgium,"1,69m",right,"Aug 8, 2022",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/dries-mertens/profil/spieler/56416
45,Victor Osimhen,Centre-Forward,"Dec 29, 1998 (26)",Nigeria,"1,86m",right,"Sep 4, 2024",,"Jun 30, 2025",€70.00m,https://www.transfermarkt.com/victor-osimhen/profil/spieler/401923
77,Álvaro Morata,Centre-Forward,"Oct 23, 1992 (32)",Spain,"1,89m",right,"Feb 2, 2025",,"Jan 20, 2026",€13.00m,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223
9,Mauro Icardi,Centre-Forward,"Feb 19, 1993 (32)","Argentina, Italy","1,81m",right,"Jul 26, 2023",,"Jun 30, 2026",€11.00m,https://www.transfermarkt.com/mauro-icardi/profil/spieler/68863
