Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Sokratis Dioudis,Goalkeeper,"Feb 3, 1993 (32)",Greece,"1,89m",right,"Jul 14, 2024",,"Jun 30, 2026",€275k,https://www.transfermarkt.com/sokratis-dioudis/profil/spieler/187798
71,Burak Bozan,Goalkeeper,"Aug 23, 2000 (24)",Türkiye,"1,90m",right,"Jul 1, 2018",,"Jun 30, 2026",€275k,https://www.transfermarkt.com/burak-bozan/profil/spieler/587726
99,Halil Bağcı,Goalkeeper,"Apr 4, 2003 (22)",Türkiye,"1,97m",right,"Jan 19, 2024",,"Jun 30, 2026",€50k,https://www.transfermarkt.com/halil-bagci/profil/spieler/745573
17,Semih Güler,Centre-Back,"Nov 30, 1994 (30)","Türkiye, Germany","1,84m",right,"Feb 11, 2025",,"Jun 30, 2027",€1.10m,https://www.transfermarkt.com/semih-guler/profil/spieler/265542
36,Bruno Viana,Centre-Back,"Feb 5, 1995 (30)",Brazil,"1,86m",right,"Aug 8, 2024",,"Jun 30, 2025",€1.10m,https://www.transfermarkt.com/bruno-viana/profil/spieler/411838
4,Arda Kızıldağ,Centre-Back,"Oct 15, 1998 (26)",Türkiye,"1,87m",right,"Jul 1, 2022",,"Jun 30, 2025",€1.00m,https://www.transfermarkt.com/arda-kizildag/profil/spieler/532905
51,Anel Husic,Centre-Back,"Mar 1, 2001 (24)","Switzerland, Bosnia-Herzegovina","1,89m",left,"Feb 10, 2025",,"Jun 30, 2025",€700k,https://www.transfermarkt.com/anel-husic/profil/spieler/365107
5,Ertuğrul Ersoy,Centre-Back,"Feb 13, 1997 (28)",Türkiye,"1,87m",right,"Jul 1, 2022",,"Jun 30, 2026",€500k,https://www.transfermarkt.com/ertugrul-ersoy/profil/spieler/251079
40,İzzet Erdal,Centre-Back,"May 27, 2005 (19)","Türkiye, Germany","1,87m",left,"Jan 28, 2025",,"Jun 30, 2027",€50k,https://www.transfermarkt.com/izzet-erdal/profil/spieler/906571
15,Godfrey Stephen,Left-Back,"Aug 22, 2000 (24)",Nigeria,"1,85m",left,"Jul 30, 2024",,"Jun 30, 2026",€275k,https://www.transfermarkt.com/godfrey-stephen/profil/spieler/663239
3,Emre Taşdemir,Left-Back,"Aug 8, 1995 (29)",Türkiye,"1,76m",left,"Aug 10, 2024",,"Jun 30, 2025",€125k,https://www.transfermarkt.com/emre-tasdemir/profil/spieler/204201
22,Salem M'Bakata,Right-Back,"Apr 19, 1998 (27)","France, DR Congo","1,77m",right,"Aug 8, 2023",,"Jun 30, 2026",€550k,https://www.transfermarkt.com/salem-mbakata/profil/spieler/590926
27,Ömürcan Artan,Right-Back,"Jul 27, 1999 (25)",Türkiye,"1,79m",right,"Jul 1, 2022",,"Jun 30, 2027",€225k,https://www.transfermarkt.com/omurcan-artan/profil/spieler/702988
25,Ogün Özçiçek,Defensive Midfield,"Jan 24, 1999 (26)",Türkiye,"1,72m",right,"Aug 8, 2024",,"Jun 30, 2027",€400k,https://www.transfermarkt.com/ogun-ozcicek/profil/spieler/701845
