Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
97,Mateusz Lis,Goalkeeper,"Feb 27, 1997 (28)",Poland,"1,92m",right,"Aug 22, 2024",,"Jun 30, 2027",€1.80m,https://www.transfermarkt.com/mateusz-lis/profil/spieler/345437
1,Arda Özçimen,Goalkeeper,"Jan 8, 2002 (23)","Türkiye, Bulgaria","2,02m",left,"Jul 1, 2018",,"Jun 30, 2027",€200k,https://www.transfermarkt.com/arda-ozcimen/profil/spieler/615430
54,Emircan Seçgin,Goalkeeper,"Apr 3, 2002 (23)",Türkiye,"1,92m",right,"Sep 12, 2024",,"Jun 30, 2025",€50k,https://www.transfermarkt.com/emircan-secgin/profil/spieler/454331
4,Taha Altıkardeş,Centre-Back,"Aug 22, 2003 (21)",Türkiye,"1,90m",right,"Jul 4, 2023",,"Jun 30, 2026",€5.50m,https://www.transfermarkt.com/taha-altikardes/profil/spieler/745233
26,Malcom Bokele,Centre-Back,"Feb 12, 2000 (25)","Cameroon, France","1,89m",right,"Aug 14, 2024",,"Jun 30, 2027",€2.40m,https://www.transfermarkt.com/malcom-bokele/profil/spieler/647787
23,Furkan Bayır,Centre-Back,"Feb 9, 2000 (25)",Türkiye,"1,88m",right,"Jan 28, 2025",,"Jun 30, 2028",€1.50m,https://www.transfermarkt.com/furkan-bayir/profil/spieler/548270
5,Héliton,Centre-Back,"Nov 13, 1995 (29)",Brazil,"1,95m",left,"Jan 11, 2024",,"Jun 30, 2025",€950k,https://www.transfermarkt.com/heliton/profil/spieler/676115
22,Koray Günter,Centre-Back,"Aug 16, 1994 (30)","Germany, Türkiye","1,85m",right,"Jul 1, 2024",,"Jun 30, 2025",€700k,https://www.transfermarkt.com/koray-gunter/profil/spieler/115763
45,Ege Yıldırım,Centre-Back,"Apr 18, 2007 (18)",Türkiye,-,left,"Jul 1, 2023",,"Jun 30, 2026",€50k,https://www.transfermarkt.com/ege-yildirim/profil/spieler/1076671
16,Anthony Dennis,Defensive Midfield,"Jun 21, 2004 (20)",Nigeria,"1,79m",right,"Jul 1, 2023",,"Jun 30, 2027",€2.00m,https://www.transfermarkt.com/anthony-dennis/profil/spieler/1104114
20,Novatus Miroshi,Defensive Midfield,"Sep 2, 2002 (22)",Tanzania,"1,85m",left,"Jul 23, 2024",,"Jun 30, 2028",€1.00m,https://www.transfermarkt.com/novatus-miroshi/profil/spieler/833315
21,Doğan Erdoğan,Defensive Midfield,"Aug 22, 1996 (28)",Türkiye,"1,82m",right,"Sep 14, 2023",,"Jun 30, 2025",€300k,https://www.transfermarkt.com/dogan-erdogan/profil/spieler/239733
94,Isaac Solet,Central Midfield,"Jun 16, 2001 (23)","Central African Republic, France","1,84m",right,"Jul 1, 2024",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/isaac-solet/profil/spieler/569373
8,Ahmed Ildız,Central Midfield,"Nov 28, 1996 (28)","Türkiye, Austria","1,81m",right,"Aug 16, 2023",,"Jun 30, 2025",€325k,https://www.transfermarkt.com/ahmed-ildiz/profil/spieler/226169
77,Ogün Bayrak,Right Midfield,"Oct 10, 1998 (26)",Türkiye,"1,78m",right,"Jul 1, 2023",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/ogun-bayrak/profil/spieler/545550
30,Nazım Sangaré,Right Midfield,"May 30, 1994 (30)","Türkiye, Germany","1,85m",right,"Jul 1, 2024",,"Jun 30, 2025",€375k,https://www.transfermarkt.com/nazim-sangare/profil/spieler/157113
24,Lasse Nielsen,Right Midfield,"Jan 8, 1988 (37)",Denmark,"1,85m",right,"Aug 22, 2023",,"Jun 30, 2025",€75k,https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
66,Djalma Silva,Left Midfield,"Sep 19, 1994 (30)",Brazil,"1,80m",left,"Jul 1, 2024",,"Jun 30, 2025",€650k,https://www.transfermarkt.com/djalma-silva/profil/spieler/555672
12,İsmail Köybaşı,Left Midfield,"Jul 10, 1989 (35)",Türkiye,"1,79m",left,"Aug 16, 2022",,"Jun 30, 2025",€50k,https://www.transfermarkt.com/ismail-koybasi/profil/spieler/74641
6,Victor Hugo,Attacking Midfield,"May 11, 2004 (20)",Brazil,"1,82m",left,"Aug 28, 2024",,"Jun 30, 2025",€4.50m,https://www.transfermarkt.com/victor-hugo/profil/spieler/749559
7,Kuryu Matsuki,Attacking Midfield,"Apr 30, 2003 (22)",Japan,"1,80m",left,"Jul 30, 2024",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/kuryu-matsuki/profil/spieler/902021
43,David Tijanic,Attacking Midfield,"Jul 16, 1997 (27)",Slovenia,"1,74m",right,"Jul 27, 2021",,"Jun 30, 2026",€1.40m,https://www.transfermarkt.com/david-tijanic/profil/spieler/351792
27,Emir Enes Araz,Attacking Midfield,"Aug 7, 2006 (18)",Türkiye,-,,"Jul 1, 2024",,"Jun 30, 2026",-,https://www.transfermarkt.com/emir-enes-araz/profil/spieler/1185775
79,Rômulo,Centre-Forward,"Feb 8, 2002 (23)",Brazil,"1,93m",right,"Jan 24, 2025",,"Jun 30, 2028",€7.00m,https://www.transfermarkt.com/romulo/profil/spieler/957874
11,Juan,Centre-Forward,"Mar 7, 2002 (23)",Brazil,"1,77m",right,"Aug 17, 2024",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/juan/profil/spieler/662332
19,Emersonn,Centre-Forward,"Jul 16, 2004 (20)",Brazil,"1,86m",right,"Jan 22, 2025",,"Jun 30, 2029",€1.20m,https://www.transfermarkt.com/emersonn/profil/spieler/743599
9,Kubilay Kanatsızkuş,Centre-Forward,"Mar 28, 1997 (28)",Türkiye,"1,90m",left,"Jul 14, 2023",,"Jun 30, 2025",€300k,https://www.transfermarkt.com/kubilay-kanatsizkus/profil/spieler/330876
