Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
16,Muhammed Şengezer,Goalkeeper,"Jan 5, 1997 (28)",Türkiye,"1,92m",right,"Sep 2, 2019",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/muhammed-sengezer/profil/spieler/330871
98,Deniz Dilmen,Goalkeeper,"Jun 5, 2005 (19)",Türkiye,"2,00m",left,"Jul 1, 2021",,"Jun 30, 2027",€500k,https://www.transfermarkt.com/deniz-dilmen/profil/spieler/842465
1,Volkan Babacan,Goalkeeper,"Aug 11, 1988 (36)",Türkiye,"1,92m",right,"Jul 11, 2014",,"Jun 30, 2025",€50k,https://www.transfermarkt.com/volkan-babacan/profil/spieler/52261
78,Yusuf Yılmaz,Goalkeeper,"Apr 29, 2006 (19)",Türkiye,"1,93m",right,"Sep 4, 2023",,"Jun 30, 2028",€50k,https://www.transfermarkt.com/yusuf-yilmaz/profil/spieler/1201580
3,Jerome Opoku,Centre-Back,"Oct 14, 1998 (26)","Ghana, England","1,97m",left,"Jul 1, 2024",,"Jun 30, 2027",€3.00m,https://www.transfermarkt.com/jerome-opoku/profil/spieler/408563
5,Léo Duarte,Centre-Back,"Jul 17, 1996 (28)",Brazil,"1,83m",right,"Jul 8, 2022",,"Jun 30, 2026",€3.00m,https://www.transfermarkt.com/leo-duarte/profil/spieler/312678
27,Ousseynou Ba,Centre-Back,"Nov 11, 1995 (29)",Senegal,"1,92m",right,"Jul 13, 2024",,"Jun 30, 2027",€2.10m,https://www.transfermarkt.com/ousseynou-ba/profil/spieler/520815
15,Hamza Güreler,Centre-Back,"Apr 10, 2006 (19)",Türkiye,"1,92m",right,"Jan 22, 2024",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/hamza-gureler/profil/spieler/988247
35,Halit Emre Acun,Centre-Back,"Jan 2, 2006 (19)",Türkiye,"1,90m",left,"Jan 1, 2025",,"Jun 30, 2028",-,https://www.transfermarkt.com/halit-emre-acun/profil/spieler/1208425
21,Christopher Operi,Left-Back,"Apr 29, 1997 (28)","Cote d'Ivoire, France","1,83m",left,"Jan 13, 2025",,"Jun 30, 2027",€4.00m,https://www.transfermarkt.com/christopher-operi/profil/spieler/469976
6,Lucas Lima,Left-Back,"Oct 10, 1991 (33)",Brazil,"1,79m",left,"Jul 1, 2021",,"Jun 30, 2025",€900k,https://www.transfermarkt.com/lucas-lima/profil/spieler/182323
36,Festy Ebosele,Right-Back,"Aug 2, 2002 (22)","Ireland, Nigeria","1,80m",right,"Jan 31, 2025",,"Jun 30, 2028",€5.50m,https://www.transfermarkt.com/festy-ebosele/profil/spieler/586756
42,Ömer Ali Şahiner,Right-Back,"Jan 2, 1992 (33)",Türkiye,"1,75m",right,"Jan 26, 2021",,"Jun 30, 2025",€350k,https://www.transfermarkt.com/omer-ali-sahiner/profil/spieler/110695
2,Berat Özdemir,Defensive Midfield,"May 23, 1998 (26)",Türkiye,"1,87m",right,"Aug 10, 2024",,"Jun 30, 2025",€4.50m,https://www.transfermarkt.com/berat-ozdemir/profil/spieler/483063
4,Onur Ergün,Defensive Midfield,"Nov 15, 1992 (32)",Türkiye,"1,85m",right,"Aug 25, 2023",,"Jun 30, 2025",€400k,https://www.transfermarkt.com/onur-ergun/profil/spieler/293998
